order_id,payment_sequential,payment_type,payment_installments,payment_value
zc2WqkEwtq8S,1,wallet,1,58.96
PUH8liKD2nMy,1,credit_card,7,520.29
3cjwQmNcyEID,1,credit_card,8,68.29
yVw8kpKnf4bl,1,credit_card,10,296.53
alOioG9itvvW,1,credit_card,2,146.58
glzxn5Tdk8dr,1,credit_card,2,197.8
xdijSPsTAPql,1,credit_card,1,818.35
ITKgY0urYeu7,1,credit_card,1,18.37
AiP8lT0mFF7y,1,wallet,1,58.12
lqrQCkYg3Y3o,1,wallet,1,1221.39
CA4yQTJD2eiB,1,credit_card,6,37.73
5AsEcT7IYeA3,1,credit_card,2,315.73
sOiwCjCP0BHJ,1,credit_card,1,284.06
41ESOI7q77l3,1,credit_card,4,311.71
vqh6eg0BksBs,1,credit_card,2,39.6
D9mE5Q90Nf0c,1,credit_card,1,71.56
dTAum02ChYzP,1,credit_card,4,827.0
5L43IjiSehHQ,1,credit_card,10,379.11
bCnfj6xHCFOx,1,credit_card,8,178.21
cou5BOfG0Qsq,1,credit_card,10,130.8
7xlSrnNUzJ7d,1,credit_card,3,68.69
R6ygz8evEigC,1,credit_card,5,386.93
ksrTAYeFnsV1,1,credit_card,8,116.47
Vur5MhhCt0x1,1,wallet,1,480.4
ym7urKvj9pte,1,credit_card,10,523.8
FH9eB1V2z40G,1,credit_card,2,70.33
eu4dd2aRYj3o,1,credit_card,8,256.22
VTzLEGJjpqPL,1,wallet,1,36.2
QV7X4FVpuyAr,1,credit_card,2,267.51
r2pGiTPyVUb8,1,credit_card,6,432.34
2ey2s9qe4Wiu,1,credit_card,6,510.96
sye2YNO5Uu6J,1,wallet,1,106.11
5rg741FpkxIr,1,wallet,1,121.62
9k5vXTwWOOaC,1,credit_card,3,188.38
EfVZi44dhjyG,1,credit_card,1,1472.47
sV3bmdLLSYEp,1,credit_card,6,345.55
WXcoK0OVv8In,1,voucher,1,468.91
vDymA3CI1pDJ,1,credit_card,3,222.81
Q3YibHwyBHh7,1,credit_card,6,331.96
dIsCKnUfDcpC,1,wallet,1,110.71
1ZvUvh9sKC3s,1,credit_card,8,10.21
THdX6i25GCJd,1,credit_card,5,236.84
2bK5G1aq5MJc,1,credit_card,2,187.16
IXlbB5X0g6bK,1,credit_card,1,60.99
e0k10KUl0ufv,1,credit_card,8,5.32
DspisZtbLCH0,1,credit_card,10,80.2
SzNUGbFZDxaq,1,credit_card,1,108.89
Ay4kOOtGGyYh,1,credit_card,5,75.72
1pmrI7xypD8L,1,wallet,1,1284.25
jbaRwWAw6rZ6,1,credit_card,2,169.56
9gez7iVvh2oX,1,credit_card,8,204.22
eyuM8iHAWRxi,1,credit_card,8,152.78
c5DmDr7kqedy,1,credit_card,1,63.41
4EHBweGbQglj,1,credit_card,2,137.42
KtF2SNhs2cf4,1,credit_card,3,50.21
vBQ4cXHIcKcu,1,credit_card,3,517.7
t9bHdOVkt5ge,1,credit_card,2,254.94
IrjuTSdjvAC0,2,credit_card,3,69.58
u8Vs4HbfsBsU,1,credit_card,2,622.64
2piKXUH7jRJr,1,wallet,1,222.67
ZXMc7s24B1Ju,1,wallet,1,348.78
Z2e0SmF3ahfn,1,credit_card,4,371.13
U70FtfI99YUe,1,wallet,1,9.52
Df8FWpOGyLxV,1,wallet,1,273.2
LoOJhQXJfkbg,1,credit_card,1,4.39
M2mNnJ1YbWwa,1,credit_card,1,434.76
KTnCUKzElL2h,1,credit_card,10,37.66
LKXwv3Th5J7R,1,wallet,1,20.83
hIMwqW3ftMfO,1,credit_card,3,93.68
TB8dn1RMb1Iu,1,credit_card,1,468.25
uJavi09HBk2M,1,credit_card,1,129.18
1tkPSB2tm3t2,1,credit_card,10,232.22
oopvBupCO1Le,1,credit_card,2,131.23
Zew6B3QoUfi9,1,credit_card,8,139.58
iqU2tyMIOyi9,1,wallet,1,122.83
HYNAXgd1ufhl,1,credit_card,1,95.54
UrZlJN0G0U9W,1,credit_card,10,143.39
IGmh8Iw19DCw,1,wallet,1,179.76
X8UCCPb5ygTK,1,credit_card,10,21.27
TbUAeZfOAezJ,1,credit_card,12,157.97
OxOrS3XGMQnf,1,voucher,1,157.77
HrlLFWB2kEfd,1,wallet,1,53.22
i8oM1FedPD2K,1,credit_card,8,84.41
fjsJK8u5ITRy,1,credit_card,2,63.79
I4xScLeSHP4Y,1,wallet,1,78.95
QV5kaobvmqtR,1,wallet,1,168.75
9OBFk3mQyTnP,1,credit_card,4,18.67
6p2Di1yaKWWr,1,credit_card,3,43.98
iqs3OdZOhePp,1,credit_card,3,278.46
V747bx9caKcn,1,credit_card,6,83.41
sv0oMoOhOnqW,1,credit_card,4,29.9
Br6VatR1BG0y,1,wallet,1,244.85
sCyPllk1ZpBM,1,wallet,1,94.97
mGyQLBRDCLPp,1,credit_card,1,162.57
GfUtNjRsJtQV,1,credit_card,1,181.55
2YyOuESxNr2G,1,wallet,1,146.54
InJp9j3p3UfK,1,credit_card,4,464.89
erR2l1480HBU,1,credit_card,5,352.25
7Mnj5LFCXUjy,1,credit_card,2,9.42
qCC3RaKYxYBW,1,credit_card,4,71.13
LKRP1jbPUX9u,1,credit_card,1,14.88
grbwNyiL0JEt,1,credit_card,5,55.88
LqSXGf20AV6o,1,credit_card,7,2333.97
ZzXFOWbjmFzr,1,credit_card,1,132.23
1YrkKeHcafj6,1,wallet,1,196.9
Oq5uLT3bDtK7,1,credit_card,1,82.53
LoBAXtMOqI3V,1,credit_card,8,326.09
Hg69RiAHsqSy,1,credit_card,4,75.06
vICQ6xAkBQJv,1,credit_card,6,621.29
1MbJ62rztvdE,1,wallet,1,250.01
7KQLNjjjuVzS,1,credit_card,1,379.08
PPQrKXZMlZ05,1,credit_card,1,89.77
55GIbAMhfvxt,1,credit_card,1,131.35
k3Rsr6bYVhuG,2,voucher,1,84.86
CBikI5R5D3Es,1,wallet,1,661.76
vlDOCPx2RWwL,1,credit_card,3,399.0
1E3iD0TBYiQv,1,credit_card,4,101.52
iE895OwyUliJ,1,credit_card,2,41.93
fRH6hWQCFJfA,1,credit_card,1,213.11
s5dVUH58uNDY,1,credit_card,5,608.28
atZxU3EM6CCK,1,wallet,1,213.66
vectKPK0a1hr,1,credit_card,5,376.51
MpfN5hM7QaIb,1,credit_card,6,102.66
pFdbUShXs2Ru,1,wallet,1,279.4
QguN9xvRHNTs,1,credit_card,1,133.84
q7ci0LjrVpG4,1,voucher,1,473.84
BLMPmwddUi7z,1,credit_card,5,721.74
ZI2xJ8n8X7SW,1,credit_card,1,30.43
F6B9YxwbxxjE,1,credit_card,2,101.94
O6WES780bIsr,1,credit_card,1,359.56
bipkyXhrCRU3,1,credit_card,6,56.78
kLHnQGaCYQ0D,1,credit_card,2,596.56
erCvArKuXP7y,1,credit_card,1,46.31
DjV3bpGZho0O,1,credit_card,1,8.96
KuZLJ1AaqI9q,1,wallet,1,842.96
yoTXBZ4nPUOg,1,credit_card,10,680.82
uYLL1QRTJKQC,1,credit_card,6,8.03
GHC60lkfmfzc,1,credit_card,10,473.1
AWFieec5EhXd,1,voucher,1,130.01
rIDYB6lCDTR9,1,credit_card,1,129.98
dZGNHioFdcer,1,credit_card,10,74.62
nFXS3pQ4TBIf,1,credit_card,3,237.91
QAnafTMO59m6,1,credit_card,5,221.44
EUpbLBAHatd1,1,credit_card,2,368.56
w1DCnkttwIe6,1,wallet,1,248.94
TyY6P7qtW1Yu,1,credit_card,2,5.78
dzYh8QrrtxmN,2,voucher,1,48.78
0qj71VZeqhOO,1,wallet,1,276.65
wb8m3XMuIHxk,1,credit_card,1,436.21
AUnUliUP4CbG,1,credit_card,10,65.93
tXXBz6Lyj1p6,1,credit_card,2,372.42
w90g2o1VWeVs,1,credit_card,1,424.04
KCqost0jS04g,1,credit_card,5,175.75
vNP260JjlgsB,1,credit_card,2,225.04
JuxPt3nOB4rA,1,credit_card,3,115.84
aQGzgNf1d92B,1,wallet,1,135.53
hE1yX4MhLL0L,1,credit_card,1,189.25
mMzrAIDmgpqp,1,credit_card,1,294.3
cIa7XgY0IhJq,1,credit_card,1,173.33
nAutPRYVGkK5,1,credit_card,2,221.08
meb9S8HNpS72,1,credit_card,10,353.29
owIGthHmZpSP,1,credit_card,10,87.25
tvOan1mzirby,1,credit_card,4,249.89
qQOvniGjAglN,1,debit_card,1,218.3
3hxzVJNs3FEv,1,wallet,1,235.41
x8YoQrSw1ibt,1,credit_card,8,394.96
TQHxuySKNG5s,1,credit_card,8,112.42
VesTskisHN34,1,credit_card,4,61.64
z8NQ6yKFikU5,1,wallet,1,160.58
aZpyytCpXeLu,1,credit_card,1,152.25
4GTm08n31E42,1,wallet,1,199.82
KzRPFbyIiPqg,1,wallet,1,63.06
VFKkbFKaIWkb,1,credit_card,6,149.01
6FVQYyAeJd67,5,voucher,1,143.0
al5Ona1gVjOT,1,wallet,1,649.14
z6zKdlYC0EmU,1,credit_card,6,124.11
l74VNSbAKhwF,1,credit_card,1,486.69
HTSlHKRd8pWY,1,credit_card,2,266.18
IczBed9mV11A,1,credit_card,1,368.45
lYiXLldLYf8H,1,credit_card,1,556.83
OazbjW7wLDP6,1,credit_card,1,1042.68
jMF3IJt6JdtY,1,credit_card,5,212.66
wrg3CDdd92md,1,credit_card,1,259.87
VY6Q8h3SuJoK,1,wallet,1,172.89
TNqEVyw7ZzZx,1,credit_card,6,107.4
KJz87y6F28T9,1,credit_card,10,419.88
EoCpkmXFzVG9,1,credit_card,3,301.31
DqEJT8HUgZq1,1,credit_card,3,215.54
aGsURM2XZNzw,1,wallet,1,108.96
qxfxLVOs6pVg,1,credit_card,6,104.87
q0O8BwiWvrqk,1,credit_card,2,62.77
J0Is1hFwzBik,1,voucher,1,863.75
95vgZgnfMqCU,1,credit_card,1,62.14
WrsHS9TUleHR,1,credit_card,5,333.48
1eGJ4WaVLQAJ,1,credit_card,5,145.48
K1CFTm0JpdJ8,2,voucher,1,81.72
X5US5uAktH3O,1,credit_card,10,42.93
N6zVrwSl6d5O,1,credit_card,6,149.01
GFtSdvgGBplV,1,credit_card,10,43.92
pBjmU8vrlP7u,1,credit_card,10,225.31
Mvtff7ag7XnW,1,credit_card,3,151.92
1ZrvgC1kmp1K,1,credit_card,1,122.08
6SsoC3C0MmJR,1,credit_card,1,221.23
FiZyW3F13jRa,1,credit_card,3,176.77
BJoqyoO4LEoe,1,credit_card,1,339.07
58HYCZNqXFxG,1,credit_card,2,324.87
lUJLUi36BGJD,1,credit_card,3,152.34
PNdb0UGKY3pJ,1,credit_card,2,153.09
Ptt8UaVsSSKV,1,credit_card,5,259.92
1ZOaFyzYP0gN,1,credit_card,3,48.43
cNOBkQH8RRSN,1,credit_card,1,265.31
DYGGM9IJ1zh9,1,credit_card,1,175.57
LFaxAJIM4LZg,1,credit_card,1,28.19
sOgEKrf6Le0w,1,credit_card,1,23.79
3m5qBaOWxf8K,2,credit_card,2,184.12
4wSlvDhFmhuv,1,wallet,1,27.04
AhBvLxA6ucD3,1,credit_card,3,773.57
cfX7Tke037fm,1,credit_card,8,86.18
kZYvEQbBN3mL,1,credit_card,1,286.04
Ixgo0GSyaJ2n,1,credit_card,2,372.42
qZa3kt8WhZwM,1,credit_card,8,176.75
nulRAJ3zfJvc,1,credit_card,2,195.29
KjAswlSh4ZRk,1,credit_card,3,203.07
aeIvPD4kPDU1,1,credit_card,3,111.72
3HtMnwMnaYzC,1,credit_card,5,196.8
SgKZG6tbMUPZ,1,wallet,1,238.25
hfjILUK6fwRq,1,credit_card,5,98.85
U7lXP9TLbN05,1,credit_card,8,71.06
CNmiU8g27qPd,1,debit_card,1,244.34
xaj1ydtXOqla,1,credit_card,1,375.74
39AIwbxmUD13,1,wallet,1,714.91
JWQmKtm7A6Qe,1,credit_card,6,458.46
6XhRfU0xWjOV,1,credit_card,1,183.12
YY4RXvgC69vv,1,credit_card,1,101.61
xc3re81U3wuc,1,debit_card,1,168.71
4UDUgiWUvyJn,1,credit_card,2,190.04
AJ8kQVq4cULR,1,credit_card,1,318.82
bTu0lylFHBcQ,1,credit_card,1,618.75
N4Ea6AaVWe6U,1,wallet,1,136.57
vcfT4aHvRVdP,1,wallet,1,298.83
yhm0E2ooraci,3,voucher,1,1330.88
l7T2ZszCPxNA,1,credit_card,8,180.85
cpfeYqGme0Lu,1,voucher,1,50.92
LDqMlkv1HvCE,1,credit_card,3,6929.31
22vgXMdvVwjG,1,credit_card,3,34.81
GyaOLDW1wKwE,1,credit_card,4,108.74
9tI7exZUdfhg,1,credit_card,3,24.94
K2ch2sotzwGn,1,credit_card,2,104.36
biDnjXbQlFok,2,voucher,1,1843.85
6sAatpuLJGjD,1,credit_card,1,97.98
u0a7Eqa2m2uY,1,credit_card,4,125.84
olOUFKYn0snL,1,credit_card,2,1562.57
4ZO8wTW9JVpS,1,debit_card,1,331.58
R05kszaha0LE,1,credit_card,2,55.7
RIfMC3L6aDoR,1,wallet,1,36.99
HbFsiSL0uXrZ,1,credit_card,2,441.79
UCTvqFRnyQ3x,1,credit_card,3,456.0
qIrdQO9b8N54,1,credit_card,2,42.15
A3vUK2CgNZYI,1,credit_card,8,264.16
pDLkyhrk3vxz,1,credit_card,2,276.26
fH1Sm0BRdt2d,1,credit_card,7,135.23
yUzokIyF9XlD,1,credit_card,4,405.33
F5BTmoBZtEhu,1,voucher,1,121.22
HtBjhKYQTbHY,1,credit_card,1,991.55
sG7gkaaKbCRv,1,credit_card,1,224.31
mJX7MgvS17DS,1,wallet,1,133.54
HOG4TXOpdYmX,1,credit_card,1,767.84
DBrTaEFmbjVx,1,credit_card,5,243.26
Cpynm6kVHfLB,1,credit_card,8,3.82
wPBgHe04nb9V,1,credit_card,3,62.13
YIoEOmdEtV0j,1,credit_card,2,159.89
buQfaxSyjcYI,1,credit_card,3,190.04
XSKToMWbHYnn,1,wallet,1,1.67
3oCDsPoLZ4Qy,1,wallet,1,198.02
YyyVPeVlVsTU,1,wallet,1,258.33
ngmVLHgIIvaR,1,credit_card,5,246.96
J8rhwXcE0n6H,1,credit_card,1,277.25
wknLZF4ujICN,1,credit_card,2,139.51
58IlmsgvLJn8,1,debit_card,1,217.49
bMnl7AlGKkAR,1,credit_card,2,190.04
d4R16SeykIDA,1,credit_card,2,350.81
NMBLqLmxBjmG,1,credit_card,5,187.43
yuv2gNMWN8ay,3,voucher,1,406.58
NkMpKyYEG6bx,1,credit_card,2,69.4
dZ7oiTwfLtJw,1,credit_card,2,556.24
8iX7JGpgi8G7,2,voucher,1,125.67
bgMTiFtwUpZt,1,credit_card,4,206.68
7zbo0coRc8sr,1,credit_card,1,161.1
V2QHXxW0gl3K,1,credit_card,4,92.91
zeSW39XnfqTu,1,wallet,1,328.73
Hmj1uAvJMhCN,1,credit_card,3,215.47
WQyxOwsaeGJJ,1,wallet,1,26.93
j7DVbdcUv4Dn,1,credit_card,2,257.83
yIqrsRtqXqG7,1,credit_card,6,335.91
D0Z9WkGFyYx2,1,credit_card,2,317.97
VRNNLs2u46uk,1,credit_card,5,161.44
0IXpJjHYqruR,1,credit_card,4,58.0
6yiuqVMtmFoG,1,credit_card,2,62.14
HdzXEihCug0v,1,credit_card,4,166.96
mTQxrYb4umc9,1,wallet,1,856.16
B5vTrNpa6S4V,1,wallet,1,64.78
iiRNxWmncSiY,1,credit_card,1,277.3
1wBELjerqIh0,1,credit_card,2,110.79
ABd1uuDQm0I7,1,wallet,1,357.88
XD7Y4ihyiisW,1,credit_card,2,38.65
lcaoVSeASk2U,1,wallet,1,291.58
HleErdPiEV0E,1,credit_card,4,317.24
3kj4FbWKx4h1,1,credit_card,5,167.87
QrWQqrpq7BkO,1,credit_card,5,376.51
ISCPuhVyoTwT,1,credit_card,1,2759.88
n1OUnUHuB4BW,1,credit_card,1,222.04
MJufUgnXbnAe,1,credit_card,2,228.57
z8t2Tm1tbapS,1,credit_card,1,34.84
Ti5nS4HzMOdQ,1,credit_card,8,132.44
QyD814zjO3DN,1,credit_card,3,23.08
L7IV2CSayzJU,1,wallet,1,573.68
I1LAtta4HpmI,1,wallet,1,135.0
KkdWFCYen7B0,1,credit_card,4,196.35
Lq62CAqgC7Nk,1,credit_card,3,2.25
hazAqYuigy6o,1,credit_card,6,134.46
Tv8CFOoGa07v,1,wallet,1,194.65
rNjJEgpx5hdk,1,credit_card,1,300.48
Nfw5P9cNIyzD,1,credit_card,10,9.43
hR4oy61W7ZBm,2,voucher,1,184.53
x7QpgVPF19YP,1,wallet,1,267.49
3YUPNiKlIgmw,1,wallet,1,817.08
otWSLdsW2YYL,1,credit_card,2,1125.58
TWOIgYjuUNEo,1,credit_card,2,104.19
64kksJysk5hi,1,credit_card,5,398.88
14JMl2un6dca,1,credit_card,1,607.98
nUWBhcPJmCiw,2,voucher,1,133.96
4AR31w5ekxkH,1,credit_card,5,188.96
O1L4ndRnNHxC,1,wallet,1,83.27
H6DuT3uk2Q0e,1,wallet,1,283.91
GZV2ldLL0r0V,1,credit_card,2,48.23
hFCFIff0f4KF,1,credit_card,6,530.01
vPKGD0HfrgwQ,1,credit_card,3,214.98
s4nmQdphjmsG,1,wallet,1,1057.88
yszZYblvGIQD,1,credit_card,6,248.85
7JVTcmLQ0izY,1,credit_card,2,198.14
LuB5WEbjwZzc,1,credit_card,1,345.4
YBlhVqNV33bC,1,credit_card,3,466.84
gf2k0VrbMoZ7,1,wallet,1,239.76
6udxlbYvRfdY,1,credit_card,3,321.06
RrlsJ8jEAKNT,1,credit_card,2,212.01
LbstwuOp6hZ6,1,wallet,1,92.63
df5ur09uip04,1,credit_card,1,5.77
zAJDzUV8fl78,1,wallet,1,199.96
P9P32Zm3XRjy,1,credit_card,4,153.27
rpHcL6sK0CGn,1,credit_card,1,194.13
sYwgWIvlyLIi,1,credit_card,2,188.56
yyn0NHnu0N50,1,credit_card,1,68.84
hsSvR56qfJKu,1,credit_card,5,121.58
B7KGawv2NEwE,1,credit_card,7,276.65
4qUdh9J79SQW,1,credit_card,2,5.09
RAFaCkxcdHkH,1,credit_card,1,148.69
AsfrotIS4e6j,1,credit_card,9,131.07
BbCmqD7LnrAA,1,wallet,1,117.01
dSBX17JSnF6X,1,credit_card,8,358.5
Ko4vFcgkknRt,2,voucher,1,120.25
MIQEh6u8CatL,1,credit_card,1,598.96
IPMkohovzra1,1,credit_card,8,1325.32
o1fD7MtYoDGn,1,credit_card,1,957.42
mmMwM34B1f15,1,wallet,1,29.5
X8TuK5k2FyLF,1,credit_card,2,198.05
ruhk4Up5PW0D,1,credit_card,1,24.18
h2gon1FHue39,1,credit_card,6,134.46
aQtrj5heDmbd,1,credit_card,1,300.48
U6w5Y8SGbUHz,1,credit_card,5,343.07
JZ3eswpPHB30,1,wallet,1,119.36
5WvlHINdAocv,1,wallet,1,356.03
E3VDPoSSyuqB,1,credit_card,4,124.94
OvfnXcYvXkAs,1,credit_card,10,268.04
tITcmFrQwhs9,1,credit_card,6,187.18
A05MZ5krRMFB,1,debit_card,1,214.27
PfLelWUG3xde,1,wallet,1,138.42
tBISSFueSVqg,1,credit_card,1,54.76
PC7z2ANY0vHp,1,credit_card,4,2384.5
oECwnDaZwCAV,1,wallet,1,158.58
AWELzYUjgRNi,1,credit_card,8,74.5
OOvlU2nqT1C6,1,credit_card,2,227.76
FjW2hVIW5Kmq,3,voucher,1,62.38
rePws386WjmK,1,credit_card,4,187.06
eMYPHpxzuRgN,1,debit_card,1,149.46
I45QyXt0WRoA,1,credit_card,10,208.66
4YPpWtcWBZef,1,credit_card,5,721.74
HXmzFUI7kOrz,1,credit_card,9,100.48
XAoRWfYJ5LIj,1,credit_card,2,468.26
Xdj1J8Gtvnrt,2,voucher,1,62.48
netErJ7pvAzH,1,credit_card,2,721.74
HNYFDEUzol6F,1,credit_card,2,38.28
3OKzTCn4PkFn,1,credit_card,4,280.41
dRU3OSNJJGQs,1,credit_card,2,393.32
jsipP0y3fYf7,1,credit_card,6,1362.37
7vmuvmsutXam,1,credit_card,5,144.58
pFDVXK7bagjA,1,credit_card,6,136.13
PB4jJcro2HET,1,wallet,1,815.65
POj29xtgEgks,3,voucher,1,406.58
LIkEiIax8s8J,1,credit_card,10,1.9
brxiAFxqcyn4,1,credit_card,2,441.17
ig4389eSUAgK,1,credit_card,2,40.63
d9iywBbMrUAs,1,credit_card,4,212.11
uNIjXDaZwXwC,1,credit_card,2,476.52
2QMdWfPPG5O0,1,credit_card,1,39.52
y2JrlbRSZLbO,1,voucher,1,25.58
fyuJQQjruAve,1,credit_card,3,44.42
9F8IbemuhxIk,1,credit_card,1,109.27
xczderwti5lm,1,wallet,1,380.75
yYmstG3X1Z8S,1,credit_card,7,451.34
pYXpFBRSbyHb,1,wallet,1,131.43
3VObYzWsVwJt,1,credit_card,1,185.63
tYe2C8M9zsN0,1,credit_card,10,629.13
jGakgfVbHLWV,1,credit_card,6,135.2
AxW6nhICYUYG,1,credit_card,2,217.82
dOOw1v1QnO07,1,wallet,1,146.54
