customer_id,customer_zip_code_prefix,customer_city,customer_state
cWWVTzyGIZ0g,37880,curitiba,PR
n46AKx3MlsyS,63580,rio de janeiro,RJ
RjVmrC4IIKZE,81470,sao jose dos campos,SP
qlQX6HkI03Fz,2670,curitiba,PR
sUAKsXIVVImd,4446,sao paulo,SP
jVY2Bx1usXlO,93010,rio de janeiro,RJ
V8r7bSG1Q9F4,66060,sorocaba,SP
FznHkz9aboY9,78254,contagem,MG
4XHLPx0rwBNV,41635,rondonopolis,MT
nV0JCMMQeJVA,4925,santana de parnaiba,SP
BbSZuxpSIImX,49270,limeira,SP
i2jskDG3gKs0,17603,salvador,BA
m7pUFaiCOVx0,26140,joinville,SC
VHLgmai08Ssr,11441,sao paulo,SP
3Izfga5ixnD0,13285,osasco,SP
O96lzXzw6AYg,36030,sao paulo,SP
hH48UIriohDm,35763,anapolis,GO
xcTyK1CurrMv,2636,sao paulo,SP
6GD4f3cDpyLY,41322,sao paulo,SP
or7McZuf6bad,19901,sao paulo,SP
0frmdrHOOkpE,5314,belo horizonte,MG
AZOKGovSFuch,6097,guarulhos,SP
oXmuZdAyA8G7,29901,sao bernardo do campo,SP
OaoBwWfre1Je,13503,domingos martins,ES
axqtuF8VZwCU,16013,montes claros,MG
zl1rldPO8Tue,36913,coromandel,MG
3umDFH9EDf7y,96010,belo horizonte,MG
VlMSAPfwHIgq,5315,matao,SP
sMJD1Gi4E0Q0,58305,santos,SP
piw3Qfq6aCQq,85911,rio maria,PA
anuDkTiQVNpA,2720,sao paulo,SP
kgjfsEJ6GId5,86700,ituiutaba,MG
wq5Z7qwfgdCL,4284,cravinhos,SP
pXiSk1ugI5Dw,18044,iacu,BA
oDsW8MsomtLT,87075,rio de janeiro,RJ
ERHgZk4ehPoa,33937,palmares,PE
Kv0L2pjxnscF,58150,sao paulo,SP
yubQuMJHYArq,39680,sao mateus,ES
81pRzMsQXJvL,3378,limeira,SP
hrOVJXe5UIJz,72304,sao caetano do sul,SP
GPbGOYREi42j,5336,novo hamburgo,RS
J4jc1HmP9Pp2,15360,duque de caxias,RJ
5MZJB9YPljy9,29192,rio de janeiro,RJ
iInljnnFAiKx,3150,belem,PA
dXi3AN2ExobT,35060,igarape,MG
5D0axTwrkrWM,37589,lorena,SP
8Tw6incrVHGA,59037,sao bernardo do campo,SP
g6iYbCY1k7IN,36061,araguaina,TO
Uv12TYPJRREK,92323,santos,SP
JJkwA2dXsbAk,86630,monte aprazivel,SP
QtzgTHJvBGA2,94859,sao paulo,SP
1Wq56HIEkGKb,85820,nova iguacu,RJ
ND99OCtzv42A,6288,macapa,AP
LA7Un8cF4ua8,85870,barretos,SP
9qAEDlCVz1aB,76386,porto alegre,RS
rMxi7svVrGep,8795,santo antonio de padua,RJ
kKkQAKtJdOej,57180,belo horizonte,MG
vg1KIG51dGCD,45436,tatui,SP
gqfMMgoZskUF,4342,poco redondo,SE
KwbUpcEApWjA,26480,tatui,SP
jlZkqSbeX9QH,71810,sales oliveira,SP
qFceBMay1IfV,22733,itapevi,SP
LBRNA4xBKdTT,60120,rio de janeiro,RJ
Tu2dx6QOyE8i,68145,sao paulo,SP
RqOVCP4wL516,29845,marica,RJ
6fH8ni7Tzxak,68148,niteroi,RJ
9jEDzGXL4KhU,97546,sao paulo,SP
veBfcCl9tMIU,9030,petropolis,RJ
YuBfmnTBXO86,9852,sao paulo,SP
dN36SFWvX6rN,24846,anapolis,GO
Zo1pvdW0AauT,68640,rio de janeiro,RJ
7gSul4JmzgqL,7942,matias olimpio,PI
Y0kVLULSGsaW,4753,alagoinhas,BA
2mO4Y7rDDM1f,78240,tijucas,SC
5rjz5c9CTQ2k,88950,cesario lange,SP
WY0zrQCtNGQI,3941,sao paulo,SP
gljUofdvu0Ep,60010,belo horizonte,MG
aJKfethv72yk,90160,olinda,PE
bfY9CBT5Q7Bh,39237,sao paulo,SP
kVhloKoKyUBi,4564,mesquita,RJ
2ouCf0E0esGt,17120,canoas,RS
eBrMUX1xHpxB,6416,sao paulo,SP
JsXHp1sjsF19,62190,niteroi,RJ
bulJXtASWe08,58865,ibiraci,MG
xF4yIv1vDtOy,93880,porto alegre,RS
zxnzAMXNhIRi,14808,macae,RJ
PU1VFUq5ZD1q,17204,itamaraju,BA
FGanMFaoir5h,81830,brasilia,DF
ddUFHoKxBDSr,98760,marilia,SP
ujWrD7wcFDaK,12445,juiz de fora,MG
PJ6zHytlpZ1g,1501,ubatuba,SP
Jj7yLJrVO56W,38400,santa maria de jetiba,ES
mJcTuJwffODP,15704,taquaritinga,SP
teZw8tP7W6HZ,8571,divinopolis,MG
kVkdQkzhnOU0,94856,sao paulo,SP
Px8Wn8965Vqx,45994,salvador,BA
g1dvfotOxlsU,77823,ribeirao preto,SP
ArNtzhD3gBIu,18119,guarulhos,SP
UYSQp4yAQ5A4,2844,botuvera,SC
9Md5HdxhZNML,2220,itajai,SC
ZijDYPvb3Xqg,70374,sao paulo,SP
uZ6gP91QMETZ,37360,americana,SP
iMt6wk5Uq0Mk,5184,mirassol d'oeste,MT
MhBnfQt6Ewev,4912,sao goncalo,RJ
W1DGa2snBBzh,46875,campinas,SP
MYko9nMRCZjW,81470,sao jose dos campos,SP
FsSoRc4UecN5,4195,santos,SP
fukWFIQBjQ3j,95115,volta redonda,RJ
bcnmBuWN8iWj,15320,uberlandia,MG
9EXL2s8rJoBr,55535,rio brilhante,MS
scSWZZRJIzKA,1125,angical,BA
U8YZB1x6o6VT,28680,jacarei,SP
yX6cDlpYfsHF,4634,sao paulo,SP
JjZj246jXBnA,77478,sao cristovao,SE
QtLIEF9TmJM8,85835,lagoa santa,MG
0Gal1VPBi8s7,65210,florianopolis,SC
HIqeMxneSsy7,97195,brasilia,DF
egqy9rF01zeM,78711,sao jose de uba,RJ
ZeCLgVVnirLB,70770,salvador,BA
2X8tKh6H3BJR,7850,goiania,GO
rGVzxdGufcWY,37545,franca,SP
SK955DAvakCp,69086,niteroi,RJ
WCvsizvmv63I,39237,sao paulo,SP
oGJzcua6Ch9M,2185,jundiai,SP
xeUjZT9AmiVz,47806,barueri,SP
p3RAc0XENGWe,18017,osasco,SP
JAWzRUFJjIqm,19064,sao paulo,SP
ESNj7oW4tOqd,3673,fortaleza,CE
6MDtTea42NWB,89708,sao paulo,SP
GwmnMu8tzO2F,89035,sao paulo,SP
n9wpiROrqlmb,22050,jacarei,SP
1tAEVoo9CgB6,68505,morrinhos,GO
UtVbwP2LWrCT,12722,assis,SP
6R1jNdN3Jpoi,85506,igrejinha,RS
2CnHFIlZ5O78,89216,santa luzia,MG
zaJkfF8JPs2s,29701,sao paulo,SP
zjXmngU5I9wI,4734,rio de janeiro,RJ
dvDVProsXt9A,9260,sao paulo,SP
SULSDUR4Sm1h,68372,brasilia,DF
ezyiGj1TTdf2,11088,embu,SP
lP1BnW4LitKu,60441,macae,RJ
XnfyDcJMIfvd,88950,cesario lange,SP
izfmuW9Tz1y3,58429,registro,SP
gaXYPg5t161R,2334,assis,SP
xittT22E39fy,37517,telemaco borba,PR
NX3OpRIPze2y,4282,rio de janeiro,RJ
kCrVY0I3eUqB,17280,joinville,SC
ra1dT8RnBSiU,2270,cambe,PR
KAUyv7JpXKjn,2717,perdizes,MG
Yj3PLR3haokb,97575,angra dos reis,RJ
jJTICzCoAthm,34001,sao paulo,SP
yyh5EwbU4ofC,79070,palmas,PR
lr9xCYudwIkU,2413,linhares,ES
XUR8NScig6lS,3937,campinas,SP
6klU3Tf5QTs8,3646,osasco,SP
VcxRT7AkfF3Z,5749,fortaleza,CE
VtNavkBiTsX3,12505,pouso alegre,MG
2DIImBibBTDo,71901,santo antonio da patrulha,RS
wSJND9zDHeK0,3535,delmiro gouveia,AL
LPmy923QjUrl,71996,salesopolis,SP
m4jscPybDYhY,83030,toledo,PR
r7Eg4iiz64Wu,97690,sao bernardo do campo,SP
dabQlo4SuRbc,68458,tabocas do brejo velho,BA
cADKOQvQD7e9,36255,dois corregos,SP
EdwN1rSFfccQ,2244,natal,RN
tysVCU8YavC2,72940,concordia,SC
nqRXEnuY8S5f,35138,barbacena,MG
QLz0PNm5zzuP,12995,sao paulo,SP
eGCAUFokfihw,37880,curitiba,PR
CdMyzuu9i9pP,13052,sao paulo,SP
8clZvXiPbNPA,8060,nova lima,MG
1gHOUCzaUjt8,66045,guabiruba,SC
tIdb0wLCrkif,42840,petropolis,RJ
hTN1G0x7kG6M,79604,joao pessoa,PB
1G4H4KwRVtaF,5787,palmas,TO
cffSYxy8zoTH,3976,sorocaba,SP
fzllFZiKKDz0,36760,montes claros,MG
pedztfpjnFdZ,77402,birigui,SP
eTYFWxnet42W,23028,rio de janeiro,RJ
Nz66V2TeAxAX,78240,tijucas,SC
WtUomoWQhEtI,37022,sao paulo,SP
590PVD5lPueU,24416,sao paulo,SP
tm3AwmAsE1FX,39715,correntes,PE
Oi93UQzayMjS,18108,belo horizonte,MG
y487fwTxo0PN,84970,osasco,SP
qdjdTZMKDNKy,49066,rio grande,RS
Kof3G9gdbc6x,27515,bento goncalves,RS
99wLIjTVn9Ht,30860,colatina,ES
TVWkFeXjfF29,22221,sao jose do rio preto,SP
isYd1wjesQmp,28899,navegantes,SC
eIGcz8PmFjcK,68920,sao paulo,SP
nYA5q6txT8kv,3904,sao paulo,SP
JLTt56uHyL6B,17039,ibirite,MG
upqFEeva38KW,35669,dois irmaos,RS
kNp3Pih6TnUJ,66821,embu das artes,SP
ctmIzjb6gPd1,12350,itambacuri,MG
wrO5wG1gpB80,7145,sao paulo,SP
AmQkvZXG0In3,9837,campo limpo paulista,SP
q87DNWMDyU10,56395,belo horizonte,MG
6r4227FcWSbf,86950,corumbatai,SP
IQUVWiZZagGD,2363,santos,SP
TEAUAZU3yy6F,11370,varzea grande,MT
XiJPnZY89JF2,56328,contagem,MG
4T8zxk3sbncM,68148,niteroi,RJ
tuSw57vhB6Jf,29032,abrantes,BA
axLkBmkBeu2z,88317,cambuci,RJ
WS0mgKYmTKhl,5711,timoteo,MG
Dq2r8VyuycCa,29395,duque de caxias,RJ
0wDW3faCrp5t,55250,itabira,MG
SgsLnGFbxj9U,48370,rio de janeiro,RJ
pwWAklJOxrjM,20932,sao pedro da aldeia,RJ
XpKt5QSTrwMa,40313,rio de janeiro,RJ
AFcE5MPS4LCS,11095,carmopolis de minas,MG
srB6E8HRkxL1,38741,rio de janeiro,RJ
fNmClcdW24WS,82920,sete lagoas,MG
NesZP54kFfWk,2929,porto alegre,RS
gGgE1X4r03SM,7724,sao paulo,SP
hM0A2u4pIAl4,25045,sao paulo,SP
alxaWMqQQUf0,3938,sao joao del rei,MG
0oCaOSoim9gz,59139,campo grande,MS
fAiaAVdN4Ovm,16074,belo horizonte,MG
SBAZn8UVWUrO,86630,monte aprazivel,SP
7Dy2yc1p6IcT,5569,belo horizonte,MG
AD7oIpGfQ0aq,62420,mata verde,MG
TlB2UvwFp9KX,9607,tremembe,SP
rWuFDvqb7sVK,49480,alvinopolis,MG
NqnKnFAbc03U,97650,sao paulo,SP
r5GltRR4NMno,89806,bady bassitt,SP
2omUD6IlD6tT,11081,rio de janeiro,RJ
9XRVDlnW7kch,29032,camacari,BA
dk60tz3GTJoy,74769,sao paulo,SP
Yadr7o8ZCx5g,13977,piracicaba,SP
f01QL8CxuVgL,19360,barbacena,MG
uNbcLmLYkbkW,4367,sao paulo,SP
E1s5WyXZ4R3I,6713,belo horizonte,MG
aBwJE9NR4dvQ,70344,porto alegre,RS
oZxxzNDHDFjG,79012,sao paulo,SP
VGOf64q4JPpZ,46800,sao paulo,SP
i5QV5d7bCoKw,13044,niteroi,RJ
EnxKKFoi14yE,78652,perola independente,PR
0rrUrC3hAIUe,3191,rio de janeiro,RJ
IAWDWvqFenyJ,57520,sao jose dos campos,SP
WxpyarQwJoX9,98540,cabo de santo agostinho,PE
TJ0zxR4Jmdza,3356,altaneira,CE
GTYwHCyQDJNp,45436,tatui,SP
Wo1IizRk7gTi,39645,santos,SP
5tPxwVu4Anbl,7802,sao paulo,SP
tupnTGl0Iehb,93995,mogi das cruzes,SP
NL0TdhoeQfCN,2253,caldas novas,GO
mFPv37AKgv3x,3310,parnamirim,RN
q1QyCMjdyBI5,48730,paracatu,MG
Lre301fbbXFi,56640,santo andre,SP
iGmLfb078kdn,27347,resplendor,MG
Gu9QUINHmZPa,77423,rio claro,SP
0SJJ2mVJMH3m,59110,pedrinopolis,MG
h4smyvu3jCb8,3451,salvador,BA
r9fEipy1Rljj,5041,cubatao,SP
ZEZeV3xy9rgc,68148,niteroi,RJ
gOZUvl60c0bk,1256,rio de janeiro,RJ
THQGHHB004gm,18270,rio de janeiro,RJ
821UihMiYEyj,5086,santo anastacio,SP
fTDJ3CCGJTz3,65632,cariacica,ES
SjNOeNORStmX,13976,porto alegre,RS
EqEmHXamUHN9,72880,sao paulo,SP
sD92sk3xiqtA,56326,cianorte,PR
4E6CFCS41gLP,77725,sao paulo,SP
AxzAZmb8FiAM,94090,sao paulo,SP
1vyCSCUXwYwf,11668,curitiba,PR
DBCp3thgaDhU,98980,xanxere,SC
FyyYwhQPg1tf,37131,campinas,SP
7iOY3Btv2hym,63575,viradouro,SP
0tpzceLAIXi6,3242,aracaju,SE
j1MthpvL3BkR,64017,curitiba,PR
qTr1J0vV7Uq5,28300,joao pessoa,PB
Io3r1z7k5FzV,75530,belo horizonte,MG
px9wlTqTaqOE,74686,guarulhos,SP
IPPva2iZhuwT,6329,santa luzia do norte,AL
HQh2FtrspKWF,98975,sao paulo,SP
OmTEFSLcYcNC,38749,indaiatuba,SP
66vhQmEDkg5n,95096,nilopolis,RJ
RRxVYec1iAX3,46550,sao paulo,SP
znPOsZ79UXKk,27570,belo horizonte,MG
hX0Mey0jAUWW,29142,rio paranaiba,MG
1BCaDTkFCH12,55606,goiania,GO
3dPxNryemmA3,16750,acailandia,MA
iRSbtG21udio,3938,sao joao del rei,MG
NRuw52Py5G8l,3921,florianopolis,SC
wPOt8BNm8Je4,63460,sao paulo,SP
mTd3Jb0idYHc,70770,salvador,BA
AVcSBPM86cYN,30250,mogi-guacu,SP
cCJf2S0rk5mc,68633,paraibuna,SP
HnMcYTthkRM9,17506,barretos,SP
ReT0ClzwjHgP,68665,garanhuns,PE
GcyfB8eYIQfG,30320,frei martinho,PB
eRv3x0Gd8pAU,88341,recife,PE
dSakBuISCOXX,65220,pedreira,SP
QPbxMIq5pTuM,76382,sao paulo,SP
snsXCvFcH6tf,1518,sao paulo,SP
N1sMOLWLNzJD,32145,bauru,SP
6mWAQSiDlFA4,62910,guarulhos,SP
DAe1tI8DeEMr,89765,araraquara,SP
Yn2FLu2XOs94,24241,diadema,SP
PbKFGVfODBhD,3451,salvador,BA
5WArOW5BomMK,58540,rio de janeiro,RJ
SkFZg4Soaz6o,12703,itapira,SP
rBjwbEvlZYU3,14935,brasopolis,MG
pEfhBeHKIBDj,27336,belem,PA
39b6PJwgSR9S,15750,botucatu,SP
JOfnRfXaiuNI,5170,guarulhos,SP
TUrDT4UBlFTd,58315,sao paulo,SP
CtDFYBrIEfkJ,37410,sao paulo,SP
THubndtETgpq,87045,mirai,MG
YVLw5vDaU1dP,5716,santa maria,RS
mdGY11iJXKat,3426,rio grande,RS
V0XCX61c3Q3Y,9671,campo mourao,PR
XeMNxnxNWez8,51111,ribeirao preto,SP
NpswIZ2pprYb,6122,sao paulo,SP
yHDDSRZtIsJ0,6417,sao paulo,SP
wNUkYCD1dgdL,17470,brasilia,DF
PZsB6XahrIC8,8540,sao jose dos pinhais,PR
9SLbLj4aDzxi,26572,peruibe,SP
urcjKpG1FtLA,49680,belo horizonte,MG
Dxjmi3ThUUCM,45012,campo grande,MS
oFMUIexIlp8b,89255,itaguai,RJ
XXVxF5jK3i5E,99600,mogi das cruzes,SP
lvLZYiJ4nhex,97900,nova iguacu,RJ
3DHQWUCfB54T,47580,curitiba,PR
rM7D2MGW88Td,90520,ruy barbosa,BA
00iM5unDGroS,38057,sao paulo,SP
Cp62VdhHw98L,23025,rio de janeiro,RJ
nk3ZkSCEqgiH,58297,camaragibe,PE
vKpFEcoFN0X4,12904,sao fidelis,RJ
plZ4rO4GsJgF,22740,belo horizonte,MG
hm1bVoznNkaA,36600,franco da rocha,SP
BESYlViBzmnP,3370,sorocaba,SP
dKc0csGyxAmw,3939,itaquaquecetuba,SP
sr1O12cVaQcT,85423,fortaleza,CE
Asgg9ZTxtVGi,4230,sao paulo,SP
9KohDa5AENfA,95044,rio de janeiro,RJ
Evy89EoAWGlj,3047,brasilia,DF
lAeTyMF4zJFf,32667,igaracu do tiete,SP
G3No7ZvcZZsI,65054,rio de janeiro,RJ
tjz10V2PeY7N,74660,rio de janeiro,RJ
EusXI4F2nSnX,2332,sao paulo,SP
RClqi7AA1mfH,62016,sao leopoldo,RS
fNqDLhbZ4jbc,16204,vila valerio,ES
WO2CxCopDrXt,88445,brasilia,DF
KSqSGhn62qqj,3579,goiania,GO
YEqYi1JvS8ND,4102,florianopolis,SC
nejk1iPZwFpe,88868,ilhabela,SP
tBFhnJ9NeWMF,86700,ituiutaba,MG
JQWw11xHIyej,89818,rio de janeiro,RJ
tUX7z1qzZj3l,17810,osasco,SP
YmHxYfhuacIP,59815,sao paulo,SP
uHD3e6KHt2YR,55016,caratinga,MG
tiSjhw89pXZL,58765,itatiba,SP
3NYgP0J8f0R1,26013,porto velho,RO
KZ0r7LwbKhRn,78240,tijucas,SC
lbvVlFYOg7Ez,35411,rio claro,SP
1LcGHs7rxTVi,89840,cacapava,SP
B37omRCvzgdh,3324,sao paulo,SP
yLCzyOSMaFJ6,79550,brasilia,DF
zgViYYAc0rG7,3131,sao paulo,SP
acf464HytzAl,26521,campinas,SP
lvKgFDVXDfHB,35986,palmeira dos indios,AL
xulFYp1Ad7Tk,36081,campinas,SP
8xm044bALGuy,2066,guarulhos,SP
acKdWru0ii1V,2066,guarulhos,SP
mUtn8FN1Nzhx,48370,rio de janeiro,RJ
