product_id,price,DeliveryDelay,DeliveryClusterID
0jPnmA4j0TIG,1298.6999999999998,-7.0,2
0jbgLMSu5l3J,2130.0,-6.0,2
0jdB4dDqxqeb,2899.0,0.0,2
0jr5y0y6Z7us,807.8,-21.0,0
0lGw6wcb0jSi,477.28,-5.0,2
0lSGfBVY7Qja,21.73,-10.0,0
0lW6slsFW67H,85.78,-10.0,0
0lhDTfSyCAsO,550.81,-8.5,2
0lrKijbDOuaY,1600.0,-16.0,0
0lwzFZM9Ai12,385.61,-7.0,2
0mLWaGiIY0n5,102.28,0.0,2
0mpnDNo1AVv9,300.0,0.0,2
0mxEAYvdQgL2,1601.55,-16.5,0
0n7A8UOekj94,305.28,1.0,2
0nbs9PFACxrf,346.99,-5.0,2
0nne4O7JhzF9,2.2,-3.0,2
0oCdsoDZlswI,1011.14,-11.714285714285714,0
0p38Gg78bMCg,310.12,-12.0,0
0pHzn4PxhXAj,42.89,0.0,2
0pSAiEDA4PYq,2396.47,-21.0,0
0pW0IKLw9f9p,13802.08,-15.595238095238095,1
0prXp5iEUVmX,128.99,0.0,2
0qUN73M4AnRV,87.9,0.0,2
0rQUCfr1ml8P,146.97,-16.0,0
0roaOLxxF60J,44.32,0.0,2
0rtwMJbo1rgB,66.74,-7.0,2
0s6OGs3vcL8A,389.89,0.0,2
0sDCHhtmcJl4,181.56,-27.0,0
0sNFCw8hBayk,1459.43,-10.0,0
0sWK3kiqEK5H,487.0,-15.0,0
0tkIjarQMLtK,499.99,0.0,2
0u2tRriDOMFQ,271.0,-7.0,2
0u38oFMGwwFa,20.7,-15.0,0
0ueDz5MtrRTl,1101.0,1.0,2
0uguHIcMhCVK,1277.5,-11.0,0
0v2zJp8ispk6,1946.6599999999999,1.0,2
0vE3nKsIZPOS,153.99,-21.0,0
0vEYkK2hArHf,107.63,-15.0,0
0vW9MazdKXFy,42.89,0.0,2
0vsFmhj6Q0Xj,90.1,-16.0,0
0vzekbXz4kaX,509.99,0.0,2
0wdu7HjwHeTU,404.88,0.0,2
0x3dX19sHg7Q,265.35,-23.0,0
0x4ni1JSpYau,2563.57,-12.428571428571429,0
0xDe9tkadV5K,1310.22,-16.333333333333332,0
0xVPSl3DXVSv,222.54,-16.5,0
0xigChLj75Tp,692.0,0.0,2
0y4JMDanRg3U,129.6,0.0,2
0yMJQ6aL8kSk,2075.12,-14.428571428571429,0
0zTDSlwQ9rSB,6536.5,-12.9375,0
0zTcYrRkpXNR,181.41,-20.666666666666668,0
0zx7dionN3yN,1061.3899999999999,-16.5,0
10TMjCr2GM5y,59.21,0.0,2
10XGgZPcN7zf,496.26,-17.0,0
11JhI755vEsT,36.2,-4.0,2
11U6yVxHpnBf,1996.0,-13.0,0
11fqbI9foE9R,1005.55,-20.0,0
11iLB6Y8kiVM,4416.95,-4.333333333333333,2
11q41Wd0TOom,42.89,-18.0,0
12FRTjpA94LZ,431.14,-10.5,0
12iD7S0pbbnq,579.6,-12.333333333333334,0
131dz99wT5Vx,224.66,0.0,2
13Cnsb8C7SPG,68.1,22.0,2
13H9NTB4GXeM,2810.95,-7.2,2
13O39DE4qCqc,17.5,-6.75,2
13UJP3BYHcpq,159.6,-7.0,2
13XaoqkykM4U,179.74,-7.0,2
13qeeaK15x19,374.58,0.0,2
14bCWbSW31d8,75.25,-5.0,2
168ohCOO2sow,2914.78,-12.0,0
16r0yqQXSco5,161.25,0.0,2
17HkjWa7h777,793.9399999999999,-18.0,0
17i81fGT1pa0,100.8,-21.0,0
17rcLQ1AqqqU,682.4399999999999,-14.5,0
188kAWfwGlbL,139.72,-16.0,0
18CUj7xQqGxx,902.2,-17.5,0
18N5qeylJto1,28.82,-9.0,2
18OtGomoOTRC,109.82,0.0,2
19xqHfHzWuou,215.26,-14.5,0
1APK0K8QBtzK,2392.73,-14.4,0
1ARsFiN6fYg3,85.78,-18.0,0
1B364mCybXMy,200.0,-13.0,0
1B6U0WC09arW,649.75,6.0,2
1B6mYjwIQEio,2130.0,0.0,2
1CR0rAijvm8g,1059.55,-17.333333333333332,0
1CbWA75WnGzY,56.89,0.0,2
1ClQ9yHzzDit,850.13,-9.0,2
1DUYn3KqqqMP,130.0,0.0,2
1DhSG9wG2YpV,563.52,-7.0,2
1DhjD25bu1Ki,26.77,4.0,2
1DkBQbSjtagI,475.0,-1.0,2
1Dvc71ecN4wq,44427.18,-12.214285714285714,1
1EAo4ZyDG0KT,1186.8000000000002,-22.333333333333332,0
1ENf4f6eX02F,53.99,-12.0,0
1EvUQsZNKzP8,127.77,0.0,2
1FSJm2fuk6R7,819.74,-9.5,0
1G4Huh4n4Qju,89.57,-17.0,0
1GM5efI12Dgw,2076.0,-12.5,0
1GU86TzpzH5w,453.7,0.0,2
1GoiTSNcxeZj,515.7,-27.5,0
1GzJUJO7mVfR,403.9,0.0,2
1HPHrSKxxeUN,294.99,-7.0,2
1HbA5vB8vmUY,1549.17,-15.0,0
1HjddrbdJYuq,338.9,-16.0,0
1HtMtKp1wwjD,1895.75,-10.0,0
1ITW1UtLRSmo,198.5,0.0,2
1Ib53EOJtCYK,128.99,0.0,2
1IzxM0vcp1DD,719.0,0.0,2
1JG1XEfMnRPG,257.6,-6.0,2
1JfmLcwawGAe,100.71000000000001,0.0,2
1JgqZUMnHeh7,2486.1400000000003,-19.8,0
1KFat1C3QAqr,75.25,0.0,2
1LC8epYPZ7BV,4443.39,-17.0,0
1LCagZGLMhcc,107.9,-11.0,0
1LKgPzVWBzXs,3635.1,-10.666666666666666,0
1LN1A6my8srH,257.98,-7.0,2
1LQsIFRq3ckd,403.9,-20.0,0
1LSNIt7xz9TI,2358.96,-14.0,0
1LSQ066jWUNB,984.08,-5.0,2
1LdbsSLO4hV6,849.5,0.0,2
1LlAoE7WwDpb,207.60000000000002,0.0,2
1LqpeLhu0ICw,1344.5,-22.0,0
1M9Vz2IKdckB,2130.0,-8.0,2
1MAKkRLc16A5,5462.2,-16.333333333333332,0
1NExVtUt4KuG,392.55,-14.0,0
1NPpfRuxHxBw,5717.36,-15.533333333333333,0
1NYZcmVRoVB3,361.42,-16.25,0
1OjSp57HfbmB,531.8,-11.5,0
1PAGqGgzidik,60.09,-19.0,0
1POOtMqhZPxO,325.0,0.0,2
1QSnh7d6OSZl,839.8,-16.0,0
1R4D04vT6u7i,53.99,-26.0,0
1R4mI0kEHYl8,380.12,-19.5,0
1RTsrTVgkGhV,68.0,-1.0,2
1RtaSBhAwUNw,100.0,-18.0,0
1RwIBW8bHv9W,1389.99,-7.0,2
1SMxO9rVH4N6,3314.4,-9.5,0
1ScF3QCY09v6,83.8,0.0,2
1Shu25hw8jmU,30633.19,-8.444444444444445,1
1SttmZ3njxhU,188.8,-15.0,0
1T1VyONX2OmZ,222.98,0.0,2
1T7xSqhN7t3z,2002.0,0.0,2
1TBO5RRTJ2mB,1287.56,-13.25,0
1TcSUf8vTqdk,849.5,-16.0,0
1ToC4mNJnyfF,125.46,-21.0,0
1UJ180oWp8fE,1363.91,-8.3,2
1UmyMWtVthg9,42.79,0.0,2
1VIOQJozPlPy,1353.94,-17.0,0
1VSNKpJBi2wA,6258.0,-14.0,0
1Va9pAYOFC9F,932.01,-22.5,0
1VdMlVSjvQeI,411.0,-4.0,2
1VmwdJxzaGWr,111.27,-13.0,0
1Vo1ipsXIA6Y,966.9,-20.0,0
1VpevHwQ83UO,70.23,-15.0,0
1VxeR25Kl2ju,26.14,0.0,2
1W13gD8fsFg2,426.41999999999996,-14.0,0
1W79tRGKtEWl,2722.2,-8.0,2
1WiCN09ept6U,74.78,12.0,2
1WpAJOFFhR8N,10199.8,-14.352941176470589,0
1XMhtQEsvdQi,241.1,-12.0,0
1XNXtbeQdtx9,692.0,0.0,2
1XhDoYZIKTXp,199.89,0.0,2
1XmJ5ui1XOA4,84.55,-16.0,0
1XqWM9Y9J0uF,194.1,-27.0,0
1YLzzya8YhBQ,515.2,-14.0,0
1YgtXJiEPbOO,1416.0,-7.8,2
1ZBHDvlyL6yQ,1082.69,-13.666666666666666,0
1ZN8YfXYceKE,545.89,-14.6,0
1ZOZo19DnTBq,142.99,-20.0,0
1ZTNx6dgnAcM,36.89,-13.0,0
1ZffGcfdCkGP,128.99,13.0,2
1ZqowLTpp6s0,108.9,-4.0,2
1ZszO9iJBudl,692.0,-10.0,0
1ZxmAul0HMDr,136.60000000000002,-19.0,0
1a35gK2Z8EVw,93.24,-10.0,0
1a4fD47uWFHu,729.99,-7.0,2
1aAsIThOlnrt,62.0,-14.0,0
1aEs29epaQVc,459.0,-10.0,0
1aTtM1RdTmmQ,317.58000000000004,-5.0,2
1abScXy3BTJp,56.89,0.0,2
1ae8S4j1EOmm,1933.8,-4.0,2
1ahO56JCSMBB,1086.15,-29.0,0
1bydLkiYzk76,403.54,-10.5,0
1cKNEOfy8twx,1019.98,-16.0,0
1cPn3wB8ok31,399.24,-16.5,0
1cj7lTKBoLPG,17849.82,-15.571428571428571,1
1dAcuImU9gjQ,588.5,0.0,2
1dMFB2BgQwgb,305.44,0.0,2
1dhi4AWyaR4M,274.95,6.0,2
1e283C7y2akn,150.5,0.0,2
1eQ7iAj88PKx,486.0,-4.0,2
1edaUIVffPFF,479.70000000000005,-12.0,0
1eo3EPVIhJgW,260.82,-3.0,2
1fYhNqhNEoln,88.19999999999999,-1.5,2
1faZKYuOI6mp,46.75,0.0,2
1ffebT9EkzfW,380.07,-14.5,0
1fzmHnfrfBMO,522.0,-27.0,0
1g9qxm5IKmat,1456.52,-22.25,0
1gDTiwPc7JNk,128.99,0.0,2
1gi8qMFFJtiv,239.70000000000002,-15.5,0
1h5LvzRLO6Ft,1252.9499999999998,-6.5,2
1hCLUhPpGfxl,1536.27,-14.0,0
1hSE7V7ZRcmz,249.9,-19.0,0
1hZqhj4Bq4HL,251.92,-13.0,0
1hc2Si0X7qXG,781.5,-9.5,0
1hsXOUIy6SpL,2548.5,0.0,2
1iF0KTcJU4gK,6856.6,-20.0,0
1iLMUZGtehpn,1919.98,0.0,2
1jsYkla6k1dP,161.0,-10.0,0
1kDv0n3iyJCt,638.58,-10.0,0
1keh1UcPyZaE,399.2,1.0,2
1lGxeFOwsmvu,249.85,-5.5,2
1lWjTiLpL5sL,673.98,-21.0,0
1mCCnFyArPTD,127.77,0.0,2
1mEvrVjHJRUF,167.0,-35.0,0
1mIyiErglljy,60.09,0.0,2
1mUpNFUFexUJ,122.5,-12.0,0
1mXynoi9v5FU,95.03,-14.0,0
1mrvt5mHwwYe,399.2,-22.0,0
1n443xMYDss3,399.2,-20.0,0
1n9M7AadP0Rh,194.0,-7.0,2
1njZn6FptVM9,3313.2,-18.0,0
1nxD2QhmiFVr,700.6,-14.6,0
1ooXiSaLaT9C,337.40000000000003,-11.75,0
1ovXmkgFWWYQ,1880.0,-19.5,0
1ox0WCX3c7AD,26.2,-14.0,0
1oyNKYVDn7Uo,779.9,0.0,2
1pLnNCVlP4nz,204.56,-8.0,2
1qGWtPzbpuYz,869.97,-7.0,2
1qaf2cUzY2Zl,1988.0,0.0,2
1rDmqbWobrIe,374.88,-18.5,0
1rVYXKjne6Lg,20.85,0.0,2
1rcZE9QZGhAQ,634.4,-10.0,0
1riZ4GYs6vhr,4376.16,-6.0,2
1sCC6UfrFHjB,136.4,0.0,2
1sUbdKwcXJPE,365.8,0.0,2
1sgcE9rSSJIn,156.20000000000002,-15.0,0
1slxdgbgWFax,596.7,-9.818181818181818,0
1t1gsxrCrvpx,33.78,35.0,2
1tECkCeEXffL,899.5,-8.0,2
1tNOjQwDJipm,109.82,12.0,2
1tVIIpbywvWv,188.8,-17.0,0
1uSpRaSOauGa,99.96,-21.0,0
1utyaQDyP0wJ,319.29,-15.0,0
1uux8qNTHbEp,2378.27,-13.9,0
1vAR1eukiAX5,56.89,-7.0,2
1vGy3xEBuyDE,188.8,0.0,2
1wM7xlARRHfq,62.0,-15.5,0
1wfWPeSyRT0M,655.0,0.0,2
1wuAqgxWh8jW,1365.6,-19.142857142857142,0
1xJAx3KtcTzF,6244.0,-56.0,0
1xm6puQhNTUs,142.5,-8.5,2
1xwFS9g14JPu,36.08,-1.0,2
1yHbo95bSzlX,395.4,-12.0,0
1yN2UyKPGhyD,469.92,-9.5,0
1yXzwXD2uF9L,904.92,-4.166666666666667,2
1yiAuadrq9YY,519.99,-17.0,0
1zEYw91AmVKT,2164.0,0.0,2
1zbuwfKRIoew,136.97,-20.0,0
1zw98DOvFUIO,107.63,1.0,2
1zxDPKWEPvHM,669.9,-31.0,0
202tnP7Gp77m,408.58000000000004,-15.333333333333334,0
203sCfHE1Q3Q,840.14,-10.5,0
207qprrcTsLo,2796.41,-15.375,0
20fCgkeqpg9V,1964.0,-13.0,0
20teh5zvczLA,95.03,2.0,2
21HsrrsRHA2k,1242.52,-9.0,2
21XSKE7erVls,32.28,0.0,2
21iFCq8lDTjs,190.06,-17.0,0
21mDtUST4dWx,3100.6899999999996,-6.0,2
21zgjipV5oqK,68.99,0.0,2
23A7htX4Zj8y,2398.9500000000003,-23.125,0
23H0jEkhQHym,102.74,-26.0,0
23WBm8vvoQJc,174.0,0.0,2
23bVrzEqiCX0,182.9,-24.0,0
241WDgu3wNhD,881.32,-8.666666666666666,2
244LImxw0sBO,783.4699999999999,-46.333333333333336,0
24AgwBMFEDBG,1404.26,-12.11111111111111,0
24CCyfxQA7J9,319.55,-16.6,0
24MVkbkTDAgG,257.6,-22.0,0
24YaQYYrjhle,102.28,0.0,2
24tkf5gBCfko,53.54,-24.0,0
24vow0UuqYIa,28.79,0.0,2
267zRm0Rn4tp,291.0,-15.0,0
26BsYJBh1EbU,55.55,-7.0,2
26TCLiuQ4VRT,12718.56,-11.897435897435898,0
26mHjErt32yS,317.14,0.0,2
279KdDgJYL8j,4153.77,-19.818181818181817,0
28BYc32Ibvsc,167.76,-16.5,0
28WHqOjzDiS3,56.89,-18.0,0
29FDw0sEJjzn,798.4,-17.0,0
29g0HtgmzEG1,449.8,-12.0,0
2A1qc7dLMzUk,127.77,-8.0,2
2AWmjCrpGN0Y,195.9,0.0,2
2AXd2oKtgn6S,319.29,0.0,2
2C6eTMf8VTu1,233.06,-11.0,0
2CCYYdUAvvAq,12453.04,-11.484848484848484,0
2CFjw60T6Gwd,28.7,0.0,2
2CcG4SFoB6sv,849.5,0.0,2
2ChyLq09YEmq,373.0,-5.0,2
2DcOBgMu8bGN,399.2,-10.0,0
2DiAEx5R6aNL,151.2,-1.6666666666666667,2
2Duf44N4xN4D,16.2,0.0,2
2EBfjlnKMBXF,453.7,-7.0,2
2EH5B2cqvbjL,1361.1,-14.5,0
2EL6mrq7Zwz7,699.6,-26.0,0
2ESyxmIzFfEv,2590.8999999999996,-13.0,0
2F03cbe05LrY,3280.2,-14.0,0
2F2L19u9MeDb,53.54,-23.0,0
2F4DItn4SPuE,180.04,12.0,2
2FgetfPkkQFV,389.89,0.0,2
2Fid35Ov4ygi,462.4,-8.0,2
2Fuk5V4g2lEV,138.9,-24.0,0
2GBumWtyD5rC,127.77,-25.0,0
2GK8M10W1aPJ,2974.49,-8.666666666666666,0
2GovS4w63i8Q,198.5,0.0,2
2H4WpZ0EIw4e,12759.83,-13.227272727272727,0
2HU82naZFy4p,136.97,-11.0,0
2IvgtTpforX8,36.33,-14.0,0
2Ix8wfF1fXie,222.98,0.0,2
2J6LiOzFeGII,383.16,-10.0,0
2J7TjO7Owzik,1384.0,-10.0,0
2K0bPo9wxuxZ,35.64,-5.0,2
2K8LZcJDO7yF,13.1,-14.0,0
2KLdCRC3moTd,407.06,-11.25,0
2KRCEWVAbqyo,211.26999999999998,-14.0,0
2KaR9Xrnfrfx,1048.0,9.0,2
2KgCiqfe7A7n,648.6700000000001,-12.0,0
2LASM6PevpgJ,676.97,0.0,2
2LwCylKD1Acc,2192.0,-15.75,0
2MBkt7FgqGlF,69.86,-20.0,0
2MlR6YYA2eKE,314.4,-19.666666666666668,0
2MxyuPCM0wZf,1565.99,-20.5,0
2NVSbtLDJnH6,403.9,-20.0,0
2OKgBLPTKW4M,16.200000000000003,-14.0,0
2OcNkGsaLvvq,113.49,-12.0,0
2PE3MwCEFDMn,174.97,1.0,2
2PE4tyMcXlVu,509.99,-20.0,0
2PZSI83twUgp,1857.9,-16.8,0
2PpFrfud5f05,12.0,0.0,2
2PzqMPcubg3T,49.31,-15.0,0
2QAIBEd76DDZ,1496.8000000000002,-18.0,0
2QSA9JxiiyBI,706.45,-14.0,0
2Qz8SADAPTdW,737.97,-8.0,2
2R5tLP5oESMi,2900.7,-23.0,0
2RHo2ONvcBFY,777.0,-10.0,0
2RKkFrtCgGGs,83.88,-19.0,0
2RxPIb6Sjlm1,891.92,-12.333333333333334,0
2S7RDGw6LnPH,691.96,-15.0,0
2TNU9HRztn0G,19.3,-4.0,2
2TPTs8cXonwp,579.75,-14.0,0
2TQvB20yyR45,100.0,-21.0,0
2TbnkkDrRnNm,28.28,0.0,2
2UFF9wuvRSbe,1079.2,-14.5,0
2UQiMA6m8vaP,490.9,-10.0,0
2VBrBaAvkDHd,16.0,0.0,2
2Vpm56i1ehPw,564.99,-12.0,0
2W2riQzt9Heq,99.8,0.0,2
2WNd1sVSsSXb,383.5,-16.0,0
2WNdFhgsfzuJ,592.0,0.0,2
2XEpa0GLUbsH,411.0,-28.0,0
2ZCvSvTQlHgT,349.65,-9.0,2
2ZQvFGimyy5D,1399.5,0.0,2
2ZXGyw5x2GRJ,314.91,-14.0,0
2ZnIUb9011mw,142.14,-8.0,2
2aVuiBenwHsk,820.05,-4.0,2
2ahYLmaXgHZQ,84.55,0.0,2
2arSMIvzvNZV,143.6,-7.0,2
2be5b9MESA4H,2120.39,-5.0,2
2bjL4FRA8gPb,43.21,-16.0,0
2bnCaQcuK03o,354.4,-8.5,2
2c7XhS6eroLq,152.72,-25.0,0
2cC62JdNkDpQ,538.9,0.0,2
2cQj5xIPJ2yn,679.0,-8.0,2
2cnYh2ZVQOK2,94.99,-17.0,0
2ctsTd26h9QP,142.14,-26.0,0
2dAGTlCngT0K,26.77,0.0,2
2dFJ82dbAqfr,2221.0,-4.0,2
2dkw5kevLuTn,545.83,-16.666666666666668,0
2dzIz7Mg4qBh,148.5,0.0,2
2eWThwtm3MT4,70.23,-15.0,0
2fEaWycZexjR,164.98,0.0,2
2fM4gkbZvzNM,1700.0,0.0,2
2fU9tOpIRxTW,4260.0,-9.5,0
2giFxYVDGz3D,23.95,0.0,2
2h47OZGGX0lD,2188.08,0.0,2
2hCr8hsZZXc7,399.76,-6.714285714285714,2
2hlIAkJFXwWa,69.86,-7.0,2
2hw7QIraCC7R,2094.0,-7.0,2
2hzyOvAxM0aI,962.1299999999999,-15.2,0
2iqoKW0ppcIv,1620.0,-2.0,2
2ivEYJIyewvZ,9883.699999999999,-17.636363636363637,0
2iycTd7NuJjj,1978.0,-13.8,0
2jVCxbRYCPu2,314.8,-20.0,0
2kLibwqPVRvw,356.0,-8.0,2
2kU8XLmNX7GS,24.0,-4.0,2
2kgUaT5Dwt7H,119.76,0.0,2
2khdBn5c5SSe,717.98,-11.5,0
2kwC7nBYwqDA,1814.1799999999998,-14.5,0
2lCNxj0BG9K0,100.0,17.0,2
2lJN29bNCYDP,19.2,-13.0,0
2m11ErOLtM9Z,4326.36,-15.11111111111111,0
2mhzjP2ww0ge,41.98,18.0,2
2n9rhoo65GlA,142.2,-13.0,0
2nD9gANsrIOe,43.21,-7.0,2
2ndRM26HwK3H,597.0,0.0,2
2oRZ0O0Cvxg1,1284.76,-11.857142857142858,0
2oSILAcTqBDQ,128.99,-3.0,2
2oxIz2An8JmN,452.46,-15.0,0
2pUsABZfDgE6,223.87,-7.0,2
2paV3lZEUZ7b,281.90999999999997,-10.333333333333334,0
2ptD26XGV84t,1186.0,-14.0,0
2qDJSeps19Mb,113.78,-14.0,0
2qGuTw384dR7,496.57,0.0,2
2qJliWqyNtkh,1437.0,-24.0,0
2qrQ4G0Qgfhg,14.22,-18.0,0
2rGtj44HLvdI,517.65,-25.0,0
2s1bDMw0dfbY,560.0,-21.0,0
2s70jAfz1FKx,626.8499999999999,-5.5,2
2sW2dgtv682Y,271.0,-10.0,0
2sZ6jdv3IudW,124.89,-6.0,2
2sebFPhy1cyC,13.61,0.0,2
2tIbTeVbkNrn,325.31000000000006,-2.5,2
2uC3I1s0yxIq,518.18,0.0,2
2uT99qodQASg,94.74,-17.0,0
2uela1gZHPv4,113.78,-12.0,0
2uj0qYOmwfnR,69.7,-7.0,2
2uprVnp0Ol9B,856.9,-15.0,0
2vFEY0c4ZIPU,773.3000000000001,-11.666666666666666,0
2vNdEKfWhVUk,55.55,-6.0,2
2wExHYfqq7wm,594.0,-3.0,2
2wNM6LjGqr8u,1204.9099999999999,-32.5,0
2wdyPynhsKej,1731.98,-12.0,0
2weQg9zGwpjX,594.0,-19.0,0
2x0oNtunElCM,37.84,3.0,2
2xSuTILP3YTm,23.1,-19.0,0
2xVHs4mPFqpC,307.96,-26.0,0
2xWTewmpcfVp,24.6,0.0,2
2xysUDIt5OgI,395.6,-17.0,0
2yAp5FAXHpyN,125.4,-15.0,0
2yEmydFS9LSk,1640.1,-8.0,2
2ysfml6ofoYm,53.99,0.0,2
2zFh2O2uguao,56.89,-10.0,0
2zO3dG94nGiX,612.8,-12.5,0
