customer_id,Recency,Monetary,CustomerClusterID
0kEISUpXKaaO,2387,59.26,1
0kJKWGRf1Ntb,2461,306.1,3
0kKG8x1VxZMa,2306,146.15,1
0kgESsBx92Yv,2612,37.39,3
0klcQGyLC7cX,2476,297.49,3
0l5GW20HvCM5,2302,662.85,1
0lGZxe3mYqui,2595,252.27,3
0lQ0KX5H4HLw,2363,40.06,1
0lZtgu1OJFoV,2658,822.04,0
0lbntKvfGP2S,2464,551.25,3
0linnAzQAvYV,2682,52.26,0
0liz4EqWzRXC,2296,1299.28,2
0lkgEhoJGpNe,2443,178.22,3
0ltGKd3ilXf7,2718,209.28,0
0luDmnBecfoW,2351,124.92,1
0lx0iHRXS4Ws,2380,245.1,1
0lxjtKi39idV,2499,282.98,3
0mOG3qo4p2Eg,2645,168.2,0
0mPCAQTaowg9,2654,5.78,0
0mimWpXJzb5X,2502,24.47,3
0mrN1OPxtXKg,2642,74.29,0
0n241vxUTHBS,2404,119.69,1
0n8wMbq4XFWz,2503,203.57,3
0nCeYPVp30HX,2291,592.09,1
0nD975snZjrl,2371,36.67,1
0nEyawHJxJ1e,2610,281.87,3
0nSfz0irKkqs,2738,1.53,0
0nTZ6qCbrGfC,2465,1221.39,2
0nXg3mh1CWEt,2626,185.8,0
0nuXM98HNsnm,2854,46.63,0
0nv12XBKAUAX,2506,112.94,3
0oFadZBgECxv,2698,356.1,0
0oKlHwKMHvTM,2589,100.15,3
0oTFJOUqeizg,2363,165.91,1
0oZTaitP1Lzk,2744,112.04,0
0oh7Wj3IRb9E,2545,362.56,3
0oiAeDA5felp,2616,190.25,3
0oyFOOfNuBAu,2729,380.74,0
0oyPOnjybh5H,2491,61.57,3
0ozwvmBCcaZl,2349,65.44,1
0p1t5P5Sac5A,2490,258.52,3
0p4MZRyRZzhw,2548,111.66,3
0p8rQAypnjtS,2541,15.71,3
0p9S0H19cTmg,2371,249.56,1
0pGwCu8VtGa5,2574,74.29,3
0pPgpkVRRSRk,2544,252.34,3
0pnpE14tmcV5,2337,181.07,1
0psEmRMf5wxa,2365,137.6,1
0pthM44Gk9Sd,2276,89.89,1
0q2Riuhav9it,2746,359.54,0
0qGBgWwzeDEZ,2410,166.21,1
0qGzvdlvkzbt,2642,313.99,0
0qHR35g8RcXI,2745,480.4,0
0qLg4SM5mrUE,2276,119.77,1
0qQVpz5mhmk6,2389,59.61,1
0qTSJE5mugHr,2655,316.09,0
0qb0W8xtgza7,2402,127.4,1
0qbZbYhaSWnM,2479,248.94,3
0qbopPSJ12W8,2398,71.58,1
0qiFQEjKNT3v,2420,112.93,1
0qjpCJKSfcgp,2715,839.77,0
0qkrgq90b5s1,2578,665.87,3
0qlUBFXrsMAw,2654,317.97,0
0qogT0HG6ClV,2296,151.09,1
0quGuL3ofKDy,2671,665.87,0
0qvuZzFqZGKj,2700,50.39,0
0qwfMzTgZner,2420,107.59,1
0r1zyQtBFvtx,2649,102.33,0
0r3RWiwNrfrE,2608,326.54,3
0r3S50TinWh4,2812,1843.85,2
0rELP0burwOb,2384,294.31,1
0rOJrFRkVXcT,2563,211.44,3
0reTmaRovp7X,2355,1570.79,2
0riKmP2cQQVT,2616,106.18,3
0rj7viWKsCUH,2799,322.2,0
0rjIEFKEKCYk,2609,188.79,3
0rvEsUourO8T,2300,171.82,1
0sFkP44iZs0t,2393,63.09,1
0sHBsYNfsdOn,2393,315.68,1
0sHTrGCk4yg2,2743,53.78,0
0sXnlYkjSRYJ,2336,204.97,1
0sydfqlSxXCU,2710,313.93,0
0t4WTh0UtwQV,2446,4.18,3
0tQH9BrgQwrc,2700,164.07,0
0tf1yhmiqOCa,2393,659.41,1
0u1HNjz6Q05S,2761,415.76,0
0u242UIZEbhJ,2531,347.24,3
0u3Cwkn1cuCL,2489,251.94,3
0uN0lj0KzpaD,2286,150.26,1
0uTaPYfHRgKd,2469,223.93,3
0umHcduJWwGe,2522,461.51,3
0umvj14prcyi,2665,686.02,0
0umx5iR5HnHv,2728,1.53,0
0uneEemnYj33,2460,467.24,3
0utR52Jt1mab,2525,39.56,3
0uwVtCOUslxH,2823,85.33,0
0vCDViW5EynS,2473,93.51,3
0vT0CKnTQLU1,2326,524.24,1
0vUNrICrX6KR,2381,483.43,1
0vUs4fZMkyOk,2811,323.83,0
0vZ2p56HDu5p,2541,63.38,3
0vgCHs5ch1fH,2665,137.67,0
0vxio40BIHxi,2750,221.47,0
0wTrBEG91mLO,2680,1.53,0
0wUu8ALtryTI,2417,392.02,1
0wUzdeG8MBpB,2609,6.71,3
0weGT8A59gAY,2292,241.71,1
0wmVOdFSE1p2,2357,52.75,1
0wo1xK295Hxt,2428,60.66,1
0x0cWyYXItrZ,2365,116.16,1
0xK3FEebNWvV,2713,64.68,0
0xKcPh6lZ9rv,2814,81.96,0
0xWXqhJDadhb,2497,1221.39,2
0xeg1QbYsJQF,2390,154.52,1
0xgPtIC0TT6R,2393,108.85,1
0xhYAG7epw8v,2579,665.87,3
0xk8Odh1whoJ,2279,99.96,1
0xmZWub1HylX,2450,837.31,3
0xvlXdhtgHMG,2670,2045.47,2
0y2piBTZT1Xy,2305,38.49,1
0y3LMYnFs0Tu,2452,72.65,3
0y9UpQWrPTyD,2643,357.16,0
0yGRlmEhjhJq,2575,506.98,3
0yPZqEwkisYr,2360,95.2,1
0yWfMpEP7NU6,2382,59.88,1
0ycgP8WEeUFl,2301,828.08,1
0ylqOqSqtrq4,2648,132.1,0
0ynfiSlORiJ2,2591,112.82,3
0zQrZC97c0cI,2800,248.94,0
0zYyyXmNuTWU,2575,320.07,3
0zb8e5vpz2b3,2359,97.31,1
0zfssqDx1JgT,2299,176.81,1
0zgtzQQj5vJw,2285,202.38,1
0zldqJsC9B1D,2828,124.22,0
0znssbSJsPvH,2679,149.29,0
0zuDk9CVDMhh,2397,35.37,1
0zuYZQJC10V9,2273,38.8,1
0zxBrkADeHAE,2650,84.17,0
10OgSpHjg2F0,2801,408.76,0
10oDdQjzXhL7,2274,337.62,1
10wk5s7tgS6I,2570,466.9,3
11A6R59hO5HF,2587,190.04,3
11NiN7TkAvYY,2809,100.7,0
11ZmBtui5Dnp,2648,38.51,0
11hPkM9a4W3c,2473,1172.45,2
11kyeTtoXuAy,2475,78.15,3
11sqEgRquYOg,2382,236.46,1
11voPvHLdz30,2748,913.63,0
120im6oZCbe5,2700,181.19,0
12EkUTW8Mvsw,2670,87.96,0
12GKD06PWmHj,2607,539.88,3
12HLKetfoKNS,2724,88.1,0
12hP07ZiZzSh,2643,196.49,0
12iLp2wIbAZc,2353,158.91,1
12oNQOYAJJuH,2413,109.83,1
12vCldvTlPbC,2652,273.55,0
13161YuaEsTm,2814,219.23,0
132k1bbZXgdR,2427,46.52,1
13I84wycLvV1,2673,215.48,0
13QC1AOX58yu,2309,365.74,1
13eIlxcCB1LG,2492,74.29,3
13jlOtnQgmTZ,2459,161.95,3
13kF5c6YbX2w,2552,52.89,3
13mUuq42vAFw,2343,50.42,1
14EmuL5pdfn9,2767,118.24,0
14HByNdTuhhq,2501,475.82,3
14OiXwV0E7Ia,2370,83.04,1
14ZHUpeDA5UL,2364,100.77,1
14hh14txxC9f,2672,86.46,0
14xWgS6P6DOd,2507,145.46,3
14z6G4aFARJG,2375,6.48,1
152FoLFxHVDb,2279,238.69,1
15AwrxBVadSX,2324,39.6,1
15CyqAXBLjhD,2618,152.71,3
15DevXZF1eH5,2295,61.14,1
15Fp9BJdkCY4,2343,115.87,1
15IAnXHbXKLb,2477,92.69,3
15d2sgvk3mod,2687,144.9,0
15jPdb6YaY5K,2343,12.97,1
15nO1u8nCi1K,2277,32.89,1
15tPgX6AC4oT,2336,152.11,1
15tkJgTuu0Am,2522,629.84,3
15wp6AJo0Noj,2539,50.08,3
15wuy3nAetWv,2815,49.29,0
165SwF6K3vFK,2348,198.08,1
16AAXEoY4jWs,2277,49.44,1
16EbOL56N6B8,2839,78.93,0
16KZiaJfTcoE,2441,84.82,1
16OQhoh4jWV3,2343,108.7,1
16U9STQq9rFA,2823,64.8,0
16X6g09P8TL4,2434,416.48,1
1703IqpJFY6W,2463,277.25,3
17CrsotmSnaa,2461,270.75,3
17O7QJadHobB,2957,921.54,0
17VIDFr9bIR0,2535,251.71,3
17ZRyWahhStQ,2576,214.52,3
17m6T1wQ3X2K,2472,185.64,3
17rDOiOWh1MQ,2578,270.75,3
17x1zab921jD,2683,197.84,0
17ybPrcQ1WwR,2448,40.72,3
17zdP7QnWwbK,2299,295.7,1
183kzhWWRCwJ,2425,131.43,1
185kU2QsiCAV,2411,137.25,1
18AoPZgJeJV8,2680,259.59,0
18EzsyW4OzlY,2546,365.98,3
18MSsIuvFgZU,2479,328.63,3
18MYSXklBt1B,2540,2.62,3
18VfVjDGHY0z,2294,273.22,1
18h9koKBf9y9,2340,24.7,1
18u8qJ3UaUtG,2320,125.36,1
18x1NGLsVdFX,2749,329.83,0
19Bl6qW4yDbo,2335,38.49,1
19HJI8X8jkwy,2417,128.14,1
19K0pV13yZiz,2534,154.45,3
19KuT2l0eHnR,2543,221.71,3
19UQ0vjtj2Mf,2566,78.56,3
19vjHiGJ0Qgj,2414,96.77,1
19w5tzWuNG7l,2534,619.34,3
1A0SWwoZmQaB,2806,196.16,0
1A1PKxQBnObi,2334,230.48,1
1A6fbPYYHeI2,2482,82.45,3
1AKR9TuziuqE,2431,511.43,1
1ALgKN3kun1D,2421,670.77,1
1AMEvXkrDVct,2389,59.61,1
1AWsrYU2c7Tx,2470,1843.85,2
1AX17GdVWDqP,2580,158.82,3
1AY9RhP2xRkA,2739,344.96,0
1Ajk5njcYJSh,2700,270.75,0
1AmXEfjZF1DF,2739,75.12,0
1Ar86DVqD5sD,2576,110.48,3
1B2d5GTkeSnR,2348,839.61,1
1BO9ArVEExAz,2527,135.05,3
1BWjuc2dIsFb,2625,25.6,3
1BxLJIG3dqbm,2642,177.8,0
1C4cKYQuajwr,2516,1221.39,2
1CDEWByr7FYT,2543,50.08,3
1CJv01aGQwtf,2293,19.51,1
1CPg6wqbfmB6,2524,239.16,3
1CTHWhRh08q8,2721,63.6,0
1CdzShxtVU44,2445,365.71,3
1CjVOhDsMX5G,2668,126.48,0
1Cr4BVLIMe8o,2637,406.58,0
1CudNfZvhLsI,2270,2027.26,2
1CxEV2mSYSad,2532,277.99,3
1DFT6ArrQZJp,2650,89.27,0
1DIWM0t7q6xL,2340,484.25,1
1DJVVVMZ0zfG,2354,1015.8,2
1DKJ6Z0inCSH,2643,393.84,0
1DObVOGfQUFE,2571,54.68,3
1DeO3IJ4aRb0,2470,108.6,3
1DjyIhiq0Lf5,2289,126.88,1
1DnVXKTekahU,2431,193.53,1
1ECcrL1wu5pn,2456,345.53,3
1EDrXVV6yJlc,2370,137.51,1
1EF2vpWVoQOf,2707,301.66,0
1EKMopwYvz5n,2468,216.02,3
1EMuxdxtdWyo,2604,75.54,3
1EPeTruI1qtE,2300,63.01,1
1ERV8cgxG5t5,2767,43.3,0
1EVRMSx0e0TQ,2335,193.29,1
1EVTu4B01uMP,2797,389.45,0
1EWobxuQJiI8,2425,108.28,1
