product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
KocIrz6J906g,toys,200.0,16.0,6.0,20.0
dtkkSAYxncfA,toys,150.0,20.0,10.0,20.0
WLCpnwy0jsjj,furniture_decor,1150.0,35.0,23.0,35.0
qjquOwfUstem,toys,200.0,16.0,2.0,11.0
Mb037GbMfoRI,toys,800.0,100.0,5.0,20.0
LP9yzvAzxDXy,toys,750.0,32.0,9.0,24.0
CdlzSJX6L7SM,toys,1050.0,100.0,5.0,11.0
M6dHMMDQkzl9,toys,7650.0,44.0,15.0,34.0
HsY2B64ToEjd,toys,50.0,16.0,16.0,12.0
Fn43rroPPaVv,housewares,9950.0,31.0,61.0,31.0
eJ0WKujR01gm,toys,950.0,105.0,10.0,11.0
k1G4RHt3R7Nk,toys,950.0,20.0,35.0,20.0
t3Yt7rB0Siv5,construction_tools_construction,450.0,16.0,10.0,11.0
6qDx55OCUjhU,toys,750.0,34.0,18.0,44.0
Y6z2ccr6ILTJ,toys,3300.0,60.0,18.0,50.0
0GII09WWgwUY,toys,200.0,51.0,15.0,15.0
UtRbLGZqWe6T,furniture_decor,11850.0,74.0,8.0,74.0
2m67LSn6k958,toys,250.0,40.0,4.0,30.0
6iped3gcNaVR,bed_bath_table,400.0,19.0,13.0,15.0
aj4kbcxNEnZj,toys,4000.0,30.0,35.0,30.0
yC8GTlBDlTbh,toys,550.0,40.0,7.0,50.0
PNlm9wyElFNa,toys,2150.0,45.0,15.0,35.0
T02sruZBYwTh,toys,250.0,40.0,4.0,30.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
tyfmRC7KLE75,toys,5650.0,40.0,20.0,40.0
frPceaQ1oVol,toys,100.0,80.0,10.0,60.0
SGzn0iArTwMr,garden_tools,9100.0,42.0,13.0,39.0
9Zkcb7CHJ7oF,toys,2800.0,50.0,10.0,40.0
Q4YJxJB0FmME,furniture_living_room,2700.0,47.0,6.0,47.0
ZahOFsDsu0qC,toys,2700.0,87.0,10.0,30.0
a4eRSJHIpAKf,toys,300.0,40.0,4.0,30.0
GntEBdL0e4AR,bed_bath_table,250.0,16.0,15.0,15.0
pG4lRZB6FT1o,housewares,2350.0,25.0,30.0,25.0
uXqtt8FPcOSE,auto,500.0,16.0,5.0,11.0
fXpxCuz3DlnE,toys,1350.0,30.0,5.0,20.0
VrCYTXjnNAL1,toys,1100.0,37.0,6.0,27.0
KOdBiBN6BdOW,toys,150.0,19.0,10.0,15.0
GKdOuHdQrcS9,kitchen_dining_laundry_garden_furniture,975.0,41.0,12.0,12.0
fF0aIgV1Szz2,toys,17400.0,63.0,58.0,26.0
MCpcB88Db8FO,toys,1500.0,45.0,15.0,35.0
hqX5zybakKuo,housewares,800.0,30.0,40.0,30.0
SGGufQjkuu50,furniture_decor,650.0,20.0,35.0,20.0
HClWJt2zIHqw,toys,4100.0,40.0,37.0,29.0
uhU6v99z0kXK,bed_bath_table,1400.0,40.0,10.0,30.0
hGtmCHbSVQ4G,furniture_decor,5700.0,40.0,30.0,40.0
CsjdvHqLmAxc,toys,950.0,16.0,30.0,27.0
mVm1INynZf3d,toys,350.0,16.0,25.0,11.0
CpeCg2UGCL6P,toys,250.0,40.0,4.0,30.0
H9bNMpRahUKq,toys,1850.0,16.0,10.0,16.0
GkKwbXbTsUcZ,toys,1400.0,43.0,5.0,30.0
y2j8hYmi4AVK,housewares,1800.0,30.0,30.0,30.0
n7Cpn4dSlDZn,toys,515.0,39.0,11.0,25.0
Rtm1uWckrdIP,toys,950.0,35.0,6.0,45.0
BFpdkwndpvo8,toys,2050.0,60.0,10.0,40.0
Rr4bjc79Exdc,toys,1575.0,26.0,21.0,23.0
ii8N1s7yzFym,toys,10250.0,35.0,50.0,35.0
p9owG1LeMQyo,toys,2100.0,30.0,24.0,25.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
9SSBohAQrOts,toys,700.0,60.0,7.0,11.0
h0c562VfTzH1,toys,1200.0,30.0,30.0,30.0
cyCC0fkLmcqw,toys,513.0,19.0,15.0,18.0
YNIpoyuyWPht,furniture_decor,7300.0,30.0,20.0,70.0
Al1GHLV4kkHl,toys,800.0,39.0,12.0,17.0
TAlgqaCYmIfH,home_construction,1050.0,16.0,20.0,16.0
kqxklO6gqERR,toys,14300.0,45.0,15.0,35.0
MUrEW9uOnc0R,toys,6900.0,74.0,13.0,52.0
cjZ4OtQAYbu8,toys,650.0,20.0,8.0,14.0
6zUARqcDy3iI,toys,11500.0,20.0,50.0,28.0
cajdwKq3aeGD,toys,1300.0,30.0,40.0,30.0
X9sl5gbsIDb6,toys,1825.0,53.0,10.0,40.0
8Jj1iuFC4uzV,toys,900.0,25.0,25.0,25.0
veULCrfJEcMn,toys,400.0,18.0,12.0,15.0
p4OJVkjqLIYy,toys,1000.0,20.0,12.0,21.0
YK9vqq5pdJfX,toys,4050.0,22.0,37.0,37.0
Gb2HIDesY0ab,toys,825.0,60.0,8.0,33.0
AbOCavZAHlDU,toys,1100.0,36.0,20.0,20.0
ipYJ5d8d5OHW,toys,300.0,16.0,10.0,16.0
sqPeHmTzzTXv,toys,600.0,30.0,12.0,12.0
GwAtwuLm3m5l,toys,450.0,40.0,4.0,30.0
71NSrL41eqam,toys,1350.0,45.0,10.0,55.0
UCaDMBHd1vuf,toys,2800.0,40.0,8.0,40.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
mUzVm5ukrxKM,auto,5950.0,65.0,11.0,65.0
1XrebgSC6x8K,toys,16750.0,63.0,58.0,26.0
p7NpuOoJ7D0U,furniture_decor,650.0,25.0,25.0,25.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
ad8n5dIJySPi,toys,650.0,16.0,10.0,16.0
DuOTQpA1e2b4,bed_bath_table,2250.0,42.0,16.0,36.0
gbZKFYX43Vp2,toys,2467.0,38.0,15.0,24.0
rSIbOvXw0Cpk,toys,5350.0,52.0,6.0,52.0
ilsWDSWmR8dX,bed_bath_table,1100.0,50.0,12.0,12.0
xl7fxh09W8xU,toys,4105.0,67.0,10.0,67.0
ZWc6ka4ieCQO,furniture_decor,500.0,68.0,8.0,13.0
RVYXL9B514r5,housewares,1050.0,30.0,30.0,30.0
hLYCVUs0gvdF,toys,900.0,33.0,9.0,38.0
TVqNHUbZ8q20,toys,1300.0,25.0,25.0,35.0
woP5cZBmcBcI,toys,9800.0,65.0,20.0,45.0
Tu1BFgu9GnLO,bed_bath_table,1500.0,40.0,15.0,32.0
WVIqmO1Zpio7,auto,16900.0,40.0,30.0,30.0
vZUdZ9QVR7iX,bed_bath_table,550.0,16.0,10.0,16.0
GA7VKY55Ve1s,toys,4850.0,30.0,30.0,20.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
IAwyJkryRk4R,toys,450.0,16.0,10.0,16.0
PkSSEEVEqflZ,toys,400.0,20.0,15.0,15.0
E2GmxGWbzEND,toys,900.0,25.0,9.0,23.0
cKboTGrWp54z,toys,2600.0,17.0,17.0,60.0
AzF5SLbUbKWt,toys,700.0,100.0,5.0,20.0
HVb0WK2Cg43g,toys,4450.0,16.0,29.0,23.0
66FfkbqT7EaT,toys,6400.0,30.0,30.0,30.0
nRCGSNEb4RUm,bed_bath_table,1100.0,50.0,12.0,12.0
o0wzlENKuuPY,toys,600.0,17.0,17.0,17.0
n0I7r2n61EVM,housewares,600.0,16.0,25.0,11.0
mUzVm5ukrxKM,auto,5950.0,65.0,11.0,65.0
9p1qIJDPo06E,bed_bath_table,400.0,26.0,18.0,23.0
X9sl5gbsIDb6,toys,1825.0,53.0,10.0,40.0
fcdGCqtOAdKv,housewares,727.0,21.0,19.0,22.0
6wkAkiVNcu3J,toys,2800.0,43.0,5.0,30.0
drQODUvqXLjk,toys,547.0,22.0,13.0,21.0
nly1WtjMl4ys,toys,2800.0,35.0,12.0,30.0
POPbNW5r1Jpy,toys,1093.0,20.0,14.0,18.0
AtmJCgT56oDj,toys,250.0,16.0,16.0,12.0
DoFhfOL2EWsA,baby,13700.0,55.0,30.0,55.0
uAoOMo22UMav,toys,300.0,16.0,5.0,11.0
Pb7eGiBIFKMI,toys,300.0,45.0,15.0,35.0
Rtm1uWckrdIP,toys,950.0,35.0,6.0,45.0
897kVCNGEJYm,toys,1300.0,29.0,8.0,34.0
anvtFHva439b,signaling_and_security,575.0,19.0,16.0,18.0
XC70BhUAAkLt,toys,5400.0,50.0,40.0,40.0
JbHjUrduq7BQ,toys,900.0,40.0,8.0,40.0
8Tlb7Xc9LP3L,bed_bath_table,1050.0,35.0,10.0,45.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0
MQ2y03vEkluo,bed_bath_table,250.0,16.0,22.0,11.0
lctzzYPrOOYX,toys,5417.0,47.0,44.0,44.0
gUsB6MIYvqzB,toys,213.0,14.0,9.0,13.0
m0Lw8m6joRAS,toys,350.0,40.0,4.0,30.0
Fbfxc3sxlDky,toys,1650.0,30.0,20.0,30.0
mqrnNPLgsDKO,toys,750.0,30.0,30.0,11.0
3DndxczZrPAj,toys,3900.0,53.0,13.0,53.0
rhyKJR9O3w6n,toys,650.0,25.0,25.0,25.0
7grztYpCkySJ,toys,850.0,20.0,25.0,20.0
sAZlZF7GJJdr,bed_bath_table,350.0,16.0,10.0,16.0
ZNl6BY792DHN,toys,2500.0,60.0,12.0,20.0
y94CJpPCKwhA,toys,500.0,30.0,42.0,20.0
63XTdPWHKZSw,toys,7900.0,25.0,60.0,25.0
rLkyneOy1Tq7,toys,1100.0,16.0,10.0,16.0
K21GjvOC8E0K,toys,800.0,16.0,20.0,28.0
VO111AOA1QIP,baby,550.0,50.0,10.0,50.0
OXan3Rsv1N9F,toys,9350.0,70.0,15.0,33.0
98SxWR4W5vhx,furniture_decor,650.0,68.0,8.0,13.0
7ZUitWOLtfMg,toys,650.0,30.0,35.0,30.0
mdZ6rnuU6CvV,furniture_decor,600.0,52.0,11.0,11.0
zzKpDIgxntcg,toys,6400.0,34.0,22.0,50.0
TaP4m47lzJC9,bed_bath_table,650.0,30.0,8.0,25.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
pB2qzEXgYNCU,housewares,400.0,20.0,30.0,16.0
baO5UlHQAGVC,toys,650.0,16.0,10.0,16.0
LP9yzvAzxDXy,toys,750.0,32.0,9.0,24.0
k1G4RHt3R7Nk,toys,950.0,20.0,35.0,20.0
0GII09WWgwUY,toys,200.0,51.0,15.0,15.0
koPVtkzV3WbC,toys,150.0,35.0,2.0,25.0
C8CAvt1H4uq0,toys,725.0,31.0,7.0,31.0
xl7fxh09W8xU,toys,4105.0,67.0,10.0,67.0
0UHKKyYmxWfq,toys,1200.0,30.0,23.0,30.0
T2xpbQd9IyDy,toys,2000.0,35.0,10.0,50.0
edvL52sahEJo,toys,4900.0,36.0,22.0,36.0
k1G4RHt3R7Nk,toys,950.0,20.0,35.0,20.0
fkOxcRqgS5y0,toys,10200.0,30.0,30.0,40.0
IyjLE3dlI1ce,toys,11200.0,93.0,2.0,98.0
yRAkBYToAWpL,bed_bath_table,500.0,16.0,10.0,16.0
gPcgQy5PcZcR,toys,1250.0,45.0,10.0,15.0
cANAJmznL9Lg,toys,6850.0,50.0,20.0,40.0
gmO9Lmc3rapV,toys,700.0,60.0,11.0,11.0
fwf07l1OVf2x,toys,1017.0,39.0,15.0,34.0
3LpxCHqsJe5S,auto,200.0,16.0,5.0,20.0
thVu8wtNKd5H,toys,2900.0,35.0,12.0,30.0
oN4U7mAXXYDg,construction_tools_construction,4050.0,19.0,19.0,19.0
bCk4GH4hlq3x,toys,3700.0,32.0,22.0,46.0
4iGV7YIuk45I,toys,6750.0,33.0,35.0,34.0
ztoAHjqCQTx3,toys,8000.0,52.0,18.0,33.0
M9Rq7Nx8etjk,toys,7000.0,26.0,47.0,27.0
VPeKM1EB7I8L,housewares,9650.0,62.0,35.0,37.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0
hfeqnTkgsdQt,toys,800.0,36.0,36.0,20.0
vh6qRnd3jAis,toys,1200.0,67.0,11.0,47.0
FekPWhKuOkmM,toys,650.0,20.0,30.0,20.0
cDoq9u33HEPc,toys,500.0,35.0,8.0,35.0
OQd2aNjMA5u2,toys,1200.0,25.0,10.0,25.0
XUyg95fttt1h,toys,800.0,25.0,5.0,25.0
LXAABPW3XQVW,toys,3450.0,27.0,29.0,27.0
q7bnB4d9UQje,construction_tools_construction,1700.0,26.0,9.0,20.0
pEOKGWW2dBY3,toys,300.0,16.0,30.0,20.0
21d75APed1Cs,toys,10550.0,45.0,35.0,40.0
h0c562VfTzH1,toys,1200.0,30.0,30.0,30.0
hltNoJPbTHBZ,toys,550.0,16.0,10.0,16.0
dfg0jojjzwY6,toys,200.0,16.0,88.0,16.0
vHV8rk4PORBK,toys,1650.0,30.0,30.0,30.0
B7CVgrM35B2B,auto,850.0,16.0,28.0,16.0
DDzcxw2orD5A,toys,1000.0,55.0,40.0,11.0
KFuPwSsJH9FK,furniture_decor,2550.0,30.0,35.0,30.0
THCxakg42bF1,toys,700.0,60.0,11.0,11.0
l9s4S45sS3Tv,toys,487.0,19.0,12.0,16.0
BtrLJJC9i918,toys,500.0,20.0,10.0,17.0
VaaCM9tzYE0J,toys,1400.0,32.0,14.0,28.0
PKW0Jg5sxOWH,toys,2750.0,25.0,8.0,25.0
POYxCFHKMvxl,toys,6700.0,28.0,40.0,28.0
7hIibbPWVlMU,furniture_decor,6100.0,35.0,15.0,30.0
mc8GIa0mreZN,toys,650.0,35.0,2.0,25.0
s8JIMbUdrQg1,toys,600.0,20.0,20.0,20.0
36r9ecsJdG43,toys,700.0,45.0,15.0,35.0
bag9BdIjb8Rj,toys,950.0,41.0,45.0,11.0
brKswOkWPtqO,furniture_decor,650.0,20.0,35.0,20.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
5OlvQAjjxnbM,toys,8750.0,36.0,27.0,54.0
GcA63YUWZKF0,toys,600.0,17.0,17.0,17.0
y1HgENGrWEMV,pet_shop,163.0,18.0,9.0,14.0
v5nCR4cuovu9,toys,600.0,16.0,10.0,16.0
muYklhpQnbjz,toys,11800.0,61.0,61.0,19.0
YnCK8Kqham5R,toys,1525.0,27.0,23.0,24.0
m8HhYxS2C3aN,toys,550.0,16.0,21.0,18.0
ZXIEsYQd2pCQ,toys,200.0,16.0,2.0,11.0
yxbOV7Ndo5fT,toys,1900.0,65.0,12.0,12.0
QVlD26X1y7NI,furniture_decor,1000.0,100.0,5.0,20.0
jrvLtMrD3Khn,toys,4300.0,16.0,79.0,48.0
eJ0WKujR01gm,toys,950.0,105.0,10.0,11.0
mfmhMF6dhdl6,toys,4100.0,26.0,8.0,26.0
0EFQn9gY6gaY,toys,1000.0,16.0,16.0,12.0
YaALB7oxDID9,stationery,575.0,23.0,26.0,14.0
kuUbPNBMgk7o,toys,2150.0,30.0,19.0,25.0
BCER9EDwpGjr,toys,1291.0,23.0,23.0,20.0
HuJZxg0ZSCIL,bed_bath_table,1450.0,30.0,15.0,30.0
MzyBYFOiAQl4,toys,10050.0,50.0,30.0,40.0
CLNGHSRBFxql,toys,5650.0,77.0,16.0,19.0
OR8L9LaOqJlk,toys,200.0,16.0,7.0,16.0
VcU0FP9DjfBt,toys,550.0,40.0,5.0,30.0
c7PDreUWjpjc,toys,1250.0,32.0,18.0,24.0
RQlh8sswQpO2,toys,13100.0,61.0,61.0,21.0
DxVHhA66zdLu,furniture_decor,2000.0,28.0,38.0,11.0
rxR2GdD3XxuJ,toys,1500.0,50.0,30.0,33.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
nfcshHx8ZZOj,toys,750.0,16.0,10.0,50.0
uhR7YKVFm3CF,toys,1400.0,20.0,30.0,20.0
SWqcqGVZ1YKW,toys,2550.0,45.0,13.0,35.0
v0F9iKtjn5LF,toys,9400.0,40.0,28.0,40.0
r6yBdRWfu7YQ,toys,1500.0,49.0,11.0,49.0
t2cv5m3Sgv96,toys,750.0,20.0,35.0,20.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
CpeCg2UGCL6P,toys,250.0,40.0,4.0,30.0
3FfDxNYBiaEE,toys,700.0,65.0,18.0,28.0
qiU6uljqd8aK,toys,875.0,25.0,18.0,40.0
8OInt3C4fUKN,toys,583.0,20.0,21.0,20.0
Al4ieZoLaTd8,toys,850.0,30.0,5.0,20.0
44VI3k46Tzq2,toys,150.0,24.0,2.0,17.0
XW4nFGtgTJll,furniture_decor,1600.0,35.0,8.0,35.0
Tki8pCCAvc2G,toys,3800.0,39.0,5.0,39.0
ahvLHagsHv9K,toys,100.0,80.0,10.0,60.0
sch073eFNuJS,bed_bath_table,1050.0,22.0,16.0,18.0
hLYCVUs0gvdF,toys,900.0,33.0,9.0,38.0
lNOoOWGA8OEr,toys,600.0,22.0,4.0,28.0
AWbDsFpeqBPN,toys,7075.0,56.0,11.0,32.0
4MeoaWAZz6Qn,toys,1100.0,16.0,10.0,16.0
YCYlNUSOn0ia,toys,1372.0,28.0,12.0,26.0
pFCyQ97Z6eRe,toys,1600.0,45.0,15.0,45.0
L4UqXdFUf7ar,toys,6950.0,53.0,33.0,58.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
C7TUlvZYRbwN,toys,875.0,21.0,19.0,18.0
FfiMQzl2g9IG,bed_bath_table,350.0,25.0,9.0,19.0
9qtQ7a9essA5,toys,850.0,45.0,30.0,30.0
KFuPwSsJH9FK,furniture_decor,2550.0,30.0,35.0,30.0
9l67oGcKmvN5,bed_bath_table,2200.0,55.0,15.0,35.0
JwZamkHu7aMa,toys,3000.0,22.0,51.0,22.0
NkygN5yTKOgI,toys,1400.0,26.0,41.0,26.0
ZgkZH9pTdL5g,toys,1000.0,20.0,15.0,20.0
qVaU9yebwKrf,toys,550.0,16.0,21.0,18.0
Ngh4xDRyeq2t,toys,350.0,34.0,12.0,22.0
nRCGSNEb4RUm,bed_bath_table,1100.0,50.0,12.0,12.0
erbuXxlzZHeO,toys,3300.0,35.0,35.0,35.0
QrXLFhR7o9fN,toys,250.0,16.0,10.0,16.0
XB7eVmjBdR5f,bed_bath_table,700.0,50.0,16.0,16.0
mUzVm5ukrxKM,auto,5950.0,65.0,11.0,65.0
GTdZktabOCtW,furniture_decor,400.0,50.0,3.0,25.0
cz1eSCYHj7tW,toys,525.0,60.0,8.0,33.0
VDEBigGAwD3J,toys,1550.0,44.0,14.0,34.0
sB3mH3n4QEcI,toys,1300.0,50.0,9.0,41.0
mUzVm5ukrxKM,auto,5950.0,65.0,11.0,65.0
NMCACR8NxxDv,toys,7550.0,35.0,35.0,35.0
5riCFwFCndnX,toys,1000.0,31.0,11.0,26.0
t2cv5m3Sgv96,toys,750.0,20.0,35.0,20.0
UaxmE3txjGzs,bed_bath_table,1250.0,45.0,10.0,15.0
ywvJkvzzcsRO,toys,7225.0,61.0,13.0,61.0
31Es2sOn3OL6,toys,400.0,40.0,4.0,30.0
4WpxUyrSqkaE,toys,6400.0,63.0,11.0,63.0
oQOFuL1TnNiD,toys,1100.0,45.0,15.0,30.0
J3RLg1Bwun4Q,toys,350.0,24.0,29.0,16.0
8t9Ydj0vMeuV,bed_bath_table,3100.0,20.0,30.0,30.0
9bUnETeKHX8k,toys,150.0,16.0,8.0,16.0
PyjlDSHRGdSt,toys,1850.0,24.0,36.0,23.0
8CJ5d9Uo0HhP,toys,2650.0,31.0,16.0,16.0
J3j2zwSewtSU,toys,300.0,38.0,10.0,35.0
vHnEPJP2R48s,toys,9000.0,42.0,12.0,39.0
LsIhWsthy0M0,toys,13725.0,54.0,22.0,53.0
mId1grdhySxF,toys,3750.0,35.0,40.0,30.0
uwEOSUWL1zOy,bed_bath_table,800.0,45.0,15.0,35.0
l8ZvGtwaYiEY,auto,200.0,24.0,2.0,17.0
kCXNvhZEICcP,toys,6500.0,30.0,35.0,30.0
DGQYKN1DQzJG,toys,900.0,20.0,2.0,20.0
MnQTgZv9qzQh,toys,2750.0,50.0,50.0,16.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
oW6KDobidlmB,toys,950.0,45.0,15.0,35.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
baoJZbnDryXg,toys,700.0,16.0,20.0,16.0
b1lETWIq1L8j,toys,100.0,45.0,15.0,35.0
hrjNaMt3Wyo5,toys,1850.0,37.0,22.0,40.0
AuvlrLsHMQsZ,toys,300.0,80.0,10.0,60.0
p7NpuOoJ7D0U,furniture_decor,650.0,25.0,25.0,25.0
0qtItiuCYJLB,toys,1800.0,35.0,20.0,30.0
Rtm1uWckrdIP,toys,950.0,35.0,6.0,45.0
0dmlSvy9A1it,toys,1350.0,50.0,11.0,40.0
IzQIBDjlHj87,toys,15100.0,50.0,40.0,40.0
g1JWRX9UfJEB,garden_tools,133.0,18.0,8.0,12.0
3n7TfF0E1SNc,toys,1875.0,43.0,45.0,40.0
czDABK3kYtl4,toys,750.0,16.0,20.0,16.0
hLYCVUs0gvdF,toys,900.0,33.0,9.0,38.0
7grztYpCkySJ,toys,850.0,20.0,25.0,20.0
ajtPdPNFRHBo,bed_bath_table,3305.0,65.0,12.0,45.0
r7FFr8bIzyrk,toys,50.0,20.0,5.0,20.0
FNyUFrqDcOmW,toys,1300.0,16.0,19.0,16.0
UmqdKl9xMn0D,housewares,1350.0,30.0,14.0,28.0
PCazkVsZytd4,toys,5250.0,50.0,20.0,40.0
7grztYpCkySJ,toys,850.0,20.0,25.0,20.0
hPxbivder7qs,toys,1720.0,30.0,19.0,13.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
mp5cS6O63hyL,toys,7700.0,46.0,20.0,46.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0
c8w7NICl3twr,toys,250.0,22.0,2.0,32.0
M6dHMMDQkzl9,toys,7650.0,44.0,15.0,34.0
rlV0P5dcDt81,toys,4100.0,32.0,75.0,32.0
wc8D1pDwNLOP,toys,1050.0,36.0,12.0,22.0
VwNyj61yJfab,toys,400.0,50.0,3.0,25.0
09S1ttpS2mB1,housewares,200.0,30.0,40.0,30.0
I5X5PqG8Nk7q,toys,1150.0,20.0,20.0,20.0
l9Q2nvAocXGk,toys,1600.0,45.0,15.0,30.0
GqkscMShhSik,furniture_decor,14600.0,84.0,8.0,84.0
06KjjYMetqhG,toys,2600.0,36.0,11.0,26.0
smAsM5l7gSXP,toys,1225.0,35.0,15.0,38.0
KYriE3AvpENo,housewares,1775.0,45.0,11.0,28.0
7grztYpCkySJ,toys,850.0,20.0,25.0,20.0
QBLqxfnvveLM,toys,8150.0,52.0,18.0,35.0
CNxDxHSUsYcO,toys,800.0,58.0,12.0,37.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
v6AvN009S7hP,toys,9750.0,92.0,15.0,27.0
l9s4S45sS3Tv,toys,487.0,19.0,12.0,16.0
PyjlDSHRGdSt,toys,1850.0,24.0,36.0,23.0
IQPveqLriDMM,toys,1700.0,43.0,5.0,30.0
9P3RiBWeglbc,bed_bath_table,3900.0,50.0,10.0,30.0
4WpxUyrSqkaE,toys,6400.0,63.0,11.0,63.0
4aUGnQn7q4BL,toys,150.0,16.0,11.0,11.0
towCly5Ovo0S,toys,850.0,45.0,15.0,30.0
hOpJUVModPRm,toys,400.0,17.0,21.0,11.0
K6SLD2ISiG5C,toys,900.0,50.0,5.0,50.0
fxUTfPnhbMWf,toys,1050.0,16.0,10.0,16.0
FflBHpAAAlm6,toys,2200.0,36.0,16.0,36.0
tjtonwjfvhx9,toys,1000.0,16.0,6.0,12.0
KPMvUnIeoUz7,toys,7450.0,45.0,25.0,45.0
S9a9NQuHSiI5,housewares,2250.0,52.0,3.0,32.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
fH7bzxkN0LMX,toys,7300.0,40.0,40.0,30.0
YXyydjRCORXk,auto,5900.0,35.0,12.0,20.0
60A5wu5Xy6kf,toys,400.0,45.0,15.0,35.0
4Ngy0lDNLrdP,toys,6400.0,80.0,4.0,55.0
Otkx7cvnqQXd,auto,720.0,28.0,18.0,18.0
brKswOkWPtqO,furniture_decor,650.0,20.0,35.0,20.0
YWvCjgDy7T2H,toys,650.0,65.0,2.0,13.0
GBooMtUFcEcX,bed_bath_table,1400.0,45.0,15.0,35.0
4p8rSDRkrmQs,toys,2300.0,31.0,34.0,21.0
pEiRw0jzOcki,luggage_accessories,1100.0,35.0,14.0,29.0
Llc34brRaltI,housewares,950.0,53.0,5.0,13.0
XOwddL2y9vgr,bed_bath_table,300.0,28.0,13.0,12.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
JD2p9wPfOt11,toys,7350.0,25.0,62.0,25.0
U533Af13Xuwa,toys,6083.0,51.0,32.0,50.0
p5j9N5MMLk9n,toys,800.0,20.0,12.0,20.0
LYzz6wB2hnft,toys,750.0,60.0,8.0,33.0
XUNZA2YyAdZB,toys,1350.0,40.0,20.0,30.0
zm3x0IeDRTCs,toys,500.0,20.0,35.0,20.0
Llc34brRaltI,housewares,950.0,53.0,5.0,13.0
ZGVWjcRgBK1i,toys,650.0,52.0,4.0,42.0
6nOsj3MJpuDf,toys,850.0,24.0,20.0,24.0
WUPzd7oJuHpB,toys,5900.0,30.0,30.0,39.0
7grztYpCkySJ,toys,850.0,20.0,25.0,20.0
HgPeZx2cXbNh,toys,5000.0,61.0,34.0,36.0
lYytFalO11Zl,furniture_decor,900.0,32.0,6.0,28.0
M6dHMMDQkzl9,toys,7650.0,44.0,15.0,34.0
