order_id,payment_sequential,payment_type,payment_installments,payment_value
QlfYA7XhGQM4,1,credit_card,1,2324.99
6F0kHSR4ku4P,1,credit_card,2,9.96
5ZCKrrJbv8iY,1,credit_card,5,389.12
jvsUaBWVyOha,1,credit_card,10,74.6
qGZePwmIBBtN,1,credit_card,1,214.16
GiYSLpL1SNrl,1,credit_card,24,2.51
seFGrql71OoU,1,credit_card,3,497.47
8c1YjufKGTpK,1,credit_card,1,271.29
JUou1ZKvsYh7,1,credit_card,5,210.86
VWs6b2EAZOl9,1,credit_card,10,211.93
zYcXmHD6G5cr,1,credit_card,4,22.41
NOwU6BgabXFN,1,credit_card,10,262.12
kND6TmRqIdtQ,1,credit_card,2,76.0
iNO8xgpQ9pHz,1,credit_card,1,665.87
glIYCfUUh4jz,1,credit_card,5,328.72
RBmioQlQiObc,1,credit_card,2,78.5
c6nhfOrJ8Q9F,1,credit_card,5,65.36
nVQxiZ9zqTa3,1,credit_card,10,89.52
zL56ddA8hcGw,1,credit_card,10,151.3
7t4WD0z9zvIj,1,wallet,1,47.86
s0KF0z51RsYJ,1,credit_card,1,1221.39
XUsQni48M6yw,1,wallet,1,432.1
fn0sJ9nMMMCo,1,credit_card,2,234.7
ela06vNwaSmx,1,credit_card,1,320.07
rRFNAtVUFjGN,1,credit_card,1,109.5
cY7owOvz3HJc,1,credit_card,2,78.76
VW5R1FZUVHg9,1,credit_card,2,36.36
4F8dq7L3dJym,1,wallet,1,124.48
XHFGV2kJ7xHu,1,credit_card,1,90.79
O5wlWKcdTCXu,1,voucher,1,33.48
tsbCh2jP8G1M,1,credit_card,4,551.25
9uw0suQjIm0o,1,credit_card,6,414.75
stG9AWGbe0Ze,1,credit_card,1,435.23
0YHf7JIvGIbl,1,voucher,1,164.57
jwsIu6ozMgP3,1,credit_card,3,88.68
yEBMADySHfYx,1,wallet,1,8.81
Em3pZHU6RJum,1,credit_card,3,150.92
wWYzPXSo1uCr,1,wallet,1,665.87
c658A2x4tsQF,1,credit_card,1,42.04
6nuLkDXGQwjy,1,credit_card,6,157.12
3cdNhwVpnbg2,1,wallet,1,88.91
Ovfb9sl5BzsQ,1,credit_card,2,193.53
6Yp2TDJSRcLn,1,wallet,1,1115.48
pYsLaqhXY2mP,1,credit_card,4,149.83
phwkJVrvBPEl,1,wallet,1,389.45
8Go9DeZmKuVV,1,credit_card,10,140.32
FOLToVwZODrF,1,credit_card,5,185.6
Gw3F6D5Blq9r,1,credit_card,6,102.54
yg29I9GLYEyj,1,credit_card,3,222.13
dKgztiB6hmk0,1,credit_card,10,387.67
DTPLXf6eTxek,1,voucher,1,126.72
TDPQWEo7anXP,1,credit_card,2,45.49
RuKjdTwkRV4F,1,credit_card,1,86.43
NHB5gvAXrcSJ,1,credit_card,1,197.43
JaDYdIy6BFt0,1,credit_card,2,596.27
D89jSMMCBMbp,18,voucher,1,89.27
IGaZdBgC6iVC,1,wallet,1,86.43
MUj9ocKZaBtm,1,credit_card,4,154.66
MsARBBWfsmlj,1,credit_card,8,78.61
T1RsPmOcjuuS,1,debit_card,1,44.59
w4joBcW4TnIk,1,debit_card,1,258.52
BOspvF55sjWO,1,wallet,1,56.36
0k7PclKZZlDI,1,credit_card,3,355.76
M7eh4lyacuYb,1,wallet,1,286.54
7rquMFuadqFl,1,credit_card,3,15.2
v42Z9ywKwP3I,1,wallet,1,108.88
33EAXE0Nt119,1,credit_card,10,365.78
xv3SLozhpxmx,1,credit_card,8,25.52
Hw1t29js72mt,1,credit_card,6,1069.41
5pxcLVGyBzPF,1,credit_card,8,75.47
SwTB1c5yCAzr,1,credit_card,3,171.13
i0y7QnMkgjFf,1,wallet,1,793.09
0pa8d9CaHWCM,1,credit_card,1,128.52
rKnksg0jfb4F,1,credit_card,2,74.4
iJ2VOvhCtBXg,1,credit_card,3,270.75
D3wadf3KfwoI,1,credit_card,5,314.54
PUTMg3q900vI,1,credit_card,1,29.11
gqaXoa84WAGZ,1,credit_card,2,156.09
Nu0d8sllbTnd,1,credit_card,3,8.28
3kBtOQShNSAL,1,credit_card,1,1221.39
udDXk7xrViFz,1,credit_card,1,17.01
7CePKvZnrJfb,1,credit_card,2,2032.04
5L2W0VcGrEMh,1,wallet,1,826.16
1aIf4JSssSOK,1,wallet,1,2.18
4bvAe0PpQplR,1,wallet,1,18.59
8v5Ep3OAOdvz,1,credit_card,2,193.65
G71P2FwYLP2g,1,credit_card,3,19.86
s8x2nsjxPWKi,1,credit_card,15,273.54
h6uUM5cC2Cxx,1,credit_card,10,104.92
kZb4gSxaZXxm,1,credit_card,8,67.13
QMCgNAdHosKP,11,voucher,1,34.0
oUnB5B4pb2Gp,1,credit_card,1,834.1
OK2K2TANxuTH,1,voucher,1,427.23
3iBMOJOn6C8W,1,credit_card,3,777.24
f54hQpxu1dxr,1,credit_card,5,120.72
UTlJE6mgB0Dw,1,credit_card,5,392.6
jLgQxc81jcze,1,credit_card,8,196.61
dCuK9UA7qjmK,1,credit_card,2,320.01
MVtcVi14CIOn,1,credit_card,4,1231.52
fAunRoteARXc,1,credit_card,8,816.17
sdYAtA7I3RpF,1,credit_card,1,62.18
3e4Nqdx7xh78,1,wallet,1,559.26
AH4e2ynPt5qh,1,credit_card,4,154.45
5xmMlvUlNfif,1,credit_card,4,384.34
ZTmUfgIFPgrt,1,wallet,1,2032.04
impjP4iVkDtu,1,credit_card,1,179.92
xjpo58KivLCq,1,wallet,1,58.45
RyfO7fymr6HT,1,credit_card,1,105.44
8ooDyQfMq9aF,1,credit_card,1,147.37
stHGA4WPwhRL,1,credit_card,1,278.52
OoKQUXSG4Gt0,1,credit_card,3,224.02
T2JIa50ujnfD,1,credit_card,2,343.68
DmTh1Tt4z55b,1,credit_card,4,181.87
ytvqnn14xmx7,2,voucher,1,48.17
cck9NkgwSMqm,1,credit_card,2,294.37
yW3sUhqiXR6C,1,credit_card,8,65.81
5Gup3Tzjq3Yh,1,credit_card,8,485.15
7yxWAIaXsI1Y,1,credit_card,4,6.48
q8djXh56WDm5,1,credit_card,6,3018.6
v72hxcjmIgbs,1,credit_card,3,177.43
SpZf1h2xjCNY,1,wallet,1,665.87
BxCf5OM8ANBB,1,credit_card,3,400.2
6390EepvRdX6,1,credit_card,1,87.42
q3ET1Zw6cOYO,1,wallet,1,665.87
M99tP1zXI6HD,1,credit_card,8,209.32
V96qMrzxoTeK,1,credit_card,5,195.46
lHDC44IdgjOK,1,credit_card,6,137.4
nNWxMGQhr7CJ,1,credit_card,3,218.03
Dy8bgigfEyhB,1,credit_card,1,134.96
fDtiyocQPSYR,1,credit_card,5,159.57
gfvFWp1vxMI6,1,credit_card,4,110.97
KCDR8O5S2FG2,1,wallet,1,214.79
Zk9Vf0ecYRO7,1,credit_card,1,1.77
R6Rm8LFbIO8z,1,credit_card,1,87.6
ealw1Z6knUiQ,1,credit_card,2,82.76
9WJFMKcNzhF2,1,credit_card,1,26.42
6Tdjm6uFguw2,1,credit_card,10,515.18
3S6WKu3QRdiV,1,wallet,1,36.33
zN4BuXRy3YVN,1,credit_card,3,838.97
jXdVoDMRZKXg,1,credit_card,6,2960.05
Jf9yTf9QrPyM,1,credit_card,3,22.58
UbDZ3F8zeWnF,1,wallet,1,363.51
HIDB2Oc3o0lM,1,wallet,1,2055.84
wduU6LzGCVad,1,wallet,1,125.84
yHIr4PPuFqqs,1,credit_card,5,436.31
nyVsmycB1S8X,1,credit_card,6,2.13
ktwEZyD4QejN,1,credit_card,4,117.85
u36Ede6yKV7N,1,credit_card,6,58.58
C4CQgLOWhXty,1,wallet,1,184.46
zxaYJc2qCS7F,1,wallet,1,23.45
wwICCEGakZEv,1,credit_card,1,70.97
YROLGupmbzT0,1,credit_card,4,668.04
RQoGST9n6xd9,1,credit_card,2,23.77
Y9FZduBd1lta,1,credit_card,2,151.14
DsXJCIjXLs5r,1,credit_card,1,192.96
ByszQruR7gSL,1,credit_card,3,230.61
EMxwW4EI6cem,3,voucher,1,33.48
mwRIxY1jew0C,1,credit_card,4,215.09
MOEDVbQPCzpE,1,credit_card,1,3.41
6wd7tEAzRFiK,1,wallet,1,214.02
Jtf1Q8mIo9Yw,1,credit_card,3,82.31
bJw0suB14qvF,1,credit_card,3,60.42
QoPy1iA5yAcl,1,credit_card,2,100.1
bZt2Dh8WSM8M,1,credit_card,8,310.28
SDEVyRVPWmqo,1,wallet,1,134.98
4VKVaYZqfUDy,1,credit_card,3,146.58
rfIilxnb1XaR,1,credit_card,1,921.24
BW5bfU8iKuHk,2,voucher,1,173.65
rYGhjbv3m00H,1,credit_card,4,388.28
ouPl8yZFaS95,1,credit_card,1,39.87
wq72b1zaqxng,1,voucher,1,98.3
MF2MbrwaJczV,1,credit_card,13,40.12
40px2EiuJn86,1,wallet,1,665.87
sKSrIza7UWcm,1,wallet,1,77.54
2ynpj1MsBx6r,1,credit_card,3,170.86
m7TbPVsiCpcO,1,credit_card,2,342.69
FUhhKo0dHRDb,1,credit_card,4,105.15
YZYKvAnQurEL,2,voucher,1,238.81
yknO5teRjSsE,1,credit_card,3,198.53
UXbbdKpBdkop,1,credit_card,1,144.72
Do5LmDaS5NYZ,1,credit_card,3,268.48
OT5ShAyGoAQz,1,credit_card,1,169.09
MWc8B3AJbcPq,1,credit_card,2,183.72
1x5bQeUcDeh7,1,credit_card,8,109.56
T5O75AFeIbs3,1,credit_card,8,840.82
hfPSMXsmIRF8,1,credit_card,1,75.3
kebvoKjBEiFG,1,credit_card,5,163.25
IvSMaMgpzbau,1,credit_card,5,86.53
H12Z3wTFE5pb,1,wallet,1,169.0
icfk01Guj4Av,1,credit_card,1,145.29
rx47VoiGg4eb,1,credit_card,1,665.87
LbNd2ZPrW2JB,1,wallet,1,133.69
Z96krtADWgFn,1,credit_card,1,105.08
6WZRFkxYNGIB,2,voucher,1,95.53
HmCsvAF3Z9vQ,1,credit_card,2,115.87
CXHmbNBofYBE,1,credit_card,2,630.09
hKZaQnYWiFk6,1,credit_card,1,97.26
89vDGi222gxm,1,credit_card,1,313.99
z6oKCBuBHKKK,1,credit_card,2,1416.7
rxLNtOf2hAn4,1,credit_card,3,270.75
RYLFN3eeMZVq,1,credit_card,10,991.74
3SyG3KPR6iQQ,1,credit_card,10,75.71
EK2mxZavNw6y,1,credit_card,1,261.29
ewMSlmsRWoRa,1,wallet,1,363.09
y9RCfE2lrHdH,1,wallet,1,165.92
Y4pay8VaXUpQ,1,credit_card,8,738.65
9Hc2FH8Q2FdQ,1,credit_card,3,331.02
bpVDDk3U7aOy,1,credit_card,5,362.39
SiMVq4ashHRX,1,credit_card,3,345.87
HhBQfjS9PuuT,1,wallet,1,493.93
UNlPEDi9osTV,1,wallet,1,138.84
sT4WbmQSnU54,1,wallet,1,18.66
0FthjWxocEUW,1,credit_card,6,575.44
7zju64wiFlNb,1,credit_card,7,276.49
z7cA7MgmiOoR,1,credit_card,2,148.05
N593vdMEhgUA,1,wallet,1,290.54
W4TiCXPd77Gd,1,credit_card,4,477.13
cNsGKdSUb2Ob,1,credit_card,1,21.34
8Bh9PDKj8f4i,1,credit_card,2,321.75
i7UqAarp4XWL,1,credit_card,1,325.35
23Ic5zu0C3Nc,1,credit_card,1,519.84
Ya4YhQCALyB0,1,credit_card,1,18.06
eG7u0w7nnoHX,1,wallet,1,154.45
D2XNemAfObtn,1,wallet,1,465.21
71ECay69IuSD,1,credit_card,5,37.38
dGiTWASPTdXi,1,credit_card,2,213.06
PhGDWm5ybBDF,1,credit_card,1,43.41
JJb7mQibcFit,1,credit_card,1,48.33
EFJKJb7PvoNV,1,credit_card,10,4.99
w2pJUsgFHjNP,1,credit_card,2,872.95
LCVFuBvem4Z2,1,credit_card,4,276.34
cXRhXlV4Qmok,1,credit_card,3,115.77
myCx73rCZrTa,1,credit_card,1,102.82
aLuSHGmL2riS,1,credit_card,1,155.55
AMNevoqyyC4D,1,wallet,1,173.66
PUvCpAq2KNrJ,1,credit_card,2,162.33
jxMRq8xydshF,1,credit_card,2,498.92
iGcvw04Honze,1,credit_card,4,44.48
zCpF6Yv3845v,1,credit_card,1,81.18
6PpEwJfFSwFx,1,credit_card,3,85.91
KpKW0gMaCvPp,1,wallet,1,81.49
3P19Z8lQWuTu,1,wallet,1,91.01
alWlnPksekHj,1,credit_card,1,26.42
hJayrMG9GZp7,1,credit_card,2,132.08
Fxs6ZOIxyc51,1,wallet,1,355.08
GnGzkl7F51Og,1,voucher,1,1368.11
4SG31aQf02p4,1,credit_card,4,165.05
7G2EHgIPxoey,1,credit_card,3,234.16
3otsOc0UzKFh,1,credit_card,1,177.76
ZMOZ11jV1daU,1,credit_card,2,686.02
ZqDouXAr5GMH,1,wallet,1,79.09
JQuDqLDM6T9T,1,wallet,1,96.25
d6wGKEfUMbwp,2,voucher,1,145.48
orGERJSLbaYe,4,voucher,1,164.68
BV2f71hd2Db7,1,credit_card,2,20.03
jaGx1wcLDCtd,1,credit_card,4,84.0
s8W9UpAdvP2n,1,credit_card,1,665.87
MDMFjqqY7p6R,2,voucher,1,27.6
QVTlTwYBIZte,1,credit_card,1,24.68
DIa8tsfVMYav,1,wallet,1,153.43
1oeArDCwUQlV,1,credit_card,1,139.99
kwCjfL8HPPUB,1,credit_card,3,138.13
sMiNLAnmdBDg,1,wallet,1,37.05
TlLLh2iK9vHT,1,wallet,1,126.72
j39V4JZxU2sV,1,credit_card,1,465.39
wQSg5mUDffa3,1,credit_card,1,165.91
bAJ0rGbvyTiB,1,credit_card,5,40.8
sglIHpUNtXMi,1,credit_card,10,243.51
or2Xl5rFIxTH,1,credit_card,3,132.26
nipxIUYl9KUF,1,credit_card,7,50.88
VRCPtjc5Rowi,2,voucher,1,122.49
yZsvtm71TQdj,1,credit_card,3,255.91
C6FU1bM6eQGQ,1,credit_card,6,151.62
2FsmvXaZjKUe,1,credit_card,1,60.09
D95bLei1E8ay,1,credit_card,10,333.63
LHwjahvIWVpD,1,wallet,1,86.4
6OcBJZBj8HR6,1,wallet,1,271.31
9Je4aW6a9AlR,1,credit_card,1,225.05
nFohUEPgXqtt,1,credit_card,4,114.54
HDSVY1hqol8I,1,credit_card,3,9.1
8tPMVkVo0rql,1,credit_card,2,186.74
isvJl6E1zgeF,1,credit_card,6,1310.95
nIxoEo7dk748,1,wallet,1,47.62
RXHelAnhQquc,2,voucher,1,170.65
1mIDYc0LTUSw,1,wallet,1,19.77
ekybcM3141uv,1,credit_card,5,239.56
iHgmfoPPQFFD,1,credit_card,10,24.67
NNTBq1lpSkbw,1,credit_card,10,71.56
jlrxaOAWBVab,5,voucher,1,704.32
rMkK5nnclgzh,1,wallet,1,562.24
n7EX9dxM0Pq4,1,credit_card,2,261.28
9Jdtqs8K3Fk8,1,credit_card,1,115.16
uZ8eQK79mrA6,1,credit_card,3,352.16
CpQbh6Lf2jha,1,credit_card,5,415.29
CMRZsUKzZPT9,1,credit_card,3,111.25
sar9gI69fQ5B,1,credit_card,2,5.14
k9zCpodyPady,1,credit_card,6,154.45
o9ReMFXF9zn9,1,credit_card,6,912.69
rR7oSi6LYnw4,1,wallet,1,257.19
XjT6Q07sx0ar,1,wallet,1,138.0
hINXl0aLQouL,1,credit_card,2,84.77
WS4V0i4nazRw,1,credit_card,4,118.43
