customer_id,customer_zip_code_prefix,customer_city,customer_state
N9TistbY5amC,4880,sao jose dos campos,SP
nyVwdmiDhhG6,39780,belo horizonte,MG
VBhPvelXEBtq,95181,diamantino,MT
UXwfLujVOTVL,60175,jarinu,SP
YeOwwF3fdWgu,66115,jundiai,SP
HTmirdxNO6w3,3553,niteroi,RJ
vqxOoMq59uav,2532,blumenau,SC
E1orXI8bLrNV,89065,sao paulo,SP
elCsLJhTBJtl,55590,paraty,RJ
xbIMznITKpTA,87709,conceicao de macabu,RJ
BKYTz5VyeBBd,17034,brasilia,DF
abN6KF4qdL4n,4859,sao bernardo do campo,SP
Azn5ULeYYh8s,9160,santos,SP
SaNj4MhzahVL,69099,salvador,BA
4JEusie8wqjJ,98465,limeira,SP
NvTNauiH1qDG,75713,osasco,SP
2gkH6jQ35V6r,36328,ribeirao preto,SP
orIYzq1FFngF,68505,morrinhos,GO
5j1oYFmufbg3,88816,erechim,RS
GUzQDRVGumYn,82030,sao paulo,SP
qPcKrtMv39Ny,31170,sao paulo,SP
qkLJoaytabZ0,52150,goiania,GO
G9BomGyiASFC,3870,sao paulo,SP
C2neZlovyKdO,96508,goiania,GO
jLJ0UsbRochy,29735,guaruja,SP
J8tIqKe7Lwty,2913,sao paulo,SP
jOwLUQxf2vs7,59700,sao bernardo do campo,SP
5ScAfYqpztVr,58027,rio de janeiro,RJ
a6lBUx2AmE65,28911,maringa,PR
JOACXMuORdtc,11310,palmeira das missoes,RS
dxaR7zuMZLgv,72329,rosario do sul,RS
baOQZP8fmfKu,11664,rio de janeiro,RJ
BUGMPRmV0G7u,9641,itueta,MG
qGZel9QhDI8k,3966,pitangueiras,SP
AXZAKk41nNaN,52090,sao paulo,SP
OfMjFMFtGloy,57084,gurupi,TO
1HB2U2sb6O4I,23070,vitoria,ES
OKSc9zMvBf3H,74954,sao paulo,SP
YpVY4KIM3kpF,58187,sao joao da barra,RJ
I4ORWasAtn2t,86990,mogi das cruzes,SP
jV8iADqbmykv,5018,taubate,SP
w4gVmc7ZPB7J,89888,jandaia do sul,PR
vHB4wi1rw7yJ,5582,contagem,MG
IcpG2VytJuOz,13171,osasco,SP
cf8KM8v09yFJ,86078,sao paulo,SP
0ShwdFYw9sTD,5584,marilia,SP
o2XHJSQDVUjH,54120,sao paulo,SP
FIE7qnYGWctO,96075,sao paulo,SP
tZilI8V0g1e0,91150,santo andre,SP
kSoHzbViRklm,48475,jequitinhonha,MG
PqmwLFfBnOBx,4844,novo hamburgo,RS
KUQIrn86ttIe,15160,sao paulo,SP
k2pIrgPtCGma,2441,ivoti,RS
uiQXR8amJUZ5,2126,sao goncalo,RJ
f5osd5e09qiH,89035,sao paulo,SP
Clcqfbd0dHQy,5858,ibaiti,PR
UJAKUaIGlRn3,24119,contagem,MG
V2yQapEqeiQ6,5707,conselheiro lafaiete,MG
fAmGDfYoJrNI,13973,cruz alta,RS
Eyr64dIilcgM,4567,itanhaem,SP
Nsa1cccryn3Q,99450,laguna,SC
GtjbUb6VvhUd,7221,barra velha,SC
pV5CMhjRA4BD,1534,lavras,MG
cNow1DF5YxjX,41231,volta redonda,RJ
pJbXZRS0sqqS,11088,embu das artes,SP
M0P5DHWYoZPr,35740,itajuba,MG
WJ0q80kQ7mZH,37278,campanha,MG
82FOTwe8xDKO,58069,sapucaia do sul,RS
liwpNZL3DOZJ,3962,rio de janeiro,RJ
oyP6xO7xWbXU,2519,rio de janeiro,RJ
7mxhG9PYa0St,3942,santana de parnaiba,SP
xydnwS2B3vnq,6443,belo horizonte,MG
k4jj7bTV7KmF,77940,perdigao,MG
QlaBWwflyrZE,71200,cariacica,ES
Jzld306kU0gs,38749,indaiatuba,SP
D4td8E6o42m6,59275,porto alegre,RS
BQrXeVYPxqjC,75630,bom jesus,PI
Gv4L7KQQIHYo,4416,cachoeiro de itapemirim,ES
bjeelhNkZcyv,3710,belo horizonte,MG
cQuboCzfXNZr,4470,tres coracoes,MG
wzKCnrsGrhPT,11703,serra,ES
Ne3XkcBUVu8b,58540,rio de janeiro,RJ
4GshpMTgfphC,70331,joao pessoa,PB
Qq0Ot1OJIGWr,5712,mariapolis,SP
pl1k9l5U9S8e,9785,jundiai,SP
92M1ZSNwBu4x,89259,sao paulo,SP
DdZ29jlHHmyY,74840,janauba,MG
JQKGVe0QMCMH,2873,sorocaba,SP
Ms31JGlld0AB,12228,pedro leopoldo,MG
q2FJe6vCRDrC,48967,itacare,BA
JpUSpyQNnUFU,9445,uberlandia,MG
x4edkJFvuVsU,4144,florianopolis,SC
8H9DOt7c6rdA,12305,juiz de fora,MG
yZHCoK29gkLY,93218,sao paulo,SP
fa3w4QbR495z,65335,florianopolis,SC
3p6GlBbXYyIE,12216,suzano,SP
WVv4miDDo0eX,4231,brasilia,DF
3V9lD01x1gJn,2861,lima duarte,MG
9sOKJY1Egnyx,75144,birigui,SP
KRONM1dA2lfQ,1551,sao paulo,SP
CeEUh3SwQawM,89234,sao paulo,SP
jqeaDO2nRwyL,70422,arcos,MG
DpynHQ1oNPfb,13841,manaus,AM
bh2cF3JmJ2t9,78400,andradas,MG
pxR8dmNDPHII,1122,mogi-guacu,SP
1CTHWhRh08q8,66914,oeiras do para,PA
OQzGE68TCNmT,89245,silvianopolis,MG
1oRENXkJlZ0G,70324,nanuque,MG
dZXNFWBztPxm,2443,protasio alves,RS
N3XOyO3yG21M,37860,rio de janeiro,RJ
oiZmh73uiGwS,31980,sao bernardo do campo,SP
xtxu1WMCyvol,11444,taiacu,SP
RJBqpyAkOebP,90570,duque de caxias,RJ
UaLWJGLgQC3f,3191,rio de janeiro,RJ
1fJkF55M3PPZ,35830,itaquaquecetuba,SP
CFrkanFG5hxx,74805,sao paulo,SP
wBra6P86wElz,65072,rio de janeiro,RJ
bCMOZAGYGOWt,17026,santa maria,RS
VcipCglKV2o4,30170,duque de caxias,RJ
OZwDTHk8UM6T,15085,piranguinho,MG
wY6AtOwM7wGD,74953,campos novos,SC
Xut3FvRmZXLN,13973,cruz alta,RS
O1hfvrqNcNCL,12324,araruama,RJ
NfUJUoFeIoIR,2878,florida paulista,SP
AjA643YSt4QM,79045,barueri,SP
3D0cJDQIYfnY,85896,sao paulo,SP
tqQeBCozqW9g,13650,para de minas,MG
9qJlHyw6biJC,49250,resende,RJ
9HC2BqZ8O7Gy,21630,rio de janeiro,RJ
VQ0Pkm1zSRFF,14640,rio de janeiro,RJ
A045cjRRI0Kv,9785,jundiai,SP
pQ3sUmtk40Zy,86036,sao paulo,SP
45W1h821N0nl,25265,sao paulo,SP
lsZGJmS41mCu,90240,sao paulo,SP
1W6oeCzdIONu,9760,garopaba,SC
P8TetD0XWQus,1026,sao paulo,SP
eYPiYmHZQccA,3710,belo horizonte,MG
7KjdZT0PG0Ks,13977,piracicaba,SP
a84zfPtNB996,37010,indaiatuba,SP
YmiS5Nxba7K8,45540,santa rosa de viterbo,SP
mbaTkec0ICIO,36504,rio bananal,ES
jlWd6NeMqw1j,69029,hortolandia,SP
ijVbcdYmK996,14871,cotia,SP
LaGBMNe3W1ij,88870,sao paulo,SP
Np6X4JLmDMET,8340,cambe,PR
IdHvttL2ATIt,39467,sao paulo,SP
AMfT52NUc0BW,36050,ponte nova,MG
8j3BA6qiEdzA,5267,aimores,MG
V6lGV0rRFaiS,26535,rio de janeiro,RJ
rIoO1EaEu1QK,4439,sao paulo,SP
gDMS9WqirVW5,17590,sao paulo,SP
2Wzq7dBPdMSR,29146,pontes e lacerda,MT
HQyrTqKIsGu9,17110,colatina,ES
j4lwd80WBi6o,6363,diadema,SP
kQgl9nKDSSyS,14057,ilheus,BA
ZeWE76XQcZXz,3685,itaobim,MG
2WUGUOucqK8g,36081,campinas,SP
LTHL9TW2RrAC,35041,aruja,SP
d4Vi7ZGQFRHw,53610,sao jose,SC
4kOR22c6efaf,5025,curitiba,PR
Z9Qh1ywRmAmS,26113,barueri,SP
4gjvRA9xHPoy,29386,guaruja,SP
Kq86HDyW0eVY,2354,maceio,AL
4Eujb5yIpqs8,75901,sao paulo,SP
CFq5t8NmcBjF,69918,sao paulo,SP
7lzdx5NiTon5,13053,sao paulo,SP
RXcTZwVMuh7r,13525,curitiba,PR
qo9mo5acvOF4,7231,indaiatuba,SP
yp7tWschT65y,34007,sao paulo,SP
bChh6mK7RBlh,81030,sumare,SP
DwrYDSd6OeXT,18704,serra,ES
5h0kQ0HMhfFf,98870,araraquara,SP
Na6jIsBvA2HX,55880,lavinia,SP
HbRTYGAJXlO9,76300,rio de janeiro,RJ
WbXXBgKvWEjP,31573,fortaleza,CE
UAiITgXjnxCZ,4387,belo horizonte,MG
GjlT9GmFOxne,65935,itapolis,SP
IXORq0vSvHjZ,57044,rio de janeiro,RJ
pUqBNnC4I8SX,7190,jaragua do sul,SC
SulnIySeqk4z,39547,sao paulo,SP
DLiy5KeXCwtS,84970,osasco,SP
9F01qm7yNN5P,32372,bauru,SP
fr6JpIDZlyD2,58675,linhares,ES
U9HeZjm4aO3F,83075,curitiba,PR
GbVvvyIMfj3v,69086,niteroi,RJ
rmiN2LwQ9w6P,17012,santa cruz do sul,RS
hoIsDWCliZVn,86375,goiania,GO
uQeDj583qSAm,85801,taiuva,SP
zmPKaNshpXPL,58043,comodoro,MT
OBpLGqsUQhBo,12944,coroata,MA
EAgASb2SMfN5,62350,coronel sapucaia,MS
YeKfZ71hMXGQ,25272,ferraz de vasconcelos,SP
Wc637DMRaKpr,58115,sao paulo,SP
qQRzsD7yBbeJ,89520,artur nogueira,SP
c17ylwxoqYXx,86900,juquitiba,SP
nJ2ST6XCpEa1,65335,florianopolis,SC
cVQupkg9NlOn,13142,jaragua do sul,SC
Gfg87pGGLu0R,29120,palmas,TO
nuT5IRZdUMK6,40391,curitiba,PR
2nmv17MpHG8X,6775,sao paulo,SP
Wk1yqAZKIfqV,4937,brasilia,DF
L53xR8xGZaZD,3379,rio grande,RS
k7GtceKwNgMB,65395,brasilia,DF
tcXUcae8m1hb,94065,ipua,SP
HqYjA1irgw9I,5846,sao jose dos campos,SP
PYXyjCH66Dih,28910,jundiai,SP
nZvf7lh6ZgXL,66025,rio de janeiro,RJ
r5wxMlL5T0WC,51130,santo angelo,RS
chdIrEW1gLFI,90640,belo horizonte,MG
Q6A580Fe4Ynj,49009,vargem grande paulista,SP
D2qq7gviSS4O,72312,sao jose dos pinhais,PR
aDqnJatl0pHk,9445,uberlandia,MG
8EaeSmS2YvxN,9651,rio de janeiro,RJ
dDZUY9CIsz2G,93048,brasilia,DF
hR9NhaJgLDNT,36930,itajuba,MG
enGHEqxtVhSV,31814,bertioga,SP
pChM3hWSKwCD,21535,rio bonito,RJ
XQUamTZ8WT8q,73350,volta redonda,RJ
ZU2owE4hOyKC,48895,ouro branco,MG
dUPsGqBhTHiM,2863,pederneiras,SP
XCXuJFBUWOCb,95030,carmo,RJ
BcHXcB7Y468H,3525,cambui,MG
vvwNWxXk1okN,7153,belem,PA
Fa0ldk28zhnF,18070,sao paulo,SP
xLxy6DQjZbpl,87708,florianopolis,SC
Dt3DptTDz44w,7781,pelotas,RS
uS4SoG1L181p,3907,bauru,SP
XGIEgMF1aaXl,13341,vassouras,RJ
esVIotyQKcyD,14470,sao paulo,SP
vU4VPQa8JfFZ,65400,cabo de santo agostinho,PE
eN5iAIVnwNks,4315,braco do norte,SC
hibNbinsRy6q,95044,rio de janeiro,RJ
aDCxdfZC25t4,27980,sao roque,SP
IqqDsqMNRJ1l,95020,presidente prudente,SP
0lbntKvfGP2S,3515,colina,SP
0a9Qt1TXtghM,81460,joao monlevade,MG
tBuITUkMpzDC,12443,embu das artes,SP
nqDzSpXDfU1o,1523,cabo frio,RJ
9FchmbYM0lsf,1226,suzano,SP
FI0m8G8zaIGX,7178,paulo afonso,BA
xLmftIFog8wV,92850,brasilia,DF
iMWohL5JGemx,8686,rio de janeiro,RJ
7vVjY3inGHc2,8594,ribeirao das neves,MG
GtgKrSgz1bGb,49260,rio de janeiro,RJ
kux2VY8A216B,38280,santa vitoria do palmar,RS
mzOaiHl9kpfp,7190,jaragua do sul,SC
jMMzA0olrtot,70238,campinas,SP
n1U132g3vnfY,4357,rio de janeiro,RJ
nvWyUkKdosEh,4068,rio de janeiro,RJ
gk2sdK070vZ7,2281,inconfidentes,MG
sKkQdxa4TZvq,2306,sao bernardo do campo,SP
OplOVguAjw71,8130,colombo,PR
WJyMG2dmcMTO,9785,jundiai,SP
zW20fFCnkKD3,25042,sao paulo,SP
jvOwTsiwVjx0,21870,uberlandia,MG
cB34NvhfYsgO,23070,vitoria,ES
i7DhiBt1RIEV,2611,jaguariuna,SP
Gt7elXfpiszT,29900,sao caetano do sul,SP
nMJNX2h4LZw2,20080,prata,MG
Yt6eN8rdaRGp,7813,sao paulo,SP
oJtNcwYJ0ntR,21241,campinas,SP
WHZShDFJhbJV,17523,brasilia,DF
5XhVnsquXnzB,17056,euclides da cunha paulista,SP
p9CzCAAGRNG1,6810,santos,SP
O3iX8BPT2P9L,26443,sao paulo,SP
G7kwI38F7CBv,7110,sao paulo,SP
jNMz2x96Fht2,22740,belo horizonte,MG
nmhfNSo0OhXQ,58765,itatiba,SP
l9UD4HIzn2y3,90650,sao paulo,SP
Aj9h2N8Nf7z4,62910,guarulhos,SP
IGMksDEQ12en,32141,caxias do sul,RS
N5YRvTmHE8tU,49680,belo horizonte,MG
CJGljMmHnw92,19870,luzilandia,PI
g90sfsyk4DAv,39801,vila velha,ES
ZtbgB7eWFlol,3624,niteroi,RJ
pjo5p9LalAMp,88790,belo horizonte,MG
JczwlpqPgn8l,95975,brasilia,DF
nRbwg6SFZe2K,17509,sao joao de meriti,RJ
iehqWwN14xGo,18606,itu,SP
fj7MuzYTNuli,36700,sao paulo,SP
WZpKg4AhVbSY,35610,joao pessoa,PB
8li9z9Obdl2m,39723,extrema,MG
NJDX48lZHT91,6825,sao paulo,SP
qVKresaefD6j,91240,londrina,PR
dJOSk24UzdbC,89111,campinas,SP
S2t8sechcimW,66025,rio de janeiro,RJ
YSbr2Wc3rm8l,99615,rio de janeiro,RJ
ICKIx7Kbhx1e,1026,sao paulo,SP
GFyrqZGYbek4,87155,recife,PE
wDZ7hiUHRD8i,25610,itauna,MG
5sbVgpJYMwmA,79008,conceicao da aparecida,MG
4EeqjDNrGJYD,8579,sao paulo,SP
9Z3hfstFAF7S,74953,campos novos,SC
EHa2TTLBP2tT,36760,montes claros,MG
AT3y9EWXSrDL,7813,sao paulo,SP
ewwfy3zJIkuM,57083,itaquirai,MS
gPgo5oTvhl9S,68456,sao leopoldo,RS
haiInFoasgtJ,79995,sao paulo,SP
6oZRhTx7MkBm,21625,santa barbara d'oeste,SP
yuOPo58jEZeh,29735,guaruja,SP
MKJiG20ik6s5,6504,rio de janeiro,RJ
iyc3FGYpikmk,6515,guaramirim,SC
p9yxeXaNzhfp,37414,japeri,RJ
fOrO5bn2IM3c,88803,embu das artes,SP
BiAEsDsnXdHq,54250,belo horizonte,MG
6C0ZyL57HSf8,72280,salvador,BA
TJQIZqDqTzFX,22740,belo horizonte,MG
1ULyEXRln4pW,12946,sao paulo,SP
TVhM4iRxddm2,88215,cuiaba,MT
LXMip2Vzvdc1,39205,jundiai,SP
dfUvAcJE8Z29,23515,barreiras,BA
jjHWeOKVEEYT,11497,sao paulo,SP
XBPZbdpYTKA7,20060,jaboatao dos guararapes,PE
Lu5L8PhABNgy,57730,maravilha,AL
DkOgHtdRaoI5,83606,mococa,SP
DatgSyg35nnM,36420,belo horizonte,MG
KxI3AhodQ36V,88101,curvelo,MG
zq8vDhDTULSA,67145,santa rita do sapucai,MG
tOxtE1KtNbja,35790,monteiropolis,AL
WXJoUQyZBIMq,90470,itajuba,MG
fqFpcYcuIe9f,99615,rio de janeiro,RJ
xFhLDB06Ucbz,86803,belo horizonte,MG
BRa4d3QEPKEA,29166,recife,PE
Qz8Fox2RyLrR,74933,curitiba,PR
tLPJFAomjKoV,4877,castro,PR
IlVxlTxXLR9i,4313,sao paulo,SP
zdwhBE1w6Lun,8566,itu,SP
icfVvGfogWVg,1442,guarulhos,SP
3jIp430fGz3N,96506,belo horizonte,MG
8eNsjceRARoS,53530,linhares,ES
6Atc4FfxOx5Q,44090,cuiaba,MT
ydLB3QtTZegt,3171,riacho dos machados,MG
up1uv6LP4Q8j,16018,amapora,PR
urEoS82zrePZ,74590,sao paulo,SP
k2SnXEjIY9hE,77695,sao paulo,SP
VgjBLaMewMIp,37558,barueri,SP
680TPXieMOvK,46550,sao paulo,SP
dW71lTXv3ezx,37855,itarare,SP
bwdgUZgJFlUr,74280,sao paulo,SP
7oaAWXxJsN0r,7865,nova friburgo,RJ
plGZceKwDqcb,1243,rio de janeiro,RJ
1uNmYV6Y4aLZ,39103,goiania,GO
nm5GNgM05qcM,89032,sabara,MG
P0DXqdavuOKR,7854,sao paulo,SP
Hvdun5KCW0OC,5212,belo horizonte,MG
EoYgSmHXdShU,18108,belo horizonte,MG
bywKBs6SVo2Y,45055,sao gotardo,MG
6ztPvr2ZeUG8,32072,ituiutaba,MG
97rWPj5mV2SH,19913,sao paulo,SP
hx4NTWjSPoq6,81290,valenca,BA
SUte9NESBjtE,72610,toledo,PR
u1rsMUa6UO4y,39660,belo horizonte,MG
vJkCtDcDYOTF,79904,sao roque,SP
ywTmqFgN5Yyh,87580,rio de janeiro,RJ
nesAhJCrDMPi,41741,quatis,RJ
mPjv17jm9Soc,62875,blumenau,SC
mywiIlvhZtGM,86160,guararapes,SP
6lQ1CXu1dc1f,41920,ribeirao bonito,SP
I7QlVZXArKNy,36815,pains,MG
2Zo4w7MFYztR,3894,inhumas,GO
dmIomhXXT1ai,44620,leme,SP
nfbT16OIBdxd,18125,sao paulo,SP
SkOK3hnMp6ua,64915,brasilia,DF
vKPNBGm4TD6Y,37561,piritiba,BA
9TlKo50r9zEf,72410,braganca paulista,SP
dyVG9No1evBZ,1416,toledo,PR
fbBO4Pnre3m8,30455,sacramento,MG
vmyZRCFCqWWg,73813,porto alegre,RS
I8v0BkdarGS8,65765,varzea paulista,SP
pPfP66ETa3gq,40080,salvador,BA
oXDWSQPnKFPw,89828,rio de janeiro,RJ
aHC1poiz4Nxt,28470,rio de janeiro,RJ
linIor6LXkVj,14057,ilheus,BA
aONZ52FRgmD9,39645,santos,SP
wnT88Rie4ru4,68140,taboao da serra,SP
hWfsKebZRxVo,59071,laranjeiras do sul,PR
t0VqG6PeLG7S,74055,pelotas,RS
R6ERhHMLglNA,55297,sao paulo,SP
y5KmdH6CsR5U,2479,sao paulo,SP
qS7sSACdQDHN,95800,teofilo otoni,MG
aapqSDvmFxsn,35938,rio de janeiro,RJ
JVSV9AioVP8y,4144,florianopolis,SC
Dm9LSqvOVccY,21863,sorocaba,SP
yih3OM6ObGCw,12288,paulinia,SP
M6V45asaLfTf,36592,recife,PE
DRe83eH3nDO6,1512,lorena,SP
uGiKRsQZqBzS,95948,sao jose dos pinhais,PR
vPexZ2lLL6df,2334,assis,SP
XCtmWTVWQYsv,3211,pojuca,BA
TQpWGZT8vHeN,68140,taboao da serra,SP
ofzTCt6XdLeZ,5440,sao paulo,SP
b5kcCkCgnucG,86805,canoas,RS
C6MGOiNPnAgs,38745,rio de janeiro,RJ
Yrd5BUQOQgoj,72546,recife,PE
2WuPsBKqlvKD,4514,nilopolis,RJ
s8seobzaTAoE,42835,campinas,SP
FtXuEmJS56Sq,27212,irece,BA
pN1yJW4iwWBc,4735,queimados,RJ
Qm4O4lXzQFGg,23550,matinhos,PR
kOGuXeJzTiK2,6310,rio de janeiro,RJ
uvn90qbeWeTp,8571,divinopolis,MG
AlniXXPQ2GNY,26296,david canabarro,RS
lALEMQErMiPY,79045,barueri,SP
Bq4nMt1Z26FH,58305,santos,SP
OcpPtsxve119,51130,santo angelo,RS
MTDnYCN3wnid,59020,barra mansa,RJ
4tnv5w3N7zJv,72329,rosario do sul,RS
Z4u6rTYUpazj,35431,uberaba,MG
Nbx78j6L2zSb,3828,aparecida de goiania,GO
1l1fFm13UNER,13222,sao paulo,SP
mfGQ4glS6KBx,53610,sao jose,SC
BrZtH5U6ZIkn,6310,rio de janeiro,RJ
uNBVQKrhN9l0,24866,santa luzia,MG
oEyngyu6hF7i,29103,urucui,PI
ItAaaqLDVZr9,21853,analandia,SP
AMaLlB0DKpbq,2261,curitiba,PR
sNujfn4B222U,87113,viamao,RS
wIWDtTxggG8A,57072,nova iguacu,RJ
5iUu905OI6fN,5847,brasilia,DF
7t0aKT6LoP7G,2881,sao bernardo do campo,SP
8v1GbuZZdTcl,24738,sao paulo,SP
mnizUDPrPaG8,8051,niteroi,RJ
AOhUCloZjZms,39823,sao paulo,SP
KqdOvWvOufaE,3989,petropolis,RJ
MUDsA2vpHTur,2752,aparecida de goiania,GO
TuFViPHaK2Fw,35222,sorocaba,SP
19K0pV13yZiz,65292,nova iguacu,RJ
UWumIFgKCRce,59360,sao paulo,SP
AaTBa3L7PjQ6,78237,campinas,SP
eKwPYT9fx8wg,13024,rio de janeiro,RJ
Zjm7iNL2ceos,58400,brasilia,DF
QKEFr6nM5vGP,93880,porto alegre,RS
3bR0ELwMLELy,3645,valinhos,SP
SFUwQL7AKMUc,13413,sao paulo,SP
ZJB4WFMHAftH,31744,rio de janeiro,RJ
tue4p7w4henT,21862,sao paulo,SP
aWXaDFzfxyoh,13100,sao paulo,SP
9gn3hirFFsZo,15718,rio de janeiro,RJ
fW7ixCbhgpbJ,48967,itacare,BA
KqnreKe6HryI,9405,porto alegre,RS
qmHTwq4Pa6m5,17505,mairipora,SP
6cxIspEKMNWS,11520,uba,MG
vZxsyMBQbjpd,36880,diadema,SP
TJS5lvpfq0Ip,36309,brasilia,DF
0coUU8bWb9AS,65916,rio negrinho,SC
yqD1GQ5Enbi5,74893,taquara,RS
UoN6JzPHXtUY,82920,sete lagoas,MG
PMKdvMqZaHSn,13341,vassouras,RJ
MVCb4L0O8nlw,8553,camboriu,SC
CeYLZY8cbiJG,6826,serra,ES
o6G8ttCKjfau,63020,sao jose dos campos,SP
3Ik0eJ5uakuZ,3350,natal,RN
7hLyaxxIHZFF,36953,sao paulo,SP
JR5hs14cFD2e,5170,guarulhos,SP
3RcrtfleMc3Y,33120,ribeirao preto,SP
ranbigUIiEim,86708,rio verde,GO
7YJk3lwwblu9,31930,piracicaba,SP
XK9ZAVuCHFyA,54705,paco do lumiar,MA
Ql4pbEPAPnDg,9834,belford roxo,RJ
NGFj1xpK9Q5m,75813,sao goncalo,RJ
fw3x7V2XEH2i,79823,rio de janeiro,RJ
zkKvLy1kR32k,1140,sao paulo,SP
IEixgK8hTBLw,17590,sao paulo,SP
dTRpbX8RwdqB,4426,brasilia,DF
kncX05tNJdn4,13976,porto alegre,RS
BsZetkOqUq35,75890,mage,RJ
2rFFgoBrkHZi,59360,sao paulo,SP
6UqfcUPA0JYk,72318,curitiba,PR
Xnhn6K5V5sLH,78705,sao paulo,SP
0oTFJOUqeizg,90220,contagem,MG
5RjWQMsFp7Cf,23520,fortaleza,CE
oNxisr2zRgBG,6395,ribeirao preto,SP
ZPUL82YZgIHL,4012,curitiba,PR
xJi8KhE4unUs,4950,bandeirantes,PR
URN7zL1UFbR3,94199,sao paulo,SP
zewpm5JWsxzA,68509,fenix,PR
gud7BurMejQ6,65365,sao paulo,SP
ytL6O4M8fyFW,25560,itupeva,SP
341JgLQNdEcr,12230,marechal candido rondon,PR
tInyyNB7YIJ5,25036,jundiai,SP
A9nJ0w03iXnU,2233,jatai,GO
VBdfVw393Rqp,5663,papucaia,RJ
6DfEEkN7zEQp,6386,santa barbara d'oeste,SP
Ilr6TOncd8ug,12170,sao jose do rio preto,SP
cAOzcoJbDuJi,32143,sao paulo,SP
A1uUa2YQleVg,29240,rio de janeiro,RJ
IIx0XH5DHM97,75904,sao joaquim de bicas,MG
eDQoONbEkOYU,80010,ibatiba,ES
eyJQ9qx7viFd,34018,sao jose dos campos,SP
usbCv8h0lsua,4068,rio de janeiro,RJ
2ZS30Pgw0eJA,4524,fortaleza,CE
QzOWoalCwASw,89778,sao paulo,SP
BfbvgvhFbuDW,13973,cruz alta,RS
zw0IgTuHzjYc,38402,brasilia,DF
ZEmd6d6SIHPx,6038,foz do iguacu,PR
F6ctMhoO2DGw,3525,cambui,MG
47S5RG6pYo74,89235,juazeiro do norte,CE
n58N5LPwKefw,96075,sao paulo,SP
XnlzUD8eVU2R,2321,barbacena,MG
4n6fhdLRngnW,70756,rio de janeiro,RJ
G73Xe7KERja5,57890,rio das ostras,RJ
9sYDowvwf9Fp,58195,fernandopolis,SP
Wi5ThdHSVnPo,93945,sao paulo,SP
XMuCqkKnl8Kq,11703,serra,ES
VCzzXYlsNp2E,68148,niteroi,RJ
hSAt3lNK2j3A,48840,rio de janeiro,RJ
R2HS0yGJ8tR5,12072,santa terezinha,SC
kxqZ5soV1FaI,18217,betim,MG
TUZ2ie4k3ywg,75530,belo horizonte,MG
V2T5XSa8qljq,35050,sao paulo,SP
uoHqh3sEQhjJ,8591,santana de parnaiba,SP
YLSzJ985DbKx,13042,porto alegre,RS
ezQolCXk4c0c,12443,embu das artes,SP
fuVOJ7SxH1Or,85301,sao paulo,SP
Szqy3059dKlp,99074,sao paulo,SP
RzI3LfIcDS5c,2253,caldas novas,GO
IFr3qTFmYLvt,17600,sao paulo,SP
mKmozUuziTM5,12228,pedro leopoldo,MG
uVnGCz0Eq1rb,79086,curitiba,PR
7QwEWpIAZzau,65050,ribeirao das neves,MG
RFLcODxlkahy,2464,sao paulo,SP
