order_id,product_id,seller_id,price,shipping_charges,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,CustomerClusterID,CustomerPriority,ProductSeasonalClusterID,ProductSeasonalPriority,ProductSalesClusterID,ProductSalesPriority,DeliveryClusterID,DeliveryPriority,DeliveryDelay,product_category_name,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,product_weight_g,product_length_cm,product_height_cm,product_width_cm,quantity
bgumGd90cPuH,tPlw2QcQOvKf,r7VxefoTVHbb,692.0,34.6,Y6bcsmfZ8EgZ,,2017-04-19 22:20:09,2017-04-19 22:30:19,,,0,4,3,1,3,1,2,1,-12.175824175824175,garden_tools,53160,rio de janeiro,RJ,1,credit_card,1,726.6,1800.0,37.0,22.0,40.0,1
vmh6tvoBFYEO,6NcvtYVtwgZ3,2WVJh13Ip48Y,60.09,84.39,w6rYZcAeFX2A,,2018-02-19 17:20:06,2018-02-19 17:30:30,,,3,1,0,4,0,4,0,3,0.0,auto,5792,saquarema,RJ,1,credit_card,10,144.48000000000002,1200.0,20.0,10.0,20.0,1
nWoPb5yPpHwK,fco3Pgxbc1qx,Uhxp4jLBVzJq,150.82,48.47,1otj4CbpiU0H,,2018-08-11 17:16:14,2018-08-11 17:30:14,,,1,3,0,4,0,4,0,3,0.0,toys,6310,rio de janeiro,RJ,1,credit_card,1,199.29,1000.0,40.0,8.0,20.0,1
PMgcb4lAWGxj,XVdztkjHbdrM,B907Fr0zbIbQ,395.6,42.2,CMg62tpCszZJ,,2017-06-01 00:13:42,2017-06-01 01:22:30,,,0,4,0,4,0,4,1,2,-19.33333333333333,auto,70673,sao paulo,SP,1,credit_card,1,437.8,1125.0,20.0,17.0,17.0,1
IAdoJpMCA9xI,jspNdsw2tDFd,bU7LtPLabT06,54.98,32.34,eGUU5qRRlBP0,,2018-02-14 21:21:34,2018-02-15 21:15:32,,,3,1,0,4,0,4,2,1,-8.0,bed_bath_table,63600,campinas,SP,1,credit_card,1,87.32,200.0,26.0,6.0,19.0,1
wTEGnlBnQFw3,kbNNLsFohTjp,VyDYXaRCd51S,692.0,84.96,vGVKFGqw1JMZ,,2017-09-24 20:25:49,2017-09-24 20:44:03,,,3,1,3,1,0,4,2,1,-14.0,toys,45810,sao paulo,SP,4,voucher,1,776.96,700.0,20.0,9.0,14.0,1
AFLNVFXzBtue,5zK5dnx9mY7l,fPb06UMDTWgq,170.49,64.27,APZww5mmONSy,,2017-07-03 11:16:13,2017-07-04 11:24:07,,,0,4,0,4,0,4,2,1,-8.8,toys,21842,rio manso,MG,1,credit_card,10,234.76,2650.0,53.0,15.0,13.0,1
W7FdBROTYaNu,JPJ66l1zE5Yh,cg1i1HoJJWle,20.49,53.01,InXzJasfVIOY,,2018-07-25 21:34:44,2018-07-25 21:45:15,,,1,3,0,4,0,4,0,3,0.0,toys,16207,brasilia,DF,1,credit_card,1,73.5,283.0,24.0,23.0,20.0,1
tV8WzT9ucSHo,UWYRNpSCLZRV,HQ4j3Fr6B61e,124.9,26.97,312LJeAhUryp,,2018-02-20 11:37:45,2018-02-20 11:50:31,,,3,1,0,4,0,4,2,1,-11.0,toys,3822,conchas,SP,1,credit_card,2,151.87,2900.0,61.0,8.0,61.0,1
xKeW0DtCyJHr,PyjlDSHRGdSt,al4fWZ5NFQzG,223.87,5.7,lLlvIfkUSrK4,,2018-05-08 17:02:30,2018-05-08 17:31:01,,,1,3,0,4,3,1,2,1,-13.523809523809524,toys,7091,franca,SP,1,credit_card,10,229.57,1850.0,24.0,36.0,23.0,1
GT4ELcEGDz4X,yElMdkZmEJkN,9FtIwdXQUWIz,10.49,159.11,M9rzUaPm6AQX,,2018-01-16 10:17:11,2018-01-16 10:29:53,,,3,1,0,4,0,4,2,1,-12.333333333333334,housewares,36760,montes claros,MG,1,credit_card,2,169.60000000000002,6250.0,53.0,23.0,28.0,1
s7jEi4whveb2,ZA2qNMNFYYp8,K0qPVGdA91KO,139.99,79.33,LDlYitWDm0K1,,2018-05-16 21:10:10,2018-05-16 21:35:56,,,1,3,0,4,0,4,0,3,0.0,toys,95355,sao paulo,SP,1,credit_card,6,219.32,3100.0,30.0,30.0,25.0,1
ARSsEzA9t1xS,8Tlb7Xc9LP3L,I1tzIpbuBorJ,212.99,28.93,d7xI2VCooMnD,,2018-08-08 17:06:34,2018-08-08 17:15:24,,,1,3,0,4,0,4,2,1,-9.666666666666666,bed_bath_table,8564,sao paulo,SP,1,credit_card,2,241.92000000000002,1050.0,35.0,10.0,45.0,1
zKmYzncDH87L,qaYjkndnxokL,zYyNXNKVF2Bn,399.2,110.14,1whwnuP8Gv3C,,2017-04-26 09:36:59,2017-04-28 11:47:04,,,0,4,0,4,0,4,2,1,-9.0,housewares,3942,santana de parnaiba,SP,1,wallet,1,509.34,1000.0,29.0,19.0,21.0,1
GKPhcNXYjnjP,UCaDMBHd1vuf,v7C619QzbXVy,109.6,110.14,Wz9id8mwaXPz,,2017-03-01 14:50:29,2017-03-02 06:45:14,,,0,4,0,4,0,4,2,1,-8.0,toys,1534,lavras,MG,1,wallet,1,219.74,2800.0,40.0,8.0,40.0,1
mkT3Uf8Gtgmk,VhULslFRVPHQ,ZsDn106jXrgr,157.99,100.84,FfDSJpwlThGC,,2017-08-09 16:21:06,2017-08-10 10:25:08,,,0,4,0,4,0,4,0,3,0.0,toys,86770,ferraz de vasconcelos,SP,1,credit_card,10,258.83000000000004,13500.0,55.0,25.0,35.0,1
K28AG9CichWc,C9UldZ7sj0UE,FlYmRQLYPlRf,159.9,18.93,L5Cr1quyQisn,,2018-06-23 12:14:03,2018-06-23 12:34:56,,,1,3,0,4,0,4,2,1,-8.0,toys,48925,curitiba,PR,1,credit_card,6,178.83,2250.0,22.0,22.0,22.0,1
D5nEooJ29fBU,58oJAdWffkyQ,NSTd0PXlulDm,107.63,6.25,ouukZLhsgyb2,,2018-05-19 10:15:35,2018-05-19 10:30:48,,,1,3,0,4,0,4,2,1,-13.5,baby,3272,barueri,SP,1,credit_card,3,113.88,2300.0,36.0,30.0,19.0,1
wMy62jra78Wx,GKdOuHdQrcS9,2cg7E5j1pzxq,453.7,67.11,P0Ufqm1rRZdS,,2017-08-02 15:18:38,2017-08-02 15:30:17,,,0,4,0,4,0,4,2,1,-13.176470588235292,kitchen_dining_laundry_garden_furniture,8771,maua,SP,1,voucher,1,520.81,975.0,41.0,12.0,12.0,1
TXTrD1x3LMZY,0UOfS4VoLhuJ,V15yYSGTt7kt,199.96,39.6,ykdtXUOiVbuB,,2018-01-24 12:33:57,2018-01-25 12:31:18,,,3,1,0,4,0,4,1,2,-18.0,construction_tools_construction,86280,sao paulo,SP,1,voucher,1,239.56,3000.0,25.0,20.0,25.0,1
RFW6pAeeH2mQ,VgnrBMhSrbbH,V3iKL8r9W9NR,61.1,62.74,weoUCeLbiM3x,,2018-08-20 12:23:20,2018-08-20 15:36:15,,,1,3,0,4,0,4,0,3,0.0,toys,73980,cerqueira cesar,SP,1,credit_card,4,123.84,6375.0,53.0,24.0,38.0,1
LWGBtYHcFrKp,X9sl5gbsIDb6,RKad98cTxhSb,493.9,83.6,S36xl5PTdKv7,,2018-02-04 07:44:16,2018-02-04 07:55:27,,,3,1,3,1,3,1,2,1,-9.398601398601398,toys,44800,sao paulo,SP,1,credit_card,2,577.5,1825.0,53.0,10.0,40.0,1
LMjFYSRLwVfW,MCpcB88Db8FO,RKad98cTxhSb,311.95,68.99,7Kx4wSSYZAII,,2017-08-10 16:07:21,2017-08-10 16:25:17,,,0,4,3,1,0,4,2,1,-11.0,toys,29735,guaruja,SP,2,voucher,1,380.94,1500.0,45.0,15.0,35.0,1
3w5TLXD3V1fO,DclGbQjGchdu,EfrTKO2PD11W,31.5,65.05,NWFdYtsOAgBL,,2018-04-17 21:01:58,2018-04-17 21:15:10,,,1,3,0,4,0,4,2,1,-14.0,toys,75970,sao paulo,SP,1,credit_card,7,96.55,2450.0,81.0,7.0,40.0,1
iwGYMQNx3uVG,CLZ9JZqycnNT,SSiPMxP6t9t9,261.0,69.23,IkfFb2kWx4Xc,,2017-09-02 20:38:29,2017-09-05 04:24:12,,,0,4,0,4,0,4,0,3,-3.142857142857143,,41311,santos,SP,1,wallet,1,330.23,10750.0,34.0,20.0,30.0,1
0uWJ6JqhtBMY,WWzH6bAglTBh,RKad98cTxhSb,179.38,73.63,R1eUlyHtL5fz,,2017-11-23 22:18:48,2017-11-23 22:29:03,,,3,1,0,4,0,4,2,1,-11.818181818181818,bed_bath_table,87705,vitoria de santo antao,PE,1,credit_card,10,253.01,3500.0,45.0,15.0,35.0,1
GwnFdwFEBFsp,0CbJQN6H0h7h,zxuW3NHLZsHD,87.99,20.51,CjhEoQtwFKZw,,2017-12-03 16:05:43,2017-12-03 16:13:58,,,3,1,0,4,0,4,0,3,-2.0,toys,1246,embu das artes,SP,1,credit_card,1,108.5,1100.0,20.0,15.0,15.0,1
mpi23RcssZC3,TJt3STfU5hPg,EfrTKO2PD11W,122.61,0.53,EEJ1tZkQ8alW,,2017-05-27 21:29:28,2017-05-27 21:42:00,,,0,4,0,4,0,4,0,3,0.0,housewares,81925,curitiba,PR,1,credit_card,8,123.14,3200.0,81.0,7.0,60.0,1
B2nklkgYBUES,M8DMrSOecpSZ,3EIRvF91uvoZ,59.65,36.81,kvszkCBWyuuf,,2017-09-22 13:32:43,2017-09-22 14:35:09,,,3,1,0,4,0,4,0,3,0.0,garden_tools,22776,vitoria,ES,1,credit_card,8,96.46000000000001,10700.0,46.0,40.0,46.0,1
VfSnYykxVann,m8Yt7XB9Bb9P,RKad98cTxhSb,102.8,4.34,hdWu9ZPzWkTT,,2018-01-03 20:56:22,2018-01-05 02:35:13,,,3,1,0,4,0,4,2,1,-12.375,toys,13608,curitiba,PR,1,wallet,1,107.14,1200.0,23.0,18.0,43.0,1
61VoUBhm2yi1,cFGoe7WovIoX,9fFFM6RBxCkT,367.0,38.63,WllMrahC58d6,,2018-06-09 09:33:47,2018-06-09 09:52:03,,,1,3,0,4,0,4,2,1,-17.53846153846154,toys,25036,jundiai,SP,1,credit_card,1,405.63,450.0,25.0,25.0,25.0,1
yXbOElZa2AZA,BnXT33sSTCCM,Uhxp4jLBVzJq,106.6,34.7,J4yMoi0CpGVV,,2018-04-08 13:04:47,2018-04-08 13:30:14,,,1,3,0,4,0,4,2,1,-14.666666666666666,bed_bath_table,88040,sao paulo,SP,1,credit_card,8,141.3,6050.0,60.0,10.0,60.0,1
4dTEPYEAYAKF,ZYbzsNwdl8at,MdWxBEep7ZnV,239.36,105.32,32e6tmzpIn4X,,2017-05-28 19:05:43,2017-05-28 19:15:12,,,0,4,0,4,0,4,0,3,0.0,toys,25235,araxa,MG,1,credit_card,8,344.68,1700.0,42.0,10.0,42.0,1
L4tl7dqj1f5d,kJHInvTGUGys,RKad98cTxhSb,91.3,56.27,obbMmK75HKxV,,2017-09-26 20:48:50,2017-09-26 21:04:51,,,3,1,0,4,0,4,0,3,0.0,bed_bath_table,2247,maua,SP,1,credit_card,10,147.57,1900.0,36.0,7.0,29.0,1
EOZcjQH3CzmY,m23rlOhANACL,tNJnfkCxzhmN,12.35,82.19,afKg8IbtlBrp,,2018-03-08 23:56:20,2018-03-09 02:02:48,,,1,3,0,4,0,4,2,1,-13.666666666666666,bed_bath_table,12043,sao jose do rio preto,SP,1,credit_card,3,94.53999999999999,1050.0,16.0,10.0,16.0,1
teqBhNxX5h9y,uhR7YKVFm3CF,K0qPVGdA91KO,161.0,51.54,nJs4aGlW1PQw,,2018-05-27 20:41:52,2018-05-27 20:54:55,,,1,3,3,1,3,1,2,1,-11.985294117647058,toys,88906,pirapozinho,SP,1,credit_card,1,212.54,1400.0,20.0,30.0,20.0,1
LtcRdQiE1kYw,GcczNYiR3qNe,ZsDn106jXrgr,72.4,64.55,iEMPeUJVHCgh,,2017-12-18 23:51:12,2017-12-20 06:54:32,,,3,1,0,4,0,4,2,1,-10.5,bed_bath_table,36506,governador valadares,MG,1,wallet,1,136.95,650.0,31.0,13.0,20.0,1
Ah6TTxv5J1qu,zEwXtTYPNMLF,AvTLykupHOIB,197.7,57.3,lvvD6EtUpiXN,,2017-10-17 13:06:29,2017-10-18 13:06:21,,,3,1,0,4,0,4,2,1,-12.0,toys,79995,sao paulo,SP,1,credit_card,3,255.0,1100.0,33.0,9.0,38.0,1
IKDcSJPfZY2r,37zXiOwIbqPR,SSiPMxP6t9t9,820.05,17.44,YKIUWW3ugZ45,,2017-10-05 06:36:34,2017-10-06 02:25:16,,,3,1,0,4,0,4,2,1,-7.166666666666667,toys,32421,pitangui,MG,1,wallet,1,837.49,8750.0,45.0,28.0,45.0,1
jSpShw8WAUXE,S0qO6v2W7EYG,KglG11I7GwM2,111.27,16.37,q8gXb8jvBZYk,,2018-04-22 20:07:53,2018-04-24 18:35:38,,,1,3,0,4,0,4,0,3,0.0,housewares,24471,taubate,SP,1,credit_card,7,127.64,3100.0,18.0,18.0,18.0,1
Rx5avQ7Ncn5j,T2xpbQd9IyDy,VyDYXaRCd51S,213.0,63.17,dSywNLy4odq8,,2018-03-13 13:32:06,2018-03-13 14:31:44,,,1,3,0,4,0,4,2,1,-14.333333333333334,toys,3251,montanha,ES,1,credit_card,6,276.17,2000.0,35.0,10.0,50.0,1
62D5TV3GmjiH,irKpznocpsvf,N5BGxhFNHIz2,58.1,26.26,zi3Mn15vpCEq,,2018-05-08 22:44:18,2018-05-08 22:54:32,,,1,3,0,4,3,1,2,1,-13.727272727272728,toys,63220,sao paulo,SP,1,credit_card,8,84.36,1813.0,67.0,12.0,47.0,1
mzcF9H8mCkky,qwwmgwg8mrv9,cJjMnhGSG3Hz,368.8,65.77,l1kKZT9V422s,,2018-04-20 12:49:21,2018-04-24 19:21:59,,,1,3,0,4,0,4,2,1,-9.75,housewares,30882,cascavel,PR,1,credit_card,6,434.57,1050.0,100.0,3.0,15.0,1
6Td5RTCV4G6c,Oup1xnSnzA2h,ER8FZFwxIvYa,692.0,22.56,Qw1NR8CjwlVV,,2018-02-23 13:56:37,2018-02-23 14:15:47,,,3,1,0,4,0,4,1,2,-26.0,toys,35675,rondonopolis,MT,1,credit_card,4,714.56,1150.0,19.0,22.0,19.0,1
qSEWyV5dbj0W,IOQlQ2Qfdc8M,16pMg4KJ3hIj,153.75,30.66,grcMJ3qLszAC,,2017-05-22 09:38:37,2017-05-22 09:50:17,,,0,4,0,4,0,4,0,3,0.0,bed_bath_table,87203,rio claro,SP,1,credit_card,1,184.41,300.0,16.0,10.0,16.0,1
pZtMGDb2N2Ir,rCUelNRo9T4t,bZ34cS1Dgq6i,30.94,48.22,Y8ok2HYQMrJQ,,2017-05-22 15:46:17,2017-05-22 15:55:19,,,0,4,0,4,0,4,1,2,-21.0,toys,28375,goianesia,GO,1,credit_card,10,79.16,4000.0,47.0,14.0,20.0,1
oZBtcBmNFxEO,HsFiyFnoBoF8,3Alp7oIhUtGc,262.9,0.0,1kUdZEYfTYI3,,2018-05-04 22:43:20,2018-05-04 22:55:12,,,2,2,0,4,0,4,0,3,-0.5,toys,4357,rio de janeiro,RJ,1,credit_card,1,262.9,600.0,16.0,15.0,12.0,1
V7Bzw6ggUZGH,uSNYOCBfSH47,gdPm2G9oBKoO,335.99,90.26,g6v5CwS8qMw3,,2018-02-23 11:24:36,2018-02-23 11:49:34,,,3,1,0,4,0,4,2,1,-11.666666666666666,home_confort,5466,sao paulo,SP,1,credit_card,1,426.25,3200.0,20.0,30.0,46.0,1
GbEPg95FfZBm,LswKJohWurxv,IVBmMqVXGzPj,142.0,57.79,6qU9ruBZpolt,,2017-08-24 10:29:36,2017-08-24 10:35:22,,,0,4,0,4,0,4,2,1,-8.0,toys,88010,arroio do sal,RS,1,credit_card,20,199.79,30000.0,70.0,50.0,50.0,1
lgE1fRv1192O,7grztYpCkySJ,K0qPVGdA91KO,161.0,38.63,tz5yUaEZv3Ot,,2018-04-02 22:54:33,2018-04-02 23:10:16,,,1,3,2,2,3,1,2,1,-12.842105263157896,toys,21625,santa barbara d'oeste,SP,1,credit_card,5,199.63,850.0,20.0,25.0,20.0,1
BGq97d68hzyG,9NwzO0Pm0fDM,r7VxefoTVHbb,4099.99,16.77,taqtvrptxTKD,,2018-05-01 17:38:20,2018-05-03 04:12:48,,,1,3,1,3,1,3,2,1,-9.825065274151436,toys,68505,morrinhos,GO,1,wallet,1,4116.76,1550.0,30.0,22.0,30.0,1
oQuaKm2Y3hUp,MEiIU7uFIrE5,9fFFM6RBxCkT,55.55,12.63,k6ymxgAg2fDm,,2017-12-08 20:15:27,2017-12-12 03:51:23,,,3,1,0,4,0,4,1,2,-22.88888888888889,toys,40220,niteroi,RJ,1,wallet,1,68.17999999999999,3100.0,30.0,40.0,40.0,1
8IjR3wEnsRhf,0vbEvli2JYJu,RKad98cTxhSb,95.03,59.62,mcwQMiYLwCeE,,2017-10-22 13:20:33,2017-10-22 13:35:19,,,3,1,2,2,2,2,2,1,-10.313131313131311,toys,6363,diadema,SP,3,voucher,1,154.65,1383.0,50.0,10.0,40.0,1
KQ0qYAlgKPTk,rgK4p7LIBoM7,TD2AMTmc5Ixg,101.08,20.9,gqGMZ4vSPvnr,,2017-10-23 19:56:29,2017-10-23 20:14:23,,,3,1,0,4,0,4,2,1,-16.2,toys,98895,brasilia,DF,1,credit_card,1,121.97999999999999,150.0,25.0,10.0,16.0,1
jYI5qGVfclZO,jc2KN1D7pr83,cdhcscON47ip,424.2,15.99,pUvC1vkuA0Tj,,2017-06-26 10:49:44,2017-06-26 11:05:11,,,0,4,0,4,0,4,0,3,0.0,pet_shop,58305,santos,SP,1,credit_card,4,440.19,2900.0,83.0,82.0,12.0,1
dyEn9UAiB73m,V59IM3Iv7OY7,K0qPVGdA91KO,161.0,25.87,Ed4lbSSsDZTE,,2018-05-17 16:35:48,2018-05-19 03:13:03,,,1,3,3,1,0,4,2,1,-8.9,furniture_decor,88345,curitiba,PR,1,wallet,1,186.87,750.0,20.0,35.0,20.0,1
HdeKsQjjv7Nw,l9Q2nvAocXGk,16pMg4KJ3hIj,114.62,27.45,DnUqDTKF9xRT,,2017-12-26 19:18:51,2017-12-26 19:28:21,,,3,1,0,4,0,4,2,1,-10.727272727272728,toys,25265,sao paulo,SP,1,credit_card,2,142.07,1600.0,45.0,15.0,30.0,1
oQ8fuxBEt9k8,kxPAkTW4D30m,dPgh591KNQAz,58.6,55.35,Uauq5SMqJbRU,,2017-12-13 21:35:36,2017-12-13 21:49:01,,,3,1,0,4,0,4,0,3,0.0,auto,17526,rio claro,SP,1,credit_card,1,113.95,550.0,16.0,21.0,18.0,1
dwB6yWE2e1I6,hQbavh51vqwK,8mVLKV0XOTsx,167.0,33.9,bNJvfppedzQJ,,2017-06-12 13:14:11,2017-06-12 13:25:11,,,0,4,0,4,0,4,0,3,0.0,toys,8275,sao bernardo do campo,SP,1,voucher,1,200.9,1150.0,40.0,10.0,35.0,1
mN7PyZzNOFnu,VDEBigGAwD3J,RKad98cTxhSb,125.46,20.67,yHguDHlFO9x8,,2018-01-14 17:00:58,2018-01-15 09:35:20,,,3,1,2,2,3,1,2,1,-10.416666666666666,toys,6793,ibiam,SC,1,debit_card,1,146.13,1550.0,44.0,14.0,34.0,1
xX5C6gDkB6oh,SLTlrWtcYt1m,r7VxefoTVHbb,692.0,2.75,Y6A1jNaPRzki,,2017-09-22 14:02:12,2017-09-23 02:25:43,,,3,1,2,2,2,2,2,1,-9.890282131661442,toys,39530,praia grande,SP,1,wallet,1,694.75,1750.0,37.0,22.0,40.0,1
VhPNWXngrSMp,ULHcxahLel3g,AvTLykupHOIB,56.89,237.84,3Fesof108PTO,,2017-10-30 13:19:39,2017-10-30 13:31:17,,,3,1,0,4,0,4,0,3,0.0,toys,45203,itapeva,SP,1,credit_card,6,294.73,900.0,40.0,4.0,30.0,1
RCkOS8I2sPJT,ASxIA3qyOuSi,DXEUTLuphyfj,54.95,50.38,hKF7YkGWXCVL,,2018-06-04 15:29:14,2018-06-04 15:51:50,,,1,3,0,4,0,4,1,2,-21.4,housewares,97040,sao paulo,SP,1,credit_card,1,105.33000000000001,300.0,25.0,10.0,36.0,1
KHMlFEEWVERD,lE9WbdyPBdat,IVBmMqVXGzPj,455.0,54.43,mz9TDuxlu2Kt,,2018-06-20 19:11:56,2018-06-20 19:39:40,,,1,3,3,1,0,4,1,2,-18.0,toys,58429,registro,SP,4,voucher,1,509.43,30000.0,60.0,30.0,50.0,1
r5ErboarGHYa,TnByLMoX4x33,BWczKEOZMEFy,2899.0,15.67,pFPhe7rYEFqa,,2018-03-08 16:01:18,2018-03-08 17:01:02,,,3,1,3,1,0,4,2,1,-8.6,furniture_decor,24934,belo horizonte,MG,1,credit_card,2,2914.67,350.0,69.0,11.0,11.0,1
AcBz3KsLQ9zI,tJ2JxbFohaOM,BUqNP64b1AeL,820.0,38.66,5jDrBkPKMS3O,,2017-12-05 21:57:17,2017-12-05 22:10:11,,,3,1,0,4,0,4,2,1,-9.0,toys,59790,aguas vermelhas,MG,1,credit_card,3,858.66,150.0,30.0,10.0,20.0,1
7sqP5Bdfz983,uAoOMo22UMav,IWOf3FsBgQtM,145.69,89.73,hfSvGx1vyYHk,,2017-01-21 06:58:31,2017-01-21 07:10:09,,,0,4,3,1,0,4,1,2,-40.30769230769231,toys,1122,mogi-guacu,SP,1,credit_card,1,235.42000000000002,300.0,16.0,5.0,11.0,1
arMWZR4Z8LsD,NJViTnKS7TMz,9IoQ4CUO45Pc,319.29,80.84,iUy2jwRza9OA,,2018-03-20 16:13:06,2018-03-21 09:48:13,,,1,3,0,4,0,4,2,1,-9.9,toys,30644,sao jose dos campos,SP,1,credit_card,1,400.13,750.0,16.0,15.0,15.0,1
D5yfadLylArl,K1z2FiZKSL0L,eoYO9MccUByn,399.2,67.11,FBj9YGfSYgIT,,2017-07-17 21:13:47,2017-07-17 21:30:24,,,0,4,0,4,0,4,2,1,-10.666666666666666,toys,6162,presidente epitacio,SP,1,credit_card,1,466.31,850.0,35.0,10.0,25.0,1
taZTXjAafP3h,ZPEijJ71RZpF,V3iKL8r9W9NR,509.99,110.14,k9dxwO2dmBFD,,2017-04-09 17:21:29,2017-04-09 17:30:11,,,0,4,0,4,0,4,2,1,-6.0,toys,9600,contagem,MG,1,credit_card,2,620.13,1300.0,40.0,8.0,35.0,1
YSB0BHStpAPS,mY0sa6ljyR9j,8nCo4Zb12mDs,71.25,9.53,t6dsWlYZ0tl5,,2017-07-22 20:31:20,2017-07-22 20:45:13,,,0,4,0,4,0,4,0,3,0.0,toys,94460,nova fatima,PR,1,voucher,1,80.78,1900.0,26.0,26.0,25.0,1
xfBLsU8FO3mq,GJDZ0pGGxKH6,8mVLKV0XOTsx,71.8,104.98,AoHbOyKbCpDi,,2018-04-23 18:49:22,2018-04-24 19:04:53,,,1,3,0,4,0,4,2,1,-8.333333333333334,furniture_decor,59247,sao paulo,SP,1,credit_card,1,176.78,975.0,35.0,25.0,21.0,1
QFe9Y1E341SX,xJRyPvJqgafI,4SRv5bbOf4fh,128.99,43.69,WLaCoXIUHZ2t,,2017-11-24 13:04:14,2017-11-24 15:14:34,,,3,1,0,4,0,4,2,1,-6.625,toys,13058,barueri,SP,1,credit_card,10,172.68,1175.0,34.0,20.0,22.0,1
7cH9rP0L8QyU,9o9LBKfF7LNO,dSEHH0pKrdMJ,820.05,17.44,ueQSCrtvAtTz,,2017-12-23 11:43:52,2017-12-23 11:54:33,,,3,1,0,4,0,4,1,2,-28.0,toys,48830,sao paulo,SP,1,credit_card,1,837.49,1950.0,50.0,8.0,34.0,1
WDxwzOEmE7H6,hr2QLRpKxMxL,QwTHQ3NRUJGs,36.3,56.92,SPsPs6FDbK9h,,2017-09-05 22:04:38,2017-09-05 22:15:36,,,3,1,3,1,0,4,2,1,-16.833333333333332,toys,5711,timoteo,MG,1,credit_card,1,93.22,625.0,23.0,17.0,19.0,1
