year,week_of_year,city_rank,category_rank,quantity,price,ProductSeasonalPriority,ProductSalesPriority,delivery_delay,is_holiday_season,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2016,40,14,1.0,22,146.92,4.0,4.0,-70.5,0.0,20900.0,60.0,40.0,40.0
2016,40,14,5.0,20,247.0,4.0,4.0,-40.0,0.0,1100.0,31.0,11.0,26.0
2016,40,15,1.0,55,181.72,4.0,2.5,-66.5,0.0,602.75,37.0,13.25,27.25
2016,40,15,13.0,5,79.8,1.0,2.0,-128.0,0.0,610.0,22.0,14.0,16.0
2016,40,15,29.0,14,100.0,4.0,4.0,258.0,0.0,1800.0,20.0,40.0,21.0
2016,40,16,6.0,39,579.9,4.0,1.0,-128.0,0.0,900.0,28.0,18.0,14.0
2016,40,17,1.0,55,425.44,4.0,1.0,-50.5,0.0,475.0,23.0,11.5,17.5
2016,40,17,5.0,38,509.99,4.0,4.0,-51.0,0.0,1000.0,40.0,6.0,32.0
2016,40,17,13.0,4,79.8,1.0,2.0,-33.0,0.0,610.0,22.0,14.0,16.0
2016,40,18,1.0,16,128.635,4.0,2.5,100.0,0.0,787.5,16.0,13.0,16.5
2016,40,18,5.0,6,91.33,4.0,4.0,-128.0,0.0,1700.0,43.0,36.0,25.0
2016,40,18,11.0,8,114.9,4.0,4.0,-128.0,0.0,17400.0,50.0,40.0,40.0
2016,40,18,13.0,4,79.8,1.0,2.0,-38.0,0.0,610.0,22.0,14.0,16.0
2016,40,19,1.0,14,226.99,4.0,1.0,-11.0,0.0,10500.0,53.0,73.0,18.0
2016,40,20,18.0,2,42.79,4.0,1.0,-29.0,0.0,2250.0,22.0,15.0,20.0
2016,40,22,13.0,8,79.8,1.0,2.0,-128.0,0.0,610.0,22.0,14.0,16.0
2016,40,25,1.0,7,131.1,4.0,1.0,-44.0,0.0,375.0,16.0,13.0,15.0
2016,40,26,1.0,1,10.1,4.0,1.0,-46.0,0.0,10700.0,32.0,63.0,32.0
2016,40,26,2.0,76,669.9,3.0,4.0,-86.5,0.0,429.0,19.0,16.0,18.0
2016,40,27,1.0,22,188.8,4.0,4.0,-46.0,0.0,2500.0,39.0,9.0,29.0
2016,40,29,1.0,75,738.4449999999999,3.0,3.0,-39.0,0.0,775.0,22.0,9.0,20.5
2016,40,30,1.0,13,139.965,4.0,2.5,-84.5,0.0,7575.0,41.0,29.0,30.5
2016,40,30,13.0,20,465.52,3.0,1.0,-42.0,0.0,541.0,21.0,15.0,16.0
2016,40,32,29.0,36,149.08,4.0,1.0,-44.0,0.0,600.0,20.0,14.0,20.0
2016,40,33,1.0,1,23.95,4.0,4.0,-23.0,0.0,1836.0,33.0,28.0,20.0
2016,40,34,1.0,6,128.99,4.0,4.0,1.0,0.0,1400.0,20.0,20.0,20.0
2016,40,36,16.0,1,21.0,4.0,1.0,-18.0,0.0,25400.0,64.0,30.0,74.0
2016,40,38,1.0,51,491.27,2.0,3.0,-62.333333333333336,0.0,2214.3333333333335,17.666666666666668,26.333333333333332,17.0
2016,40,41,1.0,3,111.27,4.0,4.0,-33.0,0.0,3100.0,28.0,28.0,50.0
2016,40,41,13.0,3,106.6,4.0,4.0,-128.0,0.0,408.0,20.0,14.0,17.0
2016,40,42,1.0,2,76.99,4.0,4.0,-48.0,0.0,900.0,30.0,20.0,20.0
2016,40,45,1.0,1,31.0,4.0,4.0,-35.0,0.0,450.0,30.0,5.0,30.0
2016,40,46,1.0,12,168.1,4.0,4.0,-43.333333333333336,0.0,960.3333333333334,35.333333333333336,27.666666666666668,22.333333333333332
2016,40,47,1.0,2,95.03,4.0,4.0,-42.0,0.0,7600.0,55.0,33.0,40.0
2016,40,48,2.0,7,339.0,4.0,4.0,-40.0,0.0,2400.0,30.0,20.0,20.0
2016,40,49,1.0,4,164.98,4.0,1.0,-56.0,0.0,1500.0,65.0,15.0,15.0
2016,40,49,11.0,1,45.53,4.0,4.0,250.0,0.0,24000.0,61.0,67.0,33.0
2016,40,51,1.0,1,13.3,4.0,1.0,-26.0,0.0,2550.0,35.0,28.0,22.0
2016,40,52,1.0,9,692.0,2.0,3.0,-42.0,0.0,100.0,20.0,20.0,20.0
2016,40,52,2.0,1,56.89,4.0,4.0,-31.0,0.0,1400.0,20.0,20.0,20.0
2016,40,52,38.0,11,820.0,4.0,1.0,-40.0,0.0,9000.0,16.0,5.0,33.0
2016,40,54,1.0,13,647.525,4.0,2.5,-35.0,0.0,1350.0,28.0,6.0,23.0
2016,40,56,4.0,1,111.27,4.0,4.0,-36.0,0.0,300.0,20.0,5.0,20.0
2016,40,56,11.0,1,161.0,4.0,4.0,-128.0,0.0,300.0,35.0,3.0,26.0
2016,40,56,13.0,1,79.8,1.0,2.0,-28.0,0.0,610.0,22.0,14.0,16.0
2016,40,57,1.0,5,820.0,4.0,4.0,-32.0,0.0,400.0,35.0,7.0,27.0
2016,40,59,4.0,1,639.0,3.0,1.0,-39.0,0.0,400.0,70.0,10.0,20.0
2016,40,60,1.0,2,105.52000000000001,4.0,2.5,-88.0,0.0,6250.0,43.5,25.5,29.0
2016,40,61,13.0,1,169.99,4.0,4.0,-128.0,0.0,635.0,20.0,17.0,17.0
2016,40,62,1.0,1,95.03,4.0,1.0,-35.0,0.0,2138.0,77.0,26.0,18.0
2016,40,64,1.0,1,111.27,4.0,1.0,-34.0,0.0,200.0,25.0,42.0,25.0
2016,40,67,1.0,2,142.14,4.0,4.0,-35.0,0.0,1900.0,47.0,11.0,25.0
2016,40,68,1.0,1,290.0,4.0,1.0,-41.0,0.0,600.0,21.0,14.0,21.0
2016,40,70,1.0,1,119.89,4.0,1.0,-33.0,0.0,413.0,19.0,12.0,15.0
2016,40,70,31.0,2,107.63,4.0,4.0,-24.0,0.0,5524.0,42.0,37.0,28.0
2016,40,77,1.0,1,97.05,4.0,1.0,-128.0,0.0,2300.0,45.0,25.0,20.0
2016,40,80,1.0,1,329.93,4.0,4.0,-41.0,0.0,500.0,20.0,20.0,20.0
2016,40,82,5.0,1,150.82,4.0,4.0,-24.0,0.0,1800.0,40.0,8.0,30.0
2016,40,84,1.0,2,114.045,4.0,4.0,-87.5,0.0,1233.5,28.0,20.0,19.0
2016,40,85,1.0,1,122.0,4.0,1.0,-44.0,0.0,4700.0,40.0,30.0,30.0
2016,40,99,1.0,7,148.99142857142857,4.0,1.4285714285714286,64.14285714285714,0.0,1132.142857142857,33.285714285714285,12.571428571428571,21.0
2016,40,100,1.0,3,692.0,1.0,4.0,-48.0,0.0,1000.0,20.0,20.0,20.0
2016,40,103,1.0,1,389.89,4.0,4.0,-61.0,0.0,1800.0,38.0,12.0,35.0
2016,40,104,1.0,1,849.5,3.0,4.0,-23.0,0.0,2050.0,40.0,11.0,34.0
2016,40,107,1.0,1,56.89,4.0,1.0,-66.0,0.0,1333.0,24.0,23.0,25.0
2016,40,111,2.0,1,56.89,4.0,4.0,-128.0,0.0,1400.0,20.0,20.0,20.0
2016,40,112,5.0,1,111.27,4.0,4.0,-32.0,0.0,1500.0,42.0,14.0,32.0
2016,40,115,1.0,1,128.99,4.0,4.0,-128.0,0.0,1400.0,20.0,20.0,20.0
2016,40,116,1.0,1,2899.0,2.0,4.0,-53.0,0.0,7550.0,35.0,35.0,35.0
2016,40,118,1.0,1,214.49,4.0,4.0,251.0,0.0,400.0,20.0,20.0,20.0
2016,40,125,31.0,1,107.63,4.0,4.0,-25.0,0.0,5524.0,42.0,37.0,28.0
2016,40,127,1.0,1,403.9,4.0,4.0,-128.0,0.0,433.0,24.0,12.0,15.0
2016,40,142,1.0,1,12.26,4.0,1.0,-23.0,0.0,5470.0,48.0,27.0,42.0
2016,40,152,1.0,1,117.48,4.0,1.0,234.0,0.0,900.0,30.0,35.0,40.0
2016,40,154,1.0,1,231.27,4.0,1.0,-35.0,0.0,5000.0,17.0,30.0,30.0
2016,40,158,13.0,1,79.8,1.0,2.0,-34.0,0.0,610.0,22.0,14.0,16.0
2016,40,165,1.0,1,58.1,4.0,1.0,-41.0,0.0,500.0,20.0,10.0,20.0
2016,40,168,1.0,3,107.51333333333332,4.0,2.0,-95.33333333333333,0.0,3633.3333333333335,17.333333333333332,8.333333333333334,13.666666666666666
2016,40,176,1.0,1,101.75,4.0,4.0,-128.0,0.0,2750.0,50.0,50.0,16.0
2016,40,202,14.0,2,128.99,4.0,4.0,-34.0,0.0,1260.0,36.0,8.0,30.0
2016,40,209,1.0,1,475.0,1.0,4.0,-55.0,0.0,1400.0,32.0,6.0,28.0
2016,40,220,1.0,1,113.49,4.0,1.0,227.0,0.0,1000.0,16.0,11.0,11.0
2016,40,223,1.0,1,2799.65,4.0,1.0,263.0,0.0,400.0,19.0,7.0,17.0
2016,40,226,1.0,1,127.77,4.0,4.0,-25.0,0.0,300.0,16.0,2.0,11.0
2016,40,230,5.0,1,38.94,4.0,4.0,-21.0,0.0,850.0,69.0,11.0,11.0
2016,40,232,1.0,1,136.9,4.0,1.0,-128.0,0.0,900.0,20.0,20.0,20.0
2016,40,234,1.0,1,35.98,4.0,4.0,255.0,0.0,900.0,16.0,34.0,34.0
2016,40,237,1.0,1,297.9,4.0,4.0,-42.0,0.0,2000.0,35.0,15.0,25.0
2016,40,248,1.0,1,61.7,4.0,1.0,245.0,0.0,404.0,22.0,14.0,17.0
2016,40,250,1.0,1,368.8,4.0,4.0,-50.0,0.0,100.0,17.0,17.0,17.0
2016,40,251,1.0,1,89.81,4.0,1.0,-34.0,0.0,443.0,21.0,13.0,17.0
2016,40,261,1.0,1,89.1,4.0,4.0,-40.0,0.0,5250.0,51.0,15.0,52.0
2016,40,266,1.0,2,247.115,4.0,2.5,-48.0,0.0,1269.0,52.0,17.0,16.5
2016,40,267,9.0,1,145.99,4.0,1.0,-45.0,0.0,100.0,20.0,20.0,20.0
2016,40,274,1.0,1,3089.0,4.0,1.0,-41.0,0.0,373.0,21.0,11.0,17.0
2016,40,284,4.0,1,162.7,4.0,4.0,-128.0,0.0,5100.0,60.0,30.0,30.0
2016,40,287,11.0,1,139.4,4.0,4.0,-128.0,0.0,795.0,30.0,15.0,26.0
2016,40,289,12.0,1,2899.0,1.0,4.0,-43.0,0.0,1700.0,25.0,26.0,83.0
2016,40,296,1.0,1,12.26,4.0,1.0,-29.0,0.0,7811.0,45.0,28.0,46.0
2016,40,299,1.0,1,669.9,4.0,1.0,-128.0,0.0,400.0,18.0,16.0,16.0
2016,40,301,1.0,1,406.05,4.0,1.0,-128.0,0.0,1800.0,55.0,20.0,45.0
2016,40,310,1.0,1,692.0,4.0,4.0,-36.0,0.0,1100.0,31.0,11.0,26.0
2016,40,310,5.0,1,966.9,1.0,4.0,-128.0,0.0,3800.0,42.0,16.0,26.0
2016,40,322,1.0,1,167.0,4.0,1.0,-54.0,0.0,175.0,18.0,3.0,12.0
2016,40,334,2.0,1,692.0,1.0,4.0,-128.0,0.0,1300.0,20.0,20.0,20.0
2016,40,335,1.0,1,49.38,4.0,1.0,-128.0,0.0,300.0,17.0,26.0,12.0
2016,40,341,1.0,2,820.05,3.0,4.0,-87.0,0.0,300.0,37.0,23.0,24.0
2016,40,349,1.0,1,89.81,4.0,1.0,-44.0,0.0,443.0,21.0,13.0,17.0
2016,40,374,1.0,1,135.0,4.0,4.0,-46.0,0.0,2500.0,16.0,32.0,17.0
2016,40,377,14.0,1,399.2,4.0,1.0,-44.0,0.0,300.0,30.0,10.0,20.0
2016,40,390,1.0,1,226.99,4.0,1.0,-20.0,0.0,10500.0,53.0,73.0,18.0
2016,40,406,5.0,1,150.82,4.0,1.0,-46.0,0.0,1100.0,30.0,11.0,11.0
2016,40,409,1.0,4,107.63,4.0,4.0,-48.5,0.0,5333.0,38.0,38.0,27.0
2016,40,414,1.0,1,692.0,2.0,3.0,-58.0,0.0,100.0,20.0,20.0,20.0
2016,40,466,1.0,2,699.9,4.0,1.0,-86.0,0.0,200.0,21.0,7.0,13.0
2016,40,470,1.0,1,50.89,3.0,1.0,-128.0,0.0,8975.0,35.0,52.0,36.0
2016,40,484,2.0,1,56.89,4.0,4.0,-23.0,0.0,1400.0,20.0,20.0,20.0
2016,40,592,1.0,1,238.4,4.0,4.0,-128.0,0.0,20200.0,90.0,60.0,20.0
2016,40,675,1.0,1,36.5,4.0,1.0,-128.0,0.0,400.0,16.0,16.0,16.0
2016,40,708,1.0,1,42.89,4.0,4.0,-128.0,0.0,200.0,16.0,4.0,11.0
2016,40,711,1.0,1,122.0,4.0,1.0,-13.0,0.0,4700.0,35.0,22.0,32.0
2016,40,713,2.0,1,509.99,3.0,1.0,-51.0,0.0,1029.0,20.0,15.0,17.0
2016,40,737,1.0,1,128.99,4.0,4.0,-37.0,0.0,925.0,40.0,20.0,40.0
2016,40,750,1.0,1,299.45,4.0,4.0,-128.0,0.0,28500.0,105.0,65.0,25.0
2016,40,764,2.0,1,55.83,4.0,1.0,-23.0,0.0,879.0,31.0,15.0,24.0
2016,40,773,1.0,1,99.2,4.0,4.0,-128.0,0.0,30000.0,40.0,97.0,40.0
2016,40,853,1.0,1,95.03,4.0,4.0,-128.0,0.0,1400.0,80.0,8.0,15.0
2016,40,870,30.0,1,598.0,4.0,1.0,245.0,0.0,1500.0,25.0,6.0,19.0
2016,40,901,1.0,1,349.8,1.0,1.0,-128.0,0.0,1200.0,39.0,22.0,14.0
2016,40,964,23.0,1,83.36,4.0,1.0,-128.0,0.0,300.0,20.0,5.0,15.0
2016,40,975,1.0,1,12.26,4.0,1.0,-27.0,0.0,5470.0,48.0,27.0,42.0
2016,40,980,1.0,1,395.6,4.0,1.0,-128.0,0.0,350.0,20.0,30.0,40.0
2016,40,1038,1.0,2,399.2,4.0,4.0,-28.0,0.0,200.0,30.0,20.0,30.0
2016,40,1057,1.0,1,12.26,4.0,1.0,-30.0,0.0,5470.0,48.0,27.0,42.0
2016,40,1092,5.0,1,2139.99,2.0,4.0,-34.0,0.0,1900.0,28.0,19.0,21.0
2016,40,1155,1.0,1,12.26,4.0,1.0,-28.0,0.0,7811.0,45.0,28.0,46.0
2016,40,1156,1.0,1,692.0,1.0,4.0,-33.0,0.0,1000.0,20.0,20.0,20.0
2016,40,1156,2.0,1,692.0,1.0,4.0,-128.0,0.0,1300.0,20.0,20.0,20.0
2016,40,1183,1.0,1,509.99,3.0,4.0,259.0,0.0,1000.0,18.0,9.0,27.0
2016,40,1262,1.0,1,42.89,4.0,1.0,-46.0,0.0,300.0,21.0,12.0,12.0
2016,40,1295,1.0,3,100.0,4.0,4.0,-71.33333333333333,0.0,1266.6666666666667,33.0,8.0,23.0
2016,40,1295,3.0,1,100.0,4.0,4.0,-43.0,0.0,1200.0,33.0,8.0,23.0
2016,40,1305,1.0,2,692.0,1.0,4.0,-35.0,0.0,900.0,31.0,11.0,26.0
2016,40,1305,5.0,1,692.0,4.0,4.0,-35.0,0.0,900.0,31.0,11.0,26.0
2016,40,1393,6.0,2,849.5,4.0,1.0,-88.0,0.0,300.0,16.0,10.0,11.0
2016,40,1495,1.0,1,145.99,4.0,1.0,-128.0,0.0,1300.0,46.0,7.0,12.0
2016,40,1510,1.0,1,95.03,3.0,1.0,-30.0,0.0,341.0,20.0,18.0,16.0
2016,40,1525,4.0,1,145.99,4.0,4.0,-37.0,0.0,150.0,22.0,6.0,15.0
2016,40,1542,1.0,2,161.0,4.0,1.0,-46.0,0.0,250.0,22.0,2.0,14.0
2016,40,1550,1.0,1,12.26,4.0,1.0,-128.0,0.0,5470.0,48.0,27.0,42.0
2016,40,1747,1.0,2,43.97,4.0,4.0,58.5,0.0,9650.0,60.0,60.0,16.0
2016,40,1758,1.0,1,2899.0,2.0,4.0,-36.0,0.0,7550.0,35.0,35.0,35.0
2016,40,1825,1.0,2,198.5,4.0,4.0,-29.0,0.0,600.0,60.0,60.0,15.0
2016,40,1966,1.0,1,692.0,4.0,1.0,-128.0,0.0,7600.0,40.0,35.0,35.0
2016,40,1998,1.0,1,26.77,4.0,1.0,-35.0,0.0,300.0,17.0,8.0,13.0
2016,40,2036,1.0,1,349.8,1.0,4.0,-46.0,0.0,1500.0,33.0,25.0,11.0
2016,40,2249,1.0,1,107.63,4.0,4.0,-128.0,0.0,1200.0,70.0,8.0,15.0
2016,40,2406,1.0,1,21.5,4.0,1.0,257.0,0.0,200.0,16.0,12.0,11.0
2016,40,3065,1.0,1,150.99,4.0,1.0,-128.0,0.0,300.0,20.0,6.0,13.0
2016,40,3306,1.0,1,77.07,4.0,1.0,-128.0,0.0,3950.0,42.0,14.0,22.0
2016,40,3330,2.0,1,1122.0,3.0,4.0,-128.0,0.0,350.0,21.0,14.0,17.0
2016,40,3450,1.0,1,1500.0,4.0,1.0,248.0,0.0,200.0,36.0,9.0,20.0
2016,41,2,1.0,7,89.57,4.0,1.0,-8.0,0.0,90.0,18.0,7.0,13.0
2016,41,2,6.0,36,238.64,1.0,1.0,-31.0,0.0,200.0,16.0,23.0,19.0
2016,41,2,7.0,89,1001.0,1.0,4.0,-46.0,0.0,1500.0,32.0,5.0,28.0
2016,41,3,1.0,178,255.925,3.25,1.75,-94.875,0.0,725.0,38.0,10.5,25.75
2016,41,4,2.0,118,692.0,1.0,4.0,-128.0,0.0,1300.0,20.0,20.0,20.0
2016,41,6,6.0,48,579.9,4.0,1.0,-128.0,0.0,900.0,28.0,18.0,14.0
2016,41,6,19.0,12,128.99,4.0,4.0,-45.0,0.0,1250.0,35.0,20.0,45.0
2016,41,7,1.0,11,64.655,4.0,2.5,-46.0,0.0,1500.0,25.0,20.0,22.5
2016,41,9,1.0,7,100.0,4.0,1.0,-43.0,0.0,200.0,17.0,9.0,16.0
2016,41,10,27.0,60,779.9,4.0,1.0,-43.0,0.0,200.0,18.0,6.0,16.0
2016,41,12,1.0,51,692.0,1.0,4.0,-34.0,0.0,7000.0,43.0,35.0,50.0
2016,41,12,29.0,3,37.84,4.0,4.0,-128.0,0.0,950.0,26.0,17.0,24.0
2016,41,16,13.0,39,170.69999999999996,4.0,4.0,-30.0,0.0,400.0,16.0,10.0,11.0
2016,41,33,1.0,4,106.6,4.0,1.0,-46.0,0.0,900.0,38.0,24.0,38.0
2016,41,43,1.0,4,128.99,4.0,4.0,-16.0,0.0,1400.0,20.0,20.0,20.0
2016,41,46,29.0,3,115.92,4.0,4.0,-29.0,0.0,1500.0,20.0,34.0,36.0
2016,41,66,1.0,1,131.1,4.0,1.0,-14.0,0.0,1200.0,25.0,18.0,18.0
2016,41,67,1.0,1,66.3,4.0,1.0,-128.0,0.0,2050.0,41.0,31.0,31.0
2016,41,103,1.0,1,809.9,3.0,4.0,-128.0,0.0,7500.0,24.0,38.0,23.0
2016,41,185,1.0,1,757.15,3.0,1.0,-40.0,0.0,1000.0,29.0,13.0,13.0
2016,41,307,1.0,1,33.4,4.0,4.0,-58.0,0.0,175.0,16.0,10.0,18.0
2016,41,365,1.0,1,127.77,4.0,4.0,-45.0,0.0,150.0,16.0,16.0,11.0
2016,41,386,1.0,1,509.99,3.0,4.0,-37.0,0.0,100.0,16.0,6.0,11.0
2016,41,467,1.0,1,2899.0,4.0,1.0,-40.0,0.0,700.0,16.0,16.0,16.0
2016,41,489,2.0,1,274.49,4.0,1.0,-44.0,0.0,550.0,20.0,20.0,20.0
2016,41,680,1.0,1,84.55,4.0,4.0,-128.0,0.0,1600.0,35.0,13.0,35.0
2016,41,871,1.0,1,108.54,4.0,4.0,0.0,0.0,11113.0,58.0,55.0,24.0
2016,41,919,1.0,1,19.04,4.0,4.0,-40.0,0.0,1600.0,40.0,20.0,30.0
2016,41,977,9.0,1,42.89,4.0,1.0,-43.0,0.0,200.0,20.0,20.0,20.0
2016,41,1072,1.0,1,509.99,3.0,4.0,-28.0,0.0,200.0,16.0,7.0,11.0
2016,41,1087,1.0,1,131.1,4.0,1.0,-128.0,0.0,1200.0,25.0,18.0,18.0
2016,41,1593,1.0,1,52.37,4.0,1.0,-46.0,0.0,15600.0,26.0,18.0,86.0
2016,41,2006,1.0,1,475.0,4.0,4.0,-58.0,0.0,550.0,26.0,16.0,21.0
2016,41,2033,18.0,1,198.5,4.0,4.0,-128.0,0.0,150.0,16.0,5.0,20.0
2016,41,2594,1.0,1,820.05,4.0,1.0,-128.0,0.0,200.0,24.0,21.0,21.0
2016,51,5,1.0,38,215.94,2.0,4.0,-75.0,1.0,200.0,16.0,2.0,11.0
2017,1,1,1.0,11,109.82,4.0,4.0,-128.0,0.0,16300.0,30.0,30.0,30.0
2017,1,2,1.0,127,333.735,3.5,4.0,-29.5,0.0,1737.5,40.25,11.0,32.0
2017,1,2,5.0,14,75.25,4.0,4.0,-128.0,0.0,2200.0,42.0,12.0,37.0
2017,1,5,1.0,1612,222.32865853658538,2.2804878048780486,4.0,-48.329268292682926,0.0,195.1219512195122,16.0,2.0,11.0
2017,1,5,11.0,108,215.93999999999997,1.0,4.0,-77.5,0.0,200.0,16.0,2.0,11.0
2017,1,22,1.0,8,145.69,1.0,4.0,-34.0,0.0,200.0,16.0,2.0,11.0
2017,1,31,1.0,4,109.82,4.0,1.0,-25.0,0.0,150.0,28.0,13.0,22.0
2017,1,43,1.0,2,89.1,4.0,4.0,-128.0,0.0,1000.0,45.0,16.0,45.0
2017,1,67,1.0,5,424.0,3.0,1.0,-108.4,0.0,638.0,26.0,13.0,22.0
2017,1,80,46.0,1,500.0,4.0,1.0,-33.0,0.0,100.0,16.0,4.0,11.0
2017,1,145,1.0,1,335.99,4.0,4.0,-34.0,0.0,700.0,16.0,21.0,28.0
2017,1,227,1.0,1,93.02,4.0,1.0,-128.0,0.0,750.0,38.0,12.0,25.0
2017,1,234,1.0,1,28.82,4.0,1.0,-38.0,0.0,467.0,23.0,11.0,18.0
2017,1,305,1.0,1,669.9,4.0,4.0,-31.0,0.0,1000.0,36.0,24.0,24.0
2017,1,433,1.0,1,223.51,4.0,4.0,-128.0,0.0,4200.0,50.0,28.0,28.0
2017,1,1077,1.0,2,184.9,4.0,1.0,-23.0,0.0,3288.0,25.0,45.0,25.0
2017,1,2023,1.0,1,33.41,4.0,4.0,-21.0,0.0,300.0,16.0,13.0,13.0
2017,2,1,1.0,182,228.64625,4.0,3.25,-14.5,0.0,937.5,31.0,9.625,25.375
2017,2,1,2.0,20,198.5,4.0,4.0,-128.0,0.0,1600.0,16.0,10.0,14.0
2017,2,1,5.0,166,425.085,3.25,3.25,-81.75,0.0,1175.0,35.0,7.75,30.0
2017,2,2,1.0,78,146.45333333333335,3.0,3.0,-55.833333333333336,0.0,3016.6666666666665,31.166666666666668,18.166666666666668,26.333333333333332
2017,2,2,4.0,10,128.99,1.0,1.0,-29.0,0.0,3450.0,16.0,105.0,55.0
2017,2,2,5.0,20,107.63,4.0,4.0,-80.0,0.0,2500.0,35.0,9.0,25.0
2017,2,4,1.0,375,618.3642857142858,3.5714285714285716,3.2857142857142856,-35.57142857142857,0.0,1121.4285714285713,20.714285714285715,8.428571428571429,25.142857142857142
2017,2,5,1.0,66,437.36,2.5,2.5,-79.0,0.0,775.0,21.5,13.5,19.0
2017,2,6,1.0,72,836.99,2.0,4.0,-36.0,0.0,100.0,16.0,5.0,13.0
2017,2,7,6.0,28,399.2,1.0,1.0,2.0,0.0,100.0,18.0,11.0,14.0
2017,2,9,1.0,56,319.0,4.0,4.0,-35.0,0.0,1100.0,30.0,6.0,32.0
2017,2,9,5.0,14,184.65,4.0,1.0,-20.0,0.0,500.0,22.0,19.0,13.0
2017,2,10,1.0,65,849.5,1.0,4.0,-28.0,0.0,850.0,68.0,8.0,13.0
2017,2,15,1.0,20,150.99,4.0,1.0,-72.0,0.0,300.0,20.0,6.0,13.0
2017,2,24,1.0,1,18.04,3.0,1.0,-128.0,0.0,30000.0,42.0,105.0,47.0
