product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
d0gLt5qG6suy,toys,1200.0,32.0,28.0,13.0
G16XPtJuiBOe,toys,150.0,16.0,4.0,13.0
gkFvRSioMfLT,toys,237.0,16.0,16.0,16.0
qAJdy2rvA6Nv,toys,1050.0,22.0,9.0,12.0
vBG3fdRC0U7J,toys,2200.0,30.0,30.0,40.0
6gc28NXmxjiC,toys,363.0,16.0,4.0,11.0
x3MYuCDmKXil,toys,575.0,23.0,17.0,20.0
tB2oGrkUn3T5,toys,1100.0,24.0,4.0,24.0
nTdYWC9EsMzL,stationery,250.0,20.0,20.0,20.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
QQh3add5yA42,toys,250.0,25.0,7.0,14.0
Frot5FLjBR6q,toys,175.0,20.0,20.0,20.0
nleYDnRljyRR,toys,800.0,23.0,3.0,16.0
Hqi3PlXungqO,toys,2400.0,40.0,20.0,20.0
EsjZXaqqL5SG,toys,500.0,19.0,11.0,20.0
YwgHNvscHjW0,toys,167.0,17.0,16.0,16.0
8o27iVPsjrvn,computers_accessories,200.0,20.0,20.0,20.0
sZ5wMb8HMu6M,toys,300.0,20.0,4.0,18.0
KbN9lsh9uJef,garden_tools,150.0,16.0,2.0,11.0
6kzsO3fAg0UT,toys,1700.0,20.0,24.0,30.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0
P7YmM1JrfxgO,computers_accessories,800.0,35.0,12.0,15.0
TKNiFZxm7gs7,toys,350.0,16.0,2.0,20.0
VBy6T8nuWyMy,auto,50.0,17.0,10.0,15.0
KOdBiBN6BdOW,toys,150.0,19.0,10.0,15.0
Dpy0ivGUIZbf,toys,275.0,23.0,11.0,16.0
mLW3e88htVUA,toys,600.0,25.0,10.0,25.0
W11EKjDhLU8S,home_appliances,100.0,18.0,8.0,13.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0
5p34yHlx2OtC,toys,800.0,42.0,8.0,26.0
rpc533nr2KMl,toys,850.0,20.0,9.0,14.0
d77sYHwrvNb6,consoles_games,700.0,26.0,12.0,18.0
HClWJt2zIHqw,toys,4100.0,40.0,37.0,29.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
UpBx9hw8qVhN,toys,5450.0,23.0,24.0,23.0
8lFcvo9C9wbB,fashion_bags_accessories,300.0,20.0,10.0,20.0
ua99TuLWOUSc,market_place,175.0,17.0,10.0,19.0
dAz11YkQkoue,health_beauty,100.0,20.0,15.0,15.0
3hr001otfd42,toys,150.0,18.0,20.0,11.0
oGoQE6pH8wMX,toys,300.0,104.0,4.0,20.0
KIYt8ODpiQyI,toys,550.0,16.0,7.0,11.0
tEjoHkDlwfgW,toys,450.0,17.0,3.0,11.0
C0ZV4wrnC7a9,home_appliances,4550.0,27.0,13.0,17.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
4VIws8ixtz0J,toys,200.0,25.0,7.0,16.0
wdV7yJzaz3Su,toys,4338.0,17.0,12.0,14.0
DXG0TFaZjGHO,toys,200.0,16.0,7.0,11.0
diXfR20Ry7N3,computers_accessories,200.0,20.0,15.0,15.0
DwqOXp6wWYBc,toys,300.0,16.0,8.0,11.0
Cjq4di8arIUK,toys,200.0,16.0,16.0,16.0
i3RR3rlzZnM1,computers_accessories,300.0,22.0,5.0,16.0
vMNkrbsMMk0s,toys,300.0,16.0,9.0,11.0
gero47msJAuH,toys,4100.0,20.0,15.0,13.0
EG4wDSpFyTth,health_beauty,250.0,22.0,10.0,18.0
m9lIuV6TOthi,toys,517.0,39.0,11.0,13.0
Gvk6GWtgVh4r,toys,887.0,30.0,22.0,20.0
THGXRZufUKBc,toys,700.0,16.0,17.0,16.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
CiqlffKEv9bE,sports_leisure,13500.0,70.0,30.0,40.0
24AgwBMFEDBG,toys,480.0,18.0,11.0,14.0
y2MAnns4G96G,computers_accessories,207.0,19.0,11.0,14.0
5VAqP83HaX5S,telephony,100.0,19.0,3.0,11.0
11o3x3quwlxA,toys,2300.0,98.0,12.0,20.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
p4OJVkjqLIYy,toys,1000.0,20.0,12.0,21.0
8J8YIZXGpQkN,toys,5700.0,42.0,21.0,36.0
XVIu4wrydalt,toys,1500.0,16.0,8.0,16.0
yRrKrWyMF6HD,toys,525.0,25.0,10.0,35.0
ICb4opztefdl,toys,1250.0,49.0,10.0,34.0
4mMPfzYGac14,toys,300.0,35.0,5.0,25.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
K35ErlmYxmP3,toys,150.0,17.0,8.0,14.0
Kxzm6htBni1h,electronics,600.0,16.0,11.0,11.0
LqNug3U6tUf0,toys,1310.0,60.0,12.0,24.0
o1t7qs5Pvp0r,toys,100.0,25.0,7.0,16.0
5ppYQQO7KZYt,toys,125.0,16.0,12.0,14.0
MrDnVpqFoLqT,toys,1850.0,45.0,12.0,45.0
CDuJDwStnGwQ,toys,1700.0,20.0,24.0,30.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0
gbZKFYX43Vp2,toys,2467.0,38.0,15.0,24.0
ePkdyik8Yarq,toys,3950.0,43.0,15.0,32.0
DXG0TFaZjGHO,toys,200.0,16.0,7.0,11.0
Kng7s6klzhxE,toys,450.0,17.0,8.0,12.0
sNLeq710SzBt,toys,1000.0,42.0,42.0,14.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
IkgGn9HxKC7r,toys,550.0,21.0,12.0,20.0
cknJxv19AtA0,toys,300.0,16.0,8.0,11.0
rouH1tejy3SO,toys,1600.0,20.0,60.0,20.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
HhAtKukEU7VT,toys,1867.0,36.0,6.0,36.0
3B3FUMowpX3E,toys,1000.0,40.0,40.0,30.0
xdwAamTOt3Ba,toys,4300.0,50.0,20.0,20.0
3yk93DQoQpk3,toys,5000.0,40.0,10.0,40.0
hvWKcEV124VX,toys,15600.0,35.0,46.0,35.0
qilDjbibfweR,toys,300.0,16.0,2.0,20.0
bJlrTdzo7s1f,toys,27000.0,105.0,18.0,35.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
eESFuzoBJg5E,toys,117.0,18.0,6.0,12.0
V2XI2qJlQyVA,industry_commerce_and_business,7225.0,16.0,103.0,25.0
PaQRmMWcVBvM,toys,1400.0,27.0,10.0,17.0
vj1Q9kGjOug5,food_drink,200.0,20.0,12.0,15.0
ERHVaJoeGFkF,market_place,1300.0,33.0,6.0,22.0
CpPR0u9UXipe,computers_accessories,300.0,16.0,8.0,12.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
ZERA6htQikNZ,toys,4350.0,18.0,33.0,39.0
FBEbDE6iSj8Z,computers_accessories,140.0,22.0,14.0,14.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
pTzXgfNgSpW7,toys,150.0,23.0,8.0,12.0
YXLgnSbcUlKN,toys,200.0,16.0,2.0,20.0
e8ZqaQoymPcf,toys,5200.0,37.0,20.0,34.0
dw3iuqdKzB2C,toys,100.0,25.0,4.0,15.0
AMKIgKd1s17B,health_beauty,200.0,22.0,10.0,18.0
0soM9tOoCXa3,toys,600.0,17.0,7.0,12.0
FOdgABJRGXrS,toys,100.0,19.0,3.0,11.0
HcxzVO7t4pPL,telephony,325.0,40.0,10.0,11.0
hfEa3c65LTA2,toys,5950.0,20.0,20.0,20.0
ptNrqD6lH94n,toys,200.0,35.0,2.0,25.0
cNIQyQD7lRhk,toys,150.0,17.0,8.0,14.0
1Ds2HvWxpkv9,toys,50.0,16.0,16.0,17.0
C4MNIZebz8wg,toys,1582.0,31.0,31.0,35.0
MJd5ysuJ9wF1,health_beauty,600.0,33.0,19.0,13.0
XGtPb2KqluuP,toys,500.0,23.0,16.0,18.0
drQODUvqXLjk,toys,547.0,22.0,13.0,21.0
XQnvUd50SsJQ,watches_gifts,50.0,16.0,8.0,16.0
d4lgTZMuo2nN,toys,450.0,16.0,15.0,11.0
P22k6cGQeLxP,toys,875.0,35.0,14.0,14.0
FCc6TWUWdrfn,agro_industry_and_commerce,125.0,20.0,4.0,13.0
9Ra9OvTGUkvh,toys,400.0,16.0,4.0,11.0
0XyYmaoLSH4j,computers_accessories,180.0,16.0,9.0,16.0
R2u3pJSgF7Gr,toys,200.0,19.0,9.0,12.0
sW6tMAHux6f6,watches_gifts,250.0,16.0,2.0,20.0
0Kwvf0nc6vy2,baby,100.0,16.0,8.0,11.0
h6DZ76JHcZ0o,toys,4750.0,60.0,20.0,50.0
cip2jHhMY4pc,sports_leisure,3450.0,16.0,15.0,20.0
dInklYZ5HXma,toys,50.0,19.0,3.0,11.0
x76dlq1kplBh,toys,13100.0,37.0,50.0,37.0
wQAj5Nm58m17,toys,1550.0,40.0,20.0,20.0
f6w7qAiaZUNv,toys,100.0,18.0,6.0,11.0
pKxOnQZkDwOQ,toys,1800.0,30.0,50.0,30.0
axLBYi1XjP6J,toys,200.0,41.0,2.0,29.0
vc0h8nhLMhjR,toys,100.0,30.0,30.0,20.0
Y4LOuaOSwPzM,toys,800.0,17.0,28.0,11.0
Hmcijnur9oOg,consoles_games,700.0,20.0,15.0,20.0
LqemLFXtsUMx,toys,250.0,20.0,20.0,20.0
KoRGSXOt2wEV,toys,2300.0,16.0,32.0,11.0
sZPDopwjwXU1,auto,2450.0,30.0,30.0,30.0
gQmWktJ30VDv,toys,250.0,16.0,2.0,20.0
7Y9s1nKZwgT8,toys,188.0,16.0,11.0,12.0
BnICguJ7FAqS,toys,550.0,46.0,3.0,21.0
kFwCHCD7QAUG,fashion_bags_accessories,100.0,16.0,16.0,16.0
3UKRaMZJbCXh,toys,1200.0,40.0,31.0,31.0
yO7IRW63DLNB,computers_accessories,400.0,28.0,6.0,13.0
5a3fOLvOnQ3s,toys,396.0,18.0,11.0,14.0
K5iq4VCYBki3,toys,183.0,17.0,4.0,12.0
21McOahMq8xu,toys,167.0,21.0,10.0,12.0
HqcgHaEnbeXs,auto,2800.0,16.0,2.0,11.0
huOtiYFnpes9,toys,525.0,16.0,16.0,18.0
i6zLzwZZgX1F,toys,200.0,16.0,4.0,13.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
YeGiuIl5wEzT,toys,369.0,15.0,13.0,13.0
F2ZFaPrChBnM,toys,250.0,16.0,16.0,16.0
pwKC4WGEtMsM,housewares,350.0,22.0,8.0,19.0
E9OiMOkPkNam,toys,335.0,17.0,11.0,16.0
5O25qEzJZSMe,toys,375.0,16.0,13.0,15.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
JlvzVT71weio,computers_accessories,200.0,20.0,10.0,15.0
OREzyxIkjqea,toys,5450.0,16.0,65.0,25.0
4hkcmVq9CDd3,computers_accessories,496.0,36.0,13.0,35.0
qwXQxR8t1Ktz,toys,350.0,25.0,15.0,25.0
4E5vJsjJSojs,toys,100.0,16.0,4.0,11.0
4RGv7GdkdYyB,telephony,300.0,17.0,4.0,12.0
ZGiWs1UKMLSA,consoles_games,350.0,20.0,20.0,20.0
GkFlhyB97eqI,toys,177.0,20.0,20.0,20.0
Sr7PutUF6W74,toys,3000.0,30.0,30.0,20.0
JviVd50sxFpF,toys,400.0,17.0,4.0,17.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
dooIJeivMlv6,toys,150.0,19.0,12.0,16.0
tfgKHMdnTKpJ,toys,425.0,17.0,11.0,14.0
nuF73WjvQjvq,toys,7500.0,61.0,11.0,46.0
IdQ8L0XdYRgY,food,500.0,23.0,23.0,17.0
OQfB1b4uv1ky,toys,10850.0,60.0,10.0,40.0
DyTbGyCk2Wqt,toys,8800.0,33.0,28.0,20.0
d6f8CERabPBQ,toys,1200.0,22.0,13.0,16.0
a2rFY4kyf8eB,toys,150.0,17.0,8.0,14.0
uW3DyXEsUvwf,toys,500.0,65.0,6.0,11.0
gO3HkbqTzW6x,cool_stuff,5200.0,63.0,2.0,79.0
QjZtjgIx7NI5,toys,300.0,25.0,10.0,20.0
FkDNIFiX19cI,computers_accessories,173.0,18.0,13.0,12.0
8kUYWjdaVCxf,toys,250.0,41.0,2.0,29.0
BrK5VgsL3DXk,toys,300.0,18.0,7.0,12.0
pTe66JgJ7xZL,pet_shop,1050.0,20.0,17.0,25.0
SkUGEi2ENVlV,toys,214.0,15.0,7.0,13.0
SPIT3wETFRjm,toys,150.0,16.0,2.0,11.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
FZ3D47L8YZyI,toys,1700.0,65.0,6.0,48.0
6Dhk50i6bHvf,toys,998.0,27.0,13.0,24.0
GrlO2xmgCJ6P,toys,1500.0,33.0,25.0,11.0
pIIdjguylTGV,toys,475.0,19.0,15.0,15.0
PUtzwajjcI8F,toys,100.0,31.0,6.0,31.0
4jt9KOGvxtWa,toys,1300.0,20.0,15.0,20.0
MJd5ysuJ9wF1,health_beauty,600.0,33.0,19.0,13.0
AremCr2pjUBp,toys,600.0,16.0,2.0,11.0
fnpEJmNALuAZ,toys,275.0,18.0,4.0,12.0
kjXPWGNlNz2a,toys,375.0,23.0,23.0,23.0
TcEvG8mXayC7,toys,267.0,19.0,18.0,17.0
VM4OmZOaHp63,watches_gifts,576.0,20.0,13.0,17.0
rZ5pT7KeDGN2,toys,710.0,19.0,13.0,14.0
FkDNIFiX19cI,computers_accessories,173.0,18.0,13.0,12.0
VE1XRfifT9hb,luggage_accessories,450.0,24.0,47.0,34.0
Bma2PVU1tDT2,toys,1025.0,27.0,13.0,19.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0
j2LIi5Z0zNss,toys,300.0,18.0,16.0,14.0
popL7p00yvEm,toys,950.0,40.0,6.0,37.0
xo7JdYBbhnL3,toys,1087.0,29.0,29.0,22.0
8NfBg6burWaK,watches_gifts,263.0,17.0,12.0,13.0
l4Ak1k8MYyLW,toys,262.0,17.0,12.0,14.0
grHPtsOKycoY,toys,1800.0,20.0,12.0,25.0
IapxkDY5AEwa,toys,200.0,43.0,9.0,16.0
SLANLZkCbYI1,toys,150.0,16.0,12.0,12.0
u8FVP0J6HlbM,home_appliances_2,14813.0,50.0,43.0,26.0
3Xljh8XDK83O,toys,800.0,35.0,30.0,40.0
QCAiaLSyGTa2,toys,375.0,29.0,14.0,20.0
2WgyucGaDmUm,pet_shop,300.0,24.0,12.0,12.0
Ly39HDLMrH1F,toys,250.0,27.0,5.0,20.0
YZLstX8mQBEQ,toys,300.0,16.0,17.0,11.0
Y0RM3LCkq2HF,electronics,200.0,22.0,12.0,16.0
CmNuLTfTF12l,toys,3000.0,33.0,12.0,34.0
MHzzkDPSSXkY,toys,800.0,25.0,12.0,20.0
q2qgvAJMfOL1,toys,525.0,17.0,18.0,18.0
LXAABPW3XQVW,toys,3450.0,27.0,29.0,27.0
7LfF2UKqKxBn,health_beauty,150.0,60.0,11.0,16.0
KfYA1Y54VggE,furniture_decor,500.0,47.0,19.0,36.0
3hFgY14cseag,toys,5650.0,73.0,73.0,20.0
0MOZauLgN5Vq,toys,1238.0,34.0,19.0,24.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
ZvqpPIcpiYHc,toys,922.0,30.0,15.0,17.0
ngBjN7lkpLic,toys,250.0,16.0,2.0,11.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0
XDB36Rv1EWWy,toys,2150.0,33.0,23.0,33.0
nLJJ4yVgx9ji,toys,150.0,30.0,10.0,15.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
tzs5x0lLkB4v,toys,117.0,21.0,12.0,13.0
ipPRqbM59Nsv,toys,575.0,16.0,22.0,16.0
l9s4S45sS3Tv,toys,487.0,19.0,12.0,16.0
RmflC2gybv9O,toys,650.0,32.0,2.0,22.0
pjKs3IJY2LO3,toys,150.0,20.0,15.0,15.0
VUFL8lkuO8nH,toys,553.0,20.0,13.0,18.0
g5wvRcwf7IIy,toys,400.0,25.0,15.0,11.0
NTJNxSS03cG3,toys,6950.0,40.0,30.0,40.0
g8Jr222zRYvQ,toys,8350.0,44.0,32.0,35.0
Z4AzLJ6bjng2,toys,875.0,16.0,46.0,38.0
NgQ204X8yfyZ,computers_accessories,200.0,20.0,12.0,12.0
B1FfhbqM7Ray,toys,3000.0,40.0,35.0,40.0
ev5SGnFOKVhR,toys,157.0,17.0,8.0,13.0
UjtLs3UDdDsr,toys,695.0,30.0,33.0,27.0
9d8pnDW9J4YX,toys,400.0,22.0,10.0,16.0
rouH1tejy3SO,toys,1600.0,20.0,60.0,20.0
0bZE5tfwrkpm,toys,1025.0,32.0,14.0,12.0
OETpp5ovWWEh,toys,400.0,23.0,25.0,11.0
AjFi9RspMrwZ,audio,343.0,19.0,11.0,13.0
x9ShmJ54INxa,toys,200.0,17.0,7.0,12.0
7AdHMcUA45kV,toys,150.0,43.0,13.0,14.0
yqXF2xBgO2Yj,toys,7350.0,40.0,30.0,23.0
EO95q6n6KAYC,toys,1400.0,27.0,13.0,17.0
EV3RPuyZ49GA,toys,317.0,21.0,14.0,16.0
t1miL8Adj6sw,housewares,900.0,22.0,24.0,24.0
Gvk6GWtgVh4r,toys,887.0,30.0,22.0,20.0
wAqpjobOTLMo,construction_tools_construction,1200.0,16.0,11.0,11.0
6lqYiC1kC4WA,toys,2425.0,29.0,30.0,19.0
rzLneTyAjkOh,auto,800.0,16.0,16.0,11.0
nLJJ4yVgx9ji,toys,150.0,30.0,10.0,15.0
Baili4Bf5wly,toys,600.0,26.0,6.0,18.0
4aY0NgJi0cCm,toys,650.0,16.0,16.0,16.0
ux3Ksf82C6dI,toys,550.0,16.0,25.0,16.0
6M6QxDT4iGx5,cool_stuff,8450.0,45.0,24.0,39.0
hMMOgETirvXW,toys,150.0,22.0,3.0,12.0
IfXaP31E0HlB,toys,250.0,20.0,8.0,13.0
hXJzBtpOKuuU,toys,4650.0,37.0,20.0,34.0
eaofBA31DjsP,toys,1100.0,24.0,42.0,11.0
QPNLfLhMRFZV,toys,100.0,20.0,20.0,20.0
htvhVzDA4jAu,toys,100.0,16.0,11.0,11.0
A07swqGsjXLx,toys,200.0,16.0,2.0,20.0
hJYNFeq2z8E0,toys,600.0,18.0,6.0,15.0
HcxzVO7t4pPL,telephony,325.0,40.0,10.0,11.0
XhUFUsNxI9lK,toys,1600.0,35.0,25.0,20.0
G4640SQ4F6gN,toys,459.0,18.0,13.0,14.0
QwBqWGV8MEgK,toys,5150.0,90.0,4.0,42.0
M0lPdvbXkSzi,toys,315.0,17.0,9.0,17.0
vMNkrbsMMk0s,toys,300.0,16.0,9.0,11.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
pSqmZ5ursPGa,toys,950.0,35.0,25.0,20.0
RVEiCvqaMSJ1,toys,400.0,20.0,11.0,16.0
185Rjb6Jfv2E,toys,150.0,16.0,16.0,16.0
CKTiEGaIRVPU,toys,900.0,28.0,20.0,20.0
nXZPk6g0AKxS,telephony,450.0,17.0,3.0,11.0
x8VfMVUGc4Ci,toys,167.0,16.0,11.0,15.0
SLANLZkCbYI1,toys,150.0,16.0,12.0,12.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
7yg8cGsbbeWg,toys,500.0,25.0,11.0,18.0
l8I5PhFFBlCO,toys,340.0,17.0,7.0,16.0
Xw3IjsfIWduO,toys,300.0,19.0,4.0,15.0
FE9j27iJddQf,toys,300.0,17.0,4.0,12.0
CY8OZ3lT9uqB,telephony,250.0,18.0,3.0,28.0
4I39bKsMOXGL,toys,350.0,32.0,9.0,16.0
fabZkYLh9gA3,toys,1600.0,40.0,8.0,50.0
xKRXYQYtS7Zn,toys,2367.0,52.0,23.0,28.0
nuF73WjvQjvq,toys,7500.0,61.0,11.0,46.0
fnpEJmNALuAZ,toys,275.0,18.0,4.0,12.0
hWN8oyEHKv6p,home_appliances,100.0,30.0,10.0,15.0
nxhprP2JJoRH,toys,300.0,16.0,10.0,11.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
Nzi3hRERFNyS,small_appliances,4683.0,45.0,29.0,22.0
v9Zh5L7sKLML,toys,250.0,16.0,12.0,14.0
yPpDvEzJaKln,toys,100.0,25.0,2.0,17.0
0UOulY5bfHxj,toys,300.0,17.0,4.0,12.0
BBq3IlnjaLXC,toys,1625.0,41.0,30.0,33.0
wOXCQyEa84Wo,toys,200.0,16.0,16.0,13.0
OkVrJgMyxTHh,stationery,258.0,19.0,12.0,19.0
0O4bnl5ALupa,toys,800.0,20.0,20.0,20.0
5a3fOLvOnQ3s,toys,396.0,18.0,11.0,14.0
3fkBC86iwgvN,toys,200.0,17.0,6.0,12.0
H29FgNKK0Ysz,toys,1700.0,30.0,35.0,25.0
akCw0d3GZ721,toys,8238.0,44.0,28.0,36.0
6K3GS6m9Ykcn,toys,1500.0,30.0,25.0,30.0
DT3crpR4MvP8,auto,50.0,18.0,10.0,16.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
pIFjAEt17Asx,toys,400.0,16.0,10.0,11.0
06Zem5ml9euJ,toys,175.0,17.0,6.0,13.0
rtiHziGBmYUe,toys,1950.0,16.0,105.0,14.0
muQMHf3zHSZK,toys,200.0,22.0,23.0,16.0
qAJdy2rvA6Nv,toys,1050.0,22.0,9.0,12.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
XEZezewIEjhu,toys,1150.0,40.0,30.0,20.0
HcvOassQq76f,toys,292.0,18.0,10.0,15.0
er5sZC3bHEHt,toys,13800.0,50.0,37.0,37.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
B3mZwwzGUQD3,toys,200.0,23.0,7.0,15.0
2jPQZOtVHRn8,toys,5900.0,41.0,21.0,41.0
jJ2JxBvnEtug,toys,625.0,35.0,21.0,21.0
qXeRsOxiBUV1,toys,1450.0,20.0,66.0,20.0
Hs5d7mRQ6664,bed_bath_table,13350.0,20.0,20.0,20.0
Qit0dDYKryVz,toys,100.0,16.0,3.0,11.0
DpvhQPZ1Li9a,toys,1683.0,25.0,22.0,22.0
sCONCvmO1cEY,computers_accessories,6550.0,20.0,20.0,20.0
SDejjsDHO8kL,toys,1750.0,50.0,6.0,19.0
5vU0FX0zLst2,toys,6150.0,51.0,16.0,38.0
HcdSAtMWUkuQ,computers_accessories,150.0,28.0,8.0,12.0
gNuvUiLFmEVo,toys,1350.0,30.0,9.0,15.0
lyv7bqEb4rfG,computers_accessories,1225.0,43.0,15.0,21.0
yifYVWda6kIz,toys,147.0,14.0,10.0,12.0
CBW0sXzpRToH,toys,5200.0,30.0,40.0,15.0
z6g5uM3fiCVO,,300.0,30.0,6.0,12.0
TKMI1HuvODav,home_appliances_2,425.0,32.0,10.0,16.0
