order_id,payment_sequential,payment_type,payment_installments,payment_value
uIMjdIbbLKuf,1,credit_card,7,34.84
jj4qFCWCsUSC,1,wallet,1,120.73
JBctb1NlmsLO,1,credit_card,3,5.73
M9UeVfUqd5IQ,1,credit_card,10,271.31
XfRzUdQ4vXDb,1,credit_card,1,1549.41
5jALvFXzAkdi,1,credit_card,2,50.06
RilBPuEjhaeQ,1,credit_card,3,273.96
1By8LOosrvF2,1,wallet,1,197.91
8XJCljLJRlic,1,credit_card,2,257.5
k2K9LcU3wvcQ,1,credit_card,2,150.14
LARRQkCjz5Fs,1,credit_card,7,150.98
70G4cTVwm38h,1,wallet,1,228.11
D2X7rxN9EsBw,1,credit_card,4,96.86
uApWp6b4k8Y5,1,credit_card,1,59.22
PvRgo7CeEN4f,1,credit_card,10,638.55
AHI2VGgmwKwA,1,wallet,1,208.07
csNKQHT4LjSP,1,wallet,1,96.64
ff6LV2J7cd1m,1,wallet,1,451.23
ME2UeeIZeHQQ,1,credit_card,1,217.37
O9usX12ihwJ4,1,wallet,1,284.81
UnPOaR1OCnNc,1,credit_card,1,408.66
BtFtgxewQU3o,1,credit_card,1,32.64
KZQpsmctCSfS,1,credit_card,3,111.66
g9qI3z1YAvNw,1,credit_card,1,606.48
XbYUfEsyagnN,1,voucher,1,419.44
QFwMop3sFZ9H,1,credit_card,4,113.71
hYDthrOpadOc,1,credit_card,1,126.72
F9i3hpJUc5HJ,1,credit_card,3,70.61
PzBniksLzOcM,1,wallet,1,517.24
4BKIy9ysy6d8,1,credit_card,1,236.77
jMFLFVfabNrH,1,credit_card,6,106.43
PhYGGGCiQHKD,1,credit_card,6,184.46
RAhrqqxcXgA5,1,wallet,1,168.24
bIVFvWVIw4jq,1,credit_card,1,53.69
iThcgEagJGvM,1,credit_card,1,1200.0
pvWUa3UvgInr,1,wallet,1,988.87
qwPG85b508Td,1,credit_card,4,336.32
SZIajujwn1Oo,1,credit_card,6,474.37
JhSAOXXtYcdN,1,wallet,1,8.32
lq2t00ICp3Em,1,credit_card,1,359.71
6nNyBTWOOOFA,1,credit_card,3,43.6
ouRLjr6NSysJ,1,wallet,1,95.01
yDLykPwUGtqM,1,wallet,1,449.79
7XvMI5cx5mU0,1,credit_card,3,192.45
XDE3dFQJPztt,1,credit_card,10,44.8
2rs8IUIAS4rL,1,credit_card,4,125.02
tPTCcbVjRfc3,1,credit_card,1,96.77
sm0ZEnWNt7qQ,1,credit_card,1,91.3
KuKfiKKJLTwK,1,credit_card,4,470.5
0JDo7VjW8fwo,1,credit_card,1,1028.3
GRirh1b2z6Y3,1,wallet,1,42.91
67qinzyPqskj,1,credit_card,1,15.58
r6X1vpADLMvm,1,credit_card,5,228.57
qlbb5qUbmXnJ,4,voucher,1,85.24
vU3xyuXEj2Ba,1,credit_card,4,63.99
XQYgG1JMLACG,1,credit_card,1,135.13
Fl1jNEVLIouI,1,credit_card,5,216.27
CbQkhuNUU3S3,1,wallet,1,228.67
iHnDLespPUlT,1,credit_card,3,106.74
y8qmpWJzBTA5,1,credit_card,1,294.3
2YWdoyxm7ge9,1,credit_card,9,345.29
JDsexkka1RtD,1,credit_card,1,150.39
kF1ka6uV5YnM,1,credit_card,2,689.66
qwLvLVlwqlcq,1,credit_card,3,579.0
na3M0MEGCGf8,1,credit_card,1,198.78
vbRiAK2RZdlx,1,wallet,1,129.18
Ss9iY5xxCC5S,1,credit_card,1,128.93
ZgJAIFrZP7wi,1,credit_card,4,329.02
zhV4YwJcMaf6,1,credit_card,7,413.72
u6wIOFvJPMJx,1,wallet,1,125.51
cHueggO8i50e,1,credit_card,3,168.18
gwGItwZIp6b9,1,credit_card,1,100.17
52dDBTqijGgS,1,wallet,1,804.72
QfmncxTUYMeM,1,credit_card,6,201.3
RAwGupGDXwd5,1,credit_card,1,157.5
4lSWIJZYPkdj,1,credit_card,3,236.58
T02ERQXo0cHk,1,wallet,1,242.44
xvCjkl7oHF4p,1,credit_card,4,316.01
bOw1sP6xIXEv,1,credit_card,1,149.33
xhdUS3Lb7QvK,1,wallet,1,132.42
AcBnJUivl9Dg,1,credit_card,3,30.66
aqM0Dr00Ru7e,1,credit_card,3,138.94
QQkl6VprDdPC,2,voucher,1,33.48
70MKHgNqgYMn,1,credit_card,4,13.89
NDgEVmGllteq,1,credit_card,2,272.18
BP5PB2Da0Fhi,1,credit_card,8,313.99
ogN2rxuWpNCK,1,credit_card,8,152.52
SU37F2XoUDJm,1,credit_card,10,159.85
GeOcwJMHVigj,1,credit_card,1,372.16
IISLmGs2JnDH,1,credit_card,8,220.03
69R4LtM3Dkwy,1,debit_card,1,504.65
uRWFD2jisRYY,1,credit_card,1,67.05
2bWGX09hpCzq,1,credit_card,1,18.23
w2wruPCem5Jb,1,credit_card,1,661.75
SCbGP1HdX6RG,2,voucher,1,4.33
dm1S9vmqr74a,1,wallet,1,420.86
oKFxBuViwhe7,3,voucher,1,145.48
OFGFuIiesVzM,1,credit_card,10,53.81
YFisdGiOJ3Os,1,credit_card,3,2590.61
gVMHJHnYDmla,1,credit_card,2,90.74
yfKNH3zw6uaS,1,wallet,1,86.16
Dp4K8yh2l2kZ,1,credit_card,6,149.58
ANKr9b0fQOG1,1,credit_card,1,135.2
cgMyKDbuomMt,1,credit_card,1,92.8
HlW2kBbHE67m,1,credit_card,10,176.9
ZNBlTjWkNiMH,1,credit_card,1,123.06
gHGTiMNfZcmq,1,credit_card,2,1351.94
Dy69GWcqgkqf,1,credit_card,4,581.3
QwSOLcN5DDBN,1,wallet,1,240.1
rlc5qsr3lw0i,1,wallet,1,60.38
1bZN4leiyzZ4,1,credit_card,1,151.14
TjF3h3fwXHmp,1,wallet,1,145.79
EqBP17oa5BoZ,2,voucher,1,192.22
gJgR2JBSDnis,1,credit_card,4,58.9
331m4OTrDpnd,1,credit_card,4,335.77
9hcMqNyHVfL9,1,credit_card,1,114.8
jarjuWpL85e5,1,wallet,1,84.78
YktohNPMpWQU,1,credit_card,10,732.68
lajv1hDHncw5,1,wallet,1,9.81
LSUcOPGdyZYA,1,wallet,1,293.66
7ggBH9rrPWbp,1,credit_card,1,152.03
uLmOgKmOLOZ9,1,credit_card,2,115.73
8MaujlQxejKT,1,credit_card,3,27.76
aCYHSPFKCaJ5,1,credit_card,3,126.96
JIjVStAX1OqF,1,credit_card,2,189.92
lle7tPix4LOq,1,credit_card,10,110.92
sNzXLjJHimxW,1,credit_card,10,118.15
RQIsWBWnB9m5,1,credit_card,1,449.79
C8hRwTzyYNIc,1,wallet,1,149.46
MxHsuryS8LDA,2,voucher,1,249.55
uwY1Cm3kWeg9,1,credit_card,10,522.34
DgvTsaRmVUTl,1,wallet,1,61.48
wdcmll8A2yGF,1,credit_card,1,116.28
NbQV5WtslDAS,1,credit_card,1,36.13
8ULwfJfKC6XD,1,credit_card,1,260.64
Q7ASsRpNrBxk,1,credit_card,3,259.59
Dycnfztussic,1,credit_card,3,124.89
w8aXNo679Adb,1,credit_card,1,135.2
0YFgarYz9KnD,1,credit_card,4,174.56
tbLoJTFmN51K,1,credit_card,1,14.0
oCxakpgwrvu5,1,wallet,1,8.6
uCLVoajqUFe1,1,wallet,1,129.32
KJxxYx3EGV4B,1,credit_card,6,129.8
mFXys1P5pvQ5,1,credit_card,1,243.33
x9dwFj4vKMRU,1,wallet,1,570.88
XLeQfRSnRNga,1,debit_card,1,135.05
Mqoc2kiYI3XM,1,credit_card,8,2190.4
OM78YcahNs15,1,credit_card,4,291.28
rfB6JCOObUDp,1,credit_card,1,248.35
HWqnn5IXITK4,1,credit_card,4,238.12
RJT4YsFAk3ci,1,wallet,1,1328.59
Ov4oeDoDBLDi,1,wallet,1,184.18
cENYAJaIHNla,1,wallet,1,456.55
gkaWP7jDVzBF,1,credit_card,1,94.56
pOql8iFBh4Iw,1,credit_card,8,17.65
FIaJsapwoV1R,1,credit_card,2,364.51
sVWyv0xiWehd,1,credit_card,1,107.01
1qhHdCUhXB8J,1,credit_card,8,583.82
bOKzcUZD83Dq,1,credit_card,1,211.11
fbxwlTI9qHcB,1,wallet,1,9.69
u2LLRVu0NJ5j,1,wallet,1,309.05
khb18hvvVBQJ,1,credit_card,4,2106.55
XIxJ9bWwBB9H,1,wallet,1,9.69
qg4W0HLyulXG,1,wallet,1,415.43
fmlplnDdZ8Oz,1,credit_card,6,123.54
ZXgbr47zue5Z,1,credit_card,1,41.17
0GUEzCRZw8RQ,1,credit_card,1,39.89
TQc1grf246nI,1,wallet,1,105.83
gtrzn1LyN7dM,1,wallet,1,155.94
KUNxbxkfA1nj,1,credit_card,8,276.58
9UCJ8BRjEgot,1,credit_card,1,306.98
BnY8FrzUAhTn,1,credit_card,2,4.92
Chxh5OmnkkhE,1,credit_card,1,352.16
TymnnOhZXawd,1,credit_card,2,191.77
pWRjBubXBYdq,1,wallet,1,46.52
zKT26fKT4P90,1,credit_card,3,71.73
h0wSbgpaRTpU,1,credit_card,3,91.14
zSyk19rBT584,1,credit_card,2,17.65
uhB6rdTAR0wx,1,credit_card,2,54.27
pgnfFcOqhJXi,1,credit_card,1,7.19
khzxhBmvAaVD,1,credit_card,6,7.13
nMw7sLGXVk83,1,credit_card,4,50.02
O98K4xug8qJC,1,credit_card,1,133.14
P6EyxUbVuDxu,1,wallet,1,63.27
7TzFiThWRT3F,1,wallet,1,180.08
1zwH6TRwI9OA,1,credit_card,9,179.44
9D4Zsr6cbIeF,1,credit_card,10,18.38
IlaRuhBcYyUK,1,credit_card,1,449.29
y65ykimdAgTa,1,wallet,1,35.77
Br3BxsV4ddNl,1,wallet,1,163.65
ftwEOwGaPnU7,1,debit_card,1,295.7
kLIebBiLEUNc,1,wallet,1,1427.04
9iYWG3mFM2N3,11,voucher,1,193.17
iK8RnQqVj3tm,1,credit_card,1,3666.42
KbYWBhtuLZdQ,1,credit_card,1,34.96
Aw2Z8BvP28ns,1,credit_card,1,764.92
lyJAZOUEuqC8,1,credit_card,8,147.56
EXRcqhCEbk2u,1,credit_card,1,126.63
QgXLbqtRIYJc,1,credit_card,1,69.59
ct5kDFx3lQwo,1,credit_card,7,395.8
iS3MCokjSdae,1,wallet,1,163.35
7Wp9ZHNwKOcs,1,credit_card,3,48.21
VrZquU1IPXyA,1,credit_card,1,18.23
WeNRCvq1T7vL,1,wallet,1,50.69
ExFC9Tp3wrVv,1,credit_card,4,40.64
e9m4BNOomAdS,1,credit_card,1,81.53
IqoKa8JhJv71,1,credit_card,10,381.86
7ci7P8HvMMs7,1,wallet,1,334.45
n6dwwBlgVTuA,1,wallet,1,38.65
yfclthifmTs0,1,credit_card,2,262.42
0oHwt9b30CGn,1,debit_card,1,118.96
4VJ7J1V9dr24,1,credit_card,4,205.51
8XDAlb8IQfhD,1,credit_card,6,115.39
uLRXIHs701fv,1,credit_card,1,126.07
LdTyR77hBNGz,2,voucher,1,381.0
d8M30xNSzJX9,1,credit_card,4,162.55
nVOd8unSYt5x,1,credit_card,8,101.48
qF714o5ei2QA,1,credit_card,1,53.22
jtZvMYq9xR0Z,1,wallet,1,256.14
rBz0njcMajiT,1,wallet,1,53.16
sRSlDVv6OJ0n,1,credit_card,7,191.19
4SLycZ3VQEMO,1,wallet,1,286.42
wj8nQ2Fzid5y,1,credit_card,5,126.9
bJE8PIho24gk,1,credit_card,3,161.39
Ri4D5Pd1fWXz,1,credit_card,8,627.24
62p8KGgEJKqx,1,wallet,1,497.26
qg8KhWZF3z5A,1,credit_card,1,418.42
4p5h8fbioJIX,1,credit_card,1,64.71
kA0HnPtLmhDF,1,wallet,1,191.12
Ud4afhCnYRrp,2,voucher,1,268.98
RfGwcLkX4twh,1,credit_card,2,87.21
4Vil4wCz3hL3,1,credit_card,2,319.14
vlgL7SEYdAGJ,1,credit_card,1,400.9
kMmZqP3SMUrl,1,credit_card,1,1372.22
A5QOUnqpIPNA,1,credit_card,1,1891.07
Vkd83aJPKBK4,1,credit_card,3,329.76
gk6zgfzGqRTq,1,credit_card,10,414.99
MfNVtDX1b0u6,1,credit_card,7,247.99
Y1qg1pjHkLox,1,wallet,1,294.76
GTtRiJLayjkE,1,credit_card,1,38.65
bIDNyw5PjxVw,1,credit_card,1,253.09
52d7sTJogAGS,1,wallet,1,301.8
cUIMdjXkl46l,1,wallet,1,126.72
kMATImGT7Bt2,1,credit_card,8,48.25
eOsGCznIAUFY,1,wallet,1,90.69
rT0GUnmfrp3g,1,credit_card,5,123.97
xkUyzx2wFjwf,1,voucher,1,406.58
3P6YchQzgDtd,1,credit_card,5,305.41
PtP1KKpGs0Kk,1,credit_card,3,131.72
dsTjTURw2Ngg,1,wallet,1,404.44
etGEWoVwIuS6,1,credit_card,6,170.76
SnbhVttnpE27,1,credit_card,6,88.05
WMPT0F2OZ6fm,1,credit_card,3,95.97
Q5ZoO3DdXvmc,1,credit_card,1,41.17
u1UimlZOy7jQ,1,credit_card,3,617.85
UFRdVMOcc2Yp,1,credit_card,1,303.99
aDM4talQ6brh,1,debit_card,1,312.82
dfQYczlyMHB5,2,voucher,1,594.4
G1Veq2fc0vSS,1,credit_card,2,138.03
uysl2pJLafck,1,credit_card,5,463.54
cJoBPLziXZ94,1,credit_card,1,188.99
nsRsjGdzOLd3,1,credit_card,4,83.4
oQE3KyRMx2HC,1,credit_card,3,125.27
cCTU4XdvZaRb,1,credit_card,2,1381.83
ruxxllsQZysS,2,credit_card,3,448.32
QynCMMXbz6Hj,1,wallet,1,79.93
y76jGUuZwUAM,1,credit_card,4,37.46
6eU5aCClumyJ,1,credit_card,1,177.51
uO3CqIrk9TA5,1,credit_card,9,53.98
o971UlIQHUrB,1,credit_card,1,149.2
MrVatiqJ3i95,1,credit_card,2,32.17
a4yTP98EEB7h,1,credit_card,8,814.6
uyXE59FQ1H0Q,1,wallet,1,1.83
L24yFIarqeif,1,credit_card,5,170.33
CIgP38RLs2dk,1,credit_card,5,29.68
lhKveWr1XioH,1,credit_card,3,259.87
K30WhIAThU7e,1,credit_card,10,157.97
9kZ7jlj2wuDl,1,credit_card,1,8.53
l7rzx6VFkjNT,1,credit_card,8,167.4
ozguHw2xMsrf,1,credit_card,6,246.5
ybF89OMhc7TN,1,credit_card,1,452.1
DURQJMJAFgec,1,credit_card,2,316.01
yQNvu0LsC0zi,1,credit_card,2,71.2
i4uH4OVqBIdm,5,voucher,1,163.33
Ae4FmV54RaBv,1,credit_card,3,74.29
ua86X6jeWF48,1,credit_card,1,142.49
BmsSgvYugTcn,2,voucher,1,67.78
emgbs4p8zrbs,1,credit_card,5,55.41
jF9xQGkZI7AC,1,wallet,1,230.9
fgEO0J0acDhb,1,wallet,1,311.33
4DCZ5L73MMIj,1,credit_card,1,112.06
ZRbZ7T0cd7v2,1,credit_card,2,75.03
DaBl0qQpdhDH,1,credit_card,3,204.1
ls1WaMbwX29k,1,wallet,1,8.52
ZWeLPLWjCN0G,1,wallet,1,2.11
lMNtLm2TqkWz,1,credit_card,3,173.28
Z59NsR2g4TXC,1,credit_card,3,238.12
bV1yC46PogzL,1,wallet,1,152.44
GceioGAwPtfa,1,credit_card,1,74.51
dhToxbmO2mgK,1,wallet,1,485.51
919ggAMoZv9E,1,credit_card,4,1077.41
1WL4V8KeIDHN,1,credit_card,3,676.84
Bk0dffIbfChq,1,credit_card,1,96.08
BtHG80kokXbi,1,wallet,1,135.13
cdMNdLFwWlDP,1,credit_card,1,1016.06
pXA7Bop1s6sO,1,wallet,1,163.03
oeKMcBjaxdLY,1,wallet,1,78.95
frzvwDN5YkIj,1,credit_card,1,259.12
zcRsep0OyoAO,1,credit_card,1,102.34
QwOTVMhTgf9n,1,credit_card,1,79.05
sQje7H2R83c8,1,credit_card,1,1710.18
vpPwU64a8POw,1,credit_card,10,151.14
qWmX0XhPbPwn,1,credit_card,1,54.89
aoXUGkQXnqiA,1,wallet,1,392.37
2wplUDUTyRex,1,credit_card,1,126.81
pCYL5AJPujok,1,credit_card,1,300.48
sU4YmRVWlsVx,1,credit_card,3,250.76
waygUVyOTjcd,1,credit_card,1,119.28
vSsvWwYaQSD6,1,credit_card,10,31.89
xpnFktaMnaXg,1,credit_card,10,182.58
0lsQSv24QCXR,1,credit_card,1,79.97
pRpo8O2u93rU,1,credit_card,1,107.12
fpMX0MmzUdme,1,voucher,1,648.82
E6ORBY8V2l85,2,voucher,1,386.65
2g77wJvjvINn,1,wallet,1,224.39
QtZdLoNIdS4f,2,credit_card,10,773.03
evVNNJ1W8llQ,1,credit_card,2,788.12
WmXEBDqLab8e,8,voucher,1,337.24
uHsygeS551W7,1,credit_card,5,284.81
L0ear51gV9HC,1,credit_card,3,237.63
MWZFuVMNIqv1,1,credit_card,7,0.2
T8ZesZ3oF7VS,1,credit_card,2,206.66
rkD9FKa2svhm,1,credit_card,3,262.84
hVqywI2dpiVr,1,credit_card,3,14.84
seW6RzW2kdpb,1,wallet,1,470.46
lXmJCzPSzu3g,1,credit_card,1,135.5
7AbKuvHgM6mZ,1,credit_card,4,52.58
ymQImIeUGMOG,1,credit_card,3,342.12
Hja2UfrujbS1,1,credit_card,1,472.02
4DXN8vliW3Km,1,credit_card,1,587.72
2MSpYzbK3BnX,1,wallet,1,259.32
mdDaeCW7vLYx,1,credit_card,3,50.39
oyc7YDiN4fTU,1,credit_card,10,17.36
B9jW8RhY42pj,1,credit_card,1,399.32
5Xnq1mcvHNFt,1,debit_card,1,126.72
8Vtt2ZzmjTbU,1,wallet,1,454.54
DiH4dPLcUb1N,1,credit_card,10,65.99
0uoFzSObe9QP,1,wallet,1,18.98
y1XyXMIHdhy6,1,credit_card,5,234.6
YUVWk3JnWmKq,1,credit_card,4,86.76
sxMlvoC93ZYL,1,credit_card,10,242.14
wz1CeFA0Dyib,1,credit_card,8,174.3
R1fW88aL6HIL,1,credit_card,8,52.56
S9UyJPQtFhIP,1,credit_card,1,143.64
YoIPXbPUqC2o,1,credit_card,4,266.52
VkZ3xRRCQIOb,1,credit_card,1,1424.0
oOTRNzOPNvB6,1,credit_card,4,419.18
F4gBhW4olY63,1,wallet,1,45.67
XDGqt4XXb97L,1,credit_card,3,343.95
XrOl39ealAF4,1,wallet,1,5.16
FUVflZ7m01ZQ,1,wallet,1,280.56
hgn2qLT37Uh3,1,credit_card,3,166.38
raMsAsj19bPX,1,debit_card,1,171.22
AFibqNGFkVbH,2,voucher,1,219.52
2eEEFTag6mO8,1,credit_card,2,222.21
g2UcFpDe9Q7g,1,credit_card,3,477.71
sfvFzmDbg5rq,1,credit_card,1,336.06
0ZaTNVUKZXBt,1,credit_card,3,183.12
kLdp1vEMvv8b,1,credit_card,1,145.69
ihxL0F4i5Opu,1,credit_card,1,540.79
z8qMHoqTeFXW,1,wallet,1,337.42
VOsrvuOezrzy,1,credit_card,2,49.73
Yv3hEG4gVOEL,1,wallet,1,274.88
McugTuDv5sQ6,1,credit_card,3,85.69
ldSrcECoQpqr,1,credit_card,4,645.8
4uoqgIkXqGxH,1,credit_card,5,201.15
M7wJqEUio0Ku,1,credit_card,1,87.52
QIObl0MdSdaB,1,credit_card,2,305.56
NfDHqUhbVKik,1,credit_card,1,39.38
T6Ugu4qbRqxB,1,credit_card,4,336.16
mFn1vImFyTF4,1,credit_card,2,540.53
InQWhXWNAIbE,1,credit_card,1,129.95
gOCyXFLKXY0x,1,credit_card,1,569.14
SS7y943oRKVe,1,credit_card,5,178.4
bytjxHD9z9p9,1,wallet,1,387.24
XL5bgJuwI32K,1,credit_card,6,339.64
1yfO9PCCUasY,1,credit_card,6,211.71
2JbcogHJ78RV,1,voucher,1,90.89
arjhsVYzz4w1,1,credit_card,3,0.85
53y5GS8qYYF4,1,credit_card,8,129.09
9cuBltSPwCIx,1,credit_card,1,273.63
fv8x7hVNT4Oo,1,credit_card,1,608.88
Ucd1Habo5AT7,1,wallet,1,113.0
6LB4Nh0KeiKW,1,credit_card,4,216.83
mysGieMnLGM9,1,credit_card,1,358.76
E9KmhgYHMj09,1,credit_card,1,35.98
GiPtraF6W5SW,1,credit_card,7,181.19
oU0xMGWNZWqf,1,credit_card,2,402.16
b6YPzLRa8pA1,1,wallet,1,420.86
qGqbBmz30fvu,1,credit_card,2,167.8
RMFMToiorfVG,1,credit_card,2,484.76
90CdqQIsoiJT,1,credit_card,10,213.54
d7eOwC2CwMQQ,1,credit_card,1,69.52
ucLZHXYefuFu,1,credit_card,10,575.56
kLMmnIUHQs45,1,credit_card,3,26.0
4EYXh2jeYnUK,1,credit_card,4,504.78
b7PI8aqWi1Li,1,credit_card,1,93.13
kEcD9X5PUJ5H,1,credit_card,1,675.77
M7Gs8PCp1GCo,1,credit_card,1,221.08
tSXVLi2PBBmU,1,credit_card,6,189.76
BgpvtY0BvBHl,1,credit_card,3,41.91
uNKwih1xbDJ0,1,credit_card,6,545.08
lVA7vDcRMfgJ,1,credit_card,1,619.65
k6TfAeUB5YKG,1,credit_card,6,51.03
OYV7NlYO9ymM,1,credit_card,2,520.0
rKMF4lZRDk6U,1,credit_card,1,141.06
1XO9NEuzfDtQ,1,credit_card,2,50.39
tgOuEyuyOY2d,1,credit_card,3,150.45
XSHaN5YhxRjc,1,credit_card,2,7.83
a6MN4DB05giF,1,credit_card,2,547.58
bmSPb4KHx66I,1,credit_card,1,928.96
GoWGyskoLEes,1,credit_card,5,240.89
LpLJA5kkw9fP,1,credit_card,1,78.2
R1N8l1655E4v,1,credit_card,1,665.87
JFOMSy7j7j1L,1,credit_card,4,135.96
J18IEYquLhfo,1,credit_card,5,196.71
sxBoQ6z3Z3a8,2,voucher,1,22.42
DMG5YF4rPjci,1,credit_card,6,5.55
CWVpltmImIdj,1,credit_card,4,111.7
Pwz2fnF1jIJ0,1,voucher,1,92.55
n49l6olFO3t4,1,credit_card,4,56.01
QPbCOI5HwuQ5,1,debit_card,1,234.55
YUhQFZDv2cjM,1,credit_card,4,120.18
PTFNTXuM3GtI,1,credit_card,8,221.65
KF37ErgnPKlM,1,credit_card,2,58.06
sLWNjUMKdOLg,1,wallet,1,56.09
yoHwYghgejUX,1,credit_card,3,59.73
koDnWHIg0Llm,1,credit_card,4,544.41
iOV1BfajfNos,1,wallet,1,59.1
G6IJid9NC1hx,1,credit_card,1,107.98
4fHppWaCkZ0z,1,credit_card,1,99.1
FTc1y0HjggUV,1,credit_card,3,370.72
nhZAA5DttN2k,1,credit_card,7,336.06
KyaObWVp3Ins,2,voucher,1,88.9
Zhl6qpsb6P80,1,wallet,1,181.82
Colp7QFuj3Zu,1,debit_card,1,633.7
YwTEkcRi1lIs,1,credit_card,5,118.55
ZWU3Cr8QRPMM,1,debit_card,1,208.32
phaD5pyRVShJ,1,credit_card,2,367.26
U9IfIjxMH0Ol,1,credit_card,4,175.23
5ut3g2UXR1YL,1,credit_card,3,133.67
7Zu6qEvURleg,1,credit_card,11,577.94
jnn0EcmQ5adE,1,credit_card,6,84.46
v0BsaINCdrjU,1,credit_card,2,107.46
Ie95kdtjqlJm,1,credit_card,6,267.53
Bd5zGppGnX4p,1,credit_card,3,280.91
n9LH3y90NkzH,1,credit_card,3,42.15
UhcOYLugichy,1,credit_card,2,37.39
wiJCnLrqXWwJ,1,credit_card,1,175.0
1Xi8GOtvERp3,1,credit_card,1,53.31
4D87ASqnj7MO,1,credit_card,4,64.4
TXrrkEj2E7b6,1,credit_card,1,183.43
HPXloxHCvZZT,1,credit_card,5,463.54
jMx09xXFDsD5,1,credit_card,1,137.03
mGQuiPDbHCr4,1,credit_card,1,166.38
ibEV6Q4lkwAv,1,credit_card,2,41.42
BJiF02uD04yi,1,credit_card,2,111.85
AOQBTf6Mi0ar,1,wallet,1,260.42
fHWyMWjsFJCk,1,credit_card,1,819.32
wIVFVDEVcfaW,1,credit_card,1,235.9
gKy2GAsdguBo,1,wallet,1,393.51
cOBl6LesiB4p,1,credit_card,2,1591.24
VakI7JUusrSF,1,credit_card,1,3.24
AMgbOhMIQipE,1,credit_card,1,819.32
U2lnMTuQtVHZ,1,credit_card,1,305.0
Vmxjpp6ER5FU,1,credit_card,1,437.48
LaHx8ZusyUe7,1,credit_card,1,188.77
L9RBN8iJT77U,1,credit_card,3,298.18
GT9Z7mmJR5QW,1,credit_card,9,491.71
7r3sBb2Icbsk,1,credit_card,2,96.53
L83tNE0xCmxv,1,wallet,1,2.78
RUh2UsZFKUIX,1,wallet,1,145.1
ooBnqwAVHnsm,1,wallet,1,137.87
uBTjuMILcLF2,1,credit_card,1,114.89
LqEkY4DXbSOq,1,wallet,1,214.09
ObRMh60u8sAv,1,wallet,1,98.83
OVgofSC90Gx3,1,wallet,1,170.58
vocXhNGQru4x,1,credit_card,10,4.73
s2hngRHN3qab,1,credit_card,4,53.8
royT6Rx4V9o7,1,credit_card,5,629.63
5e9Lnxw7YVao,1,credit_card,5,133.3
baG9SPVKogvz,1,credit_card,4,207.52
yWFEzTEdXtaQ,1,credit_card,1,96.12
KT95WtjnjEVC,1,wallet,1,676.74
SnNb0QkIaQN0,1,credit_card,1,277.25
PKRpyq4K5LdX,1,credit_card,2,41.17
PsXBTzjCkpww,1,credit_card,1,204.26
wzxQx5k6CtDw,1,credit_card,10,353.76
erhJwhPkv0zK,1,credit_card,4,967.67
2BeJJKCc49J8,1,credit_card,1,41.95
hG4ibYwHPlDo,1,wallet,1,154.14
npsmMEh43oql,1,credit_card,1,107.01
ovlwpbtEtLVh,1,credit_card,2,19.92
