customer_id,Recency,Monetary,CustomerClusterID
0Utht924JneX,2271,182.29,1
0Uv8mX8bJHHF,2664,1246.97,0
0V6zlSN5N3mj,2396,134.96,1
0VG9GbADzDSG,2320,730.95,3
0VJy1Z81Wgal,2350,789.89,3
0VLXtoUm6h23,2537,266.16,2
0VU2zPbK1SS8,2271,220.64,1
0VXC7cAOEZIX,2636,857.36,3
0VhNXoTSUmSQ,2597,530.22,3
0VhvBgb4qYjC,2672,1827.72,0
0Vhzte3TjXGf,2414,161.97,1
0VnybmYZJoAJ,2818,32.52,2
0VpAl4Erh1M2,2697,63.8,2
0VxDih4p46Lk,2775,251.59,2
0VyJW9sMAIDf,2422,182.18,1
0VyO0ltupyqz,2320,105.49,1
0W0ATdEjh2fm,2525,7.72,1
0W4xJi7y8sxg,2383,158.48,1
0W8JPqTt3j35,2553,55.78,2
0WIAEdq3t2la,2703,400.03,2
0WNSa2Eb2yjY,2372,912.65,3
0WTQRW0otMRH,2487,28.76,1
0WcYk8Th8r66,2543,156.99,2
0WdW0S5BV3pj,2433,188.75,1
0Wks75uBtmXN,2543,115.39,2
0Wniaw9KXciZ,2838,180.37,2
0X2tU90qDbaV,2418,534.32,3
0XDd2eWSL5ni,2491,61.57,1
0XHWrvfSVTFW,2373,2.14,1
0XWFamgDLjxv,2296,2315.83,0
0Xa4jbecDjjV,2519,455.7,3
0XbT4iOSmrYM,2825,48.08,2
0XgQQ4BUlun3,2372,169.01,1
0XiA2nUWz2bW,2426,623.68,3
0XktOM4dZW58,2391,162.49,1
0XmCp692gmu7,2543,103.99,2
0XnWdRFHU9ik,2299,123.45,1
0Xp6vPW0af0p,2619,122.52,2
0XrxfhxhjXYE,2373,32.64,1
0XtUf6oWnlKR,2959,242.76,2
0XzcdfZxgQNB,2335,205.31,1
0Y0wZNB9Ii8d,2341,2060.51,0
0Y12MPAqTLMx,2395,141.32,1
0Y2Bd23yB6RF,2796,152.88,2
0YBzlx18V5nS,2484,155.58,1
0YFJn6Mj5B2V,2347,79.11,1
0YHwT8dG0oFs,2676,636.74,2
0YS28m9rKhx3,2477,20.58,1
0YUShTa0RYlp,2378,20.03,1
0YXNX8R36IpU,2268,422.2,1
0YerHRFNhUiO,2388,108.12,1
0YesZoHCI3HM,2342,33.82,1
0YlghWPJcFjo,2509,217.82,1
0YsdyoxusoSw,2845,539.71,2
0Yzimpkzkgs3,2695,26.42,2
0Z6KOE12agYb,2581,294.3,2
0ZBEfWrWXon1,2629,33.48,2
0ZBIxT7dTvsP,2673,43.27,2
0ZFdEYCh7KYV,2666,213.11,2
0ZIHwOF6ScDC,2608,14.31,2
0ZS5fCrKQ0ed,2452,146.92,1
0ZW2iej8ZdGk,2629,145.48,2
0ZYHQ7J85SOl,2302,227.62,1
0ZfD7COHZeMd,2651,35.31,2
0ZoOH65eIxS8,2462,51.49,1
0Zopjx33etB4,2394,710.48,3
0ZtIpHrclkk0,2432,104.13,1
0ZucvkpWVo5u,2280,263.76,1
0ZvUJ0uEAJgO,2286,174.99,1
0a1v3IKk9lwT,2679,279.54,2
0a2J3iJiNBeo,2416,13.53,1
0a5GyHWgXwRC,2268,594.4,3
0aBNOV3K8ZSr,2571,0.85,2
0aKud6eoWtiK,2641,119.3,2
0aTR2XKlbW0Z,2459,100.77,1
0aUaLZevlCaf,2405,33.12,1
0aWGCV3pC7tu,2768,326.79,2
0aZ3nPgOqeGn,2377,25.58,1
0ao5obcXqG5U,2357,52.06,1
0arm6pQTO6Oq,2476,550.17,3
0axCV10pJUqC,2430,96.12,1
0b0wwWez5lJD,2571,6.44,2
0b2BoRgVZpBA,2481,95.25,1
0b6Xo8pMIZrP,2493,302.62,1
0b8NVXzE5P9l,2455,33.88,1
0bDGqBwro5NP,2320,1821.87,0
0bMKX3oOJPRX,2681,205.04,2
0bNhJMfHBy1C,2595,332.2,2
0bSN5857lAu8,2822,272.7,2
0bTEBu5OaXRc,2686,190.04,2
0bdYCnA0yT7l,2339,337.9,1
0bdwuKWOTron,2307,85.88,1
0bfA5YkVWMct,2275,176.69,1
0bgeS7Q8hHi5,2481,2.78,1
0bj1ZJVkcdAg,2393,37.29,1
0bjhFMSxsMnc,2387,149.56,1
0blmlaFl7t16,2469,55.79,1
0boDNQ3gnl5a,2454,880.8,3
0box3mnLQxUF,2531,50.69,2
0bqv5KSYyylm,2537,64.96,2
0btXaSk9jLMQ,2833,61.62,2
0bvHvKzDZBKb,2711,136.45,2
0bwgQlxmxQfO,2301,27.08,1
0c9eYuGAd0ha,2543,379.2,2
0cAPklkrVDxC,2531,48.61,2
0cCT0B4cZhd1,2956,336.28,2
0cEBYWKAAChg,2393,94.56,1
0cIFXxdQ6a8F,2348,37.06,1
0cIKSGNvj3jp,2465,198.21,1
0cLwEdaeVQt5,2456,393.84,1
0cMJ8gUbJUl5,2281,61.02,1
0cRIUy9qCp9m,2377,128.68,1
0cVerSVYThE1,2556,320.07,2
0cYUzM0xoyJj,2622,41.17,2
0ciQ1DsBypSm,2620,160.17,2
0cinDXQt2CHo,2492,34.03,1
0cklIJAZdo6X,2513,180.99,1
0cmCv3WX5pwI,2279,228.51,1
0cuxNoYDplX9,2488,163.42,1
0d3BIFVt9KTL,2667,84.45,2
0d3zqMe3rLg8,2382,148.53,1
0d8Cxm2v7trA,2612,889.28,3
0d8tinUPprUP,2538,798.02,3
0dASwIQfpoP8,2401,243.5,1
0dEzZ3DN6Obm,2854,94.47,2
0dIyhgfB80hc,2292,323.15,1
0dOm4ablp8Jv,2740,33.96,2
0dTAHMAGvSRf,2646,6.49,2
0dbDZ6HgOW26,2285,50.41,1
0dgn8Bda0AJu,2478,358.54,1
0dkt8yhKezFv,2514,690.86,3
0dy63y8qatks,2457,90.79,1
0dzWBsV1ol7G,2644,820.25,3
0e2KdZUURtV9,2439,21.78,1
0e3UzMws2ukh,2603,295.81,2
0e6F1r2DmEOR,2666,109.76,2
0e78Fy7hTDGW,2618,71.19,2
0e826EPqe8Pr,2332,33.34,1
0eFiNKWKSZk3,2844,1123.13,3
0eIeCmCL66Fd,2356,514.41,3
0eKGwNUrVua7,2622,857.36,3
0eWwN4gA0271,2473,93.87,1
0eZCvULEil2u,2334,116.42,1
0eZPNcoM8Wt4,2665,163.15,2
0eZS663jfB32,2357,380.46,1
0eZvPVDN4CZd,2431,170.81,1
0ebYDOKDcHvr,2687,320.45,2
0ehC3zwyNoHk,2711,278.67,2
0ejjsK4AUxRT,2468,622.64,3
0ekQAkLTs66C,2543,210.73,2
0eyWKv72IGnI,2609,444.17,2
0f1fXFz81ecb,2294,198.04,1
0fIzZ29bbHlk,2365,450.51,1
0fOO2mZOjk2t,2438,201.53,1
0fRnAgtXmkQe,2628,10.98,2
0fTGBEhh1HBz,2334,17.72,1
0fbv2MuqXbqx,2573,465.08,2
0fqJx1PUY3zF,2796,93.3,2
0fzsb6N8uVXi,2497,228.57,1
0g1JA7TeD9yb,2287,37.63,1
0g5W0ryNQQHr,2606,467.24,2
0g91inGI64N5,2292,61.02,1
0gK9QL7F0PnU,2311,195.63,1
0gVtrz2hFA7s,2398,213.34,1
0gWfJdHuuHt7,2700,78.15,2
0gb6MduW2htv,2392,99.53,1
0gjWlPx4Lqa7,2410,923.17,3
0gkaBKUW42sp,2616,417.0,2
0gouLTNqpGzU,2448,42.42,1
0gpY4w1ueDk8,2286,237.62,1
0gskbqL5jVNf,2503,829.74,3
0h5pUwHC9krO,2640,168.61,2
0hb7J9aN5JwK,2458,95.01,1
0hcjEZNAkUt8,2839,157.8,2
0hgtXTbWSmfa,2440,156.42,1
0hj86xqZbYSV,2746,416.64,2
0hjNkLzcyMEi,2379,402.32,1
0hmeP17KqfMi,2426,287.27,1
0hmvhMpprQLc,2672,100.55,2
0hnr9YjaasNv,2396,180.37,1
0hoKuQHgGgzC,2469,535.9,3
0htNiHu7Uw1W,2593,613.78,3
0hvuqeZERhR5,2853,79.56,2
0hwjbtLgv92K,2407,320.05,1
0hyZZEPZIikH,2810,184.87,2
0hzaEoTPnyAy,2701,194.65,2
0i0pWeqSFtll,2457,1482.24,0
0iEGjLPibWn8,2533,146.35,2
0iOgT9RmD59x,2378,234.39,1
0iVegY0ielog,2587,244.14,2
0iXrt5Xu4QEG,2737,267.56,2
0iaBWJwVLneJ,2608,177.03,2
0iaI4EJUSu3y,2677,149.29,2
0ikGQRKRuVHa,2663,1038.9,3
0imSf1YGc5YU,2345,327.3,1
0isPsUwReYKr,2493,222.7,1
0j03KVAcmRet,2493,223.3,1
0j8wf2KTdTu3,2821,1626.83,0
0jBMDg0aCHTz,2425,234.75,1
0jEl0UVBNaKs,2287,147.84,1
0jLqyCf17DVW,2742,183.72,2
0jSei115iDH3,2502,880.8,3
0jeGrHkEnUt2,2662,119.24,2
0jetWdVtB1UV,2438,314.39,1
0jrDfc9BfALq,2692,814.6,3
0juWr9fe1E8F,2293,153.12,1
