order_id,product_id,seller_id,price,shipping_charges
fQ58lYglAHz2,axLBYi1XjP6J,oI8R7WsNWWBc,50.21,5.59
RCsCygUAyk50,bdZMcl4443hh,nyvgAgymNBCt,328.0,161.82
POj27FIujdqj,Djdj2b2qMgNy,OnC6iPAbNc8Z,335.99,7.42
lTxzZyJHvbIZ,4VIws8ixtz0J,8cMMpAAFEsxE,144.97,47.55
PbW1A2IELHIL,63xWgMAWpCUv,evGTHuQm4wMZ,31.5,24.99
RYBegQzM81NV,5zjlm4wGGKnH,ItYhqrkUww7D,57.6,77.45
uIMjdIbbLKuf,ZXaWnDtFtm16,QfFj9NCYpfLN,31.0,150.8
jj4qFCWCsUSC,iqxjLw041Ngo,KERtsZxD9Phy,1298.99,30.66
JBctb1NlmsLO,77YHWauoWSee,oqejBC0typqo,27.8,31.18
M9UeVfUqd5IQ,s284eb92Zw1i,UmQttOWjmUMt,95.03,125.84
XfRzUdQ4vXDb,GrFFq2mwLHY2,vufOqLeaCfeU,38.48,32.34
5jALvFXzAkdi,8EMcxO7AFhVP,vlLUp3U56e8x,150.82,24.81
RilBPuEjhaeQ,vTrdy4RV0PS5,R7nUkxgwW9FO,114.89,132.15
1By8LOosrvF2,IiPypLNFQJ7z,BiC0o6ItMJLl,66.96,104.16
8XJCljLJRlic,HhAtKukEU7VT,UOGIrJtSldvd,104.4,126.47
k2K9LcU3wvcQ,wEXYeIBMtNpz,7qJpsaaCZOk2,160.75,52.93
LARRQkCjz5Fs,JyBhiUYADnbo,V8Stg8HdXCTe,395.6,32.34
70G4cTVwm38h,lpU3XJCPa54J,nt1w9AssyxfU,78.73,34.24
D2X7rxN9EsBw,hXJzBtpOKuuU,DhnYfWO3PJ5F,40.8,18.46
uApWp6b4k8Y5,1zUdSj6NFG6K,UOGIrJtSldvd,24.79,12.86
PvRgo7CeEN4f,Joe8cEWyRSL5,EqPcJSwcfSMn,42.15,46.4
AHI2VGgmwKwA,PdQSW0L6zcA8,JewlcaWRwb2n,116.11,27.57
csNKQHT4LjSP,h2L3kgHs7Aaa,XePbD5Ocm6Yk,22.3,15.81
ff6LV2J7cd1m,dshaRMcCMDlF,IfkTaAAVww4a,97.44,10.85
ME2UeeIZeHQQ,CIzjmmwLZi9E,XbKPeGD7lJ5P,41.58,12.22
O9usX12ihwJ4,UGsLZX3s5mEt,Fh5z5uvA4neX,41.7,17.38
UnPOaR1OCnNc,W0BmO3Zth0WP,2jTASjIU2rIf,265.9,67.11
BtFtgxewQU3o,HheG19aBYVwJ,yGbPyLPc8PmT,1899.0,12.28
KZQpsmctCSfS,oszo5WkcF9hR,EhsTzampIuzr,1129.34,16.36
g9qI3z1YAvNw,d0gLt5qG6suy,WPmASwhpqDlG,453.7,150.8
XbYUfEsyagnN,G16XPtJuiBOe,nOpV5DDruGvj,17.91,32.34
QFwMop3sFZ9H,gkFvRSioMfLT,zPSCpHFnSfys,126.69,20.9
hYDthrOpadOc,qAJdy2rvA6Nv,KH9VVC2iPaCb,42.89,47.55
F9i3hpJUc5HJ,vBG3fdRC0U7J,nQlmkVGs3xYh,395.6,11.33
PzBniksLzOcM,6gc28NXmxjiC,DQDmbEDffCF1,27.64,61.32
4BKIy9ysy6d8,x3MYuCDmKXil,3vJjXqgh2x7U,1122.0,29.36
jMFLFVfabNrH,tB2oGrkUn3T5,b2InQWWq6Kwc,128.99,66.44
PhYGGGCiQHKD,nTdYWC9EsMzL,YlP5976VHgAM,145.95,12.28
RAhrqqxcXgA5,GvBzGCvvIC2D,v4i9GZGfxgTZ,777.0,23.17
bIVFvWVIw4jq,QQh3add5yA42,8cMMpAAFEsxE,97.07,13.25
iThcgEagJGvM,Frot5FLjBR6q,SgeUigb5Vbiv,122.3,29.21
pvWUa3UvgInr,nleYDnRljyRR,hJJrlnX2dOy7,403.9,25.29
qwPG85b508Td,Hqi3PlXungqO,CJEiRDPhUtti,190.06,15.18
SZIajujwn1Oo,YwgHNvscHjW0,mFvZj7UmZKhl,300.0,34.71
JhSAOXXtYcdN,8o27iVPsjrvn,zgxmymXtWiKO,98.6,59.0
lq2t00ICp3Em,sZ5wMb8HMu6M,I4ffj2osK42R,257.6,34.33
6nNyBTWOOOFA,KbN9lsh9uJef,QZGYZHmzukoV,12.02,47.55
ouRLjr6NSysJ,6kzsO3fAg0UT,2jTASjIU2rIf,75.25,12.0
yDLykPwUGtqM,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,31.94
7XvMI5cx5mU0,PWl2yBtu82h0,TuPm19CMKvrM,117.56,61.32
XDE3dFQJPztt,P7YmM1JrfxgO,eV7Woul7454D,149.91,39.61
2rs8IUIAS4rL,TKNiFZxm7gs7,yGbPyLPc8PmT,113.49,40.15
tPTCcbVjRfc3,VBy6T8nuWyMy,tjn9TXOjEGlU,419.9,6.87
sm0ZEnWNt7qQ,Dpy0ivGUIZbf,A7s2wiNKJ3HW,49.13,70.82
KuKfiKKJLTwK,mLW3e88htVUA,RahwCaIfXjEq,18.04,38.35
0JDo7VjW8fwo,W11EKjDhLU8S,A7s2wiNKJ3HW,889.99,23.6
GRirh1b2z6Y3,VyvqSoUrvQ46,EqPcJSwcfSMn,57.6,64.55
67qinzyPqskj,5p34yHlx2OtC,UOGIrJtSldvd,518.18,38.63
r6X1vpADLMvm,rpc533nr2KMl,4Qi71ZsjOJIX,125.46,37.68
qlbb5qUbmXnJ,d77sYHwrvNb6,csm5h2FrAugl,42.8,83.91
vU3xyuXEj2Ba,HClWJt2zIHqw,taFg55N5hMKg,538.9,27.26
XQYgG1JMLACG,8EMcxO7AFhVP,vlLUp3U56e8x,150.82,42.38
Fl1jNEVLIouI,UpBx9hw8qVhN,yJ785hbwK2Jx,159.99,53.39
CbQkhuNUU3S3,8lFcvo9C9wbB,YlP5976VHgAM,820.0,61.32
iHnDLespPUlT,ua99TuLWOUSc,nGUM92Z4IKz7,10.16,28.28
y8qmpWJzBTA5,dAz11YkQkoue,TuPm19CMKvrM,167.0,47.55
2YWdoyxm7ge9,3hr001otfd42,5FAQ2DFjXxv9,100.0,37.9
JDsexkka1RtD,oGoQE6pH8wMX,pifcdMtycken,75.9,6.87
kF1ka6uV5YnM,KIYt8ODpiQyI,TBkUw9PKrND5,75.6,31.03
qwLvLVlwqlcq,tEjoHkDlwfgW,XePbD5Ocm6Yk,2139.99,3.49
na3M0MEGCGf8,C0ZV4wrnC7a9,A7s2wiNKJ3HW,264.29,25.29
vbRiAK2RZdlx,8EMcxO7AFhVP,P2nCHWuo0HC0,454.0,237.84
Ss9iY5xxCC5S,4VIws8ixtz0J,8cMMpAAFEsxE,144.97,23.57
ZgJAIFrZP7wi,wdV7yJzaz3Su,coi9xkdo66JI,22.3,36.96
zhV4YwJcMaf6,DXG0TFaZjGHO,V8Stg8HdXCTe,403.9,21.98
u6wIOFvJPMJx,diXfR20Ry7N3,bl8PTwqK0kvN,42.89,15.67
cHueggO8i50e,DwqOXp6wWYBc,zpQceiYC8hxu,599.39,20.9
gwGItwZIp6b9,Cjq4di8arIUK,P2nCHWuo0HC0,28.6,23.07
52dDBTqijGgS,i3RR3rlzZnM1,KJSPZgE59agU,172.13,70.56
QfmncxTUYMeM,vMNkrbsMMk0s,vxQT8FlJeDdN,623.0,30.66
RAwGupGDXwd5,gero47msJAuH,T5TAziawiIyq,12.35,13.58
4lSWIJZYPkdj,EG4wDSpFyTth,TuPm19CMKvrM,58.1,321.46
T02ERQXo0cHk,m9lIuV6TOthi,ItYhqrkUww7D,72.48,26.02
xvCjkl7oHF4p,Gvk6GWtgVh4r,NPzG9GmZi6FT,91.33,110.61
bOw1sP6xIXEv,THGXRZufUKBc,jr5h8sSfCvnb,153.4,26.26
xhdUS3Lb7QvK,GvBzGCvvIC2D,v4i9GZGfxgTZ,777.0,23.17
AcBnJUivl9Dg,CiqlffKEv9bE,YYXMiqTJbeNf,362.45,55.41
aqM0Dr00Ru7e,y2MAnns4G96G,7OKhjPME8ZK3,329.93,45.05
QQkl6VprDdPC,5VAqP83HaX5S,XLxN4hdOlYco,167.0,49.55
70MKHgNqgYMn,11o3x3quwlxA,Q9BvUkqlp6Vc,124.89,86.69
NDgEVmGllteq,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,50.83
BP5PB2Da0Fhi,p4OJVkjqLIYy,quRHu0B8Aaes,56.89,7.56
ogN2rxuWpNCK,8J8YIZXGpQkN,DhnYfWO3PJ5F,40.8,62.73
SU37F2XoUDJm,XVIu4wrydalt,KMUPLmVqQPcw,142.14,65.56
GeOcwJMHVigj,yRrKrWyMF6HD,SgeUigb5Vbiv,45.9,9.84
IISLmGs2JnDH,ICb4opztefdl,WG2pVERAEzeW,261.0,36.07
69R4LtM3Dkwy,4mMPfzYGac14,YlP5976VHgAM,109.6,32.34
uRWFD2jisRYY,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,38.82
2bWGX09hpCzq,K35ErlmYxmP3,5FvGdji6skxT,820.0,12.28
w2wruPCem5Jb,Kxzm6htBni1h,Fh5z5uvA4neX,161.62,22.18
SCbGP1HdX6RG,LqNug3U6tUf0,5YpZRhwM0e0V,156.25,50.88
dm1S9vmqr74a,o1t7qs5Pvp0r,8cMMpAAFEsxE,145.69,32.34
oKFxBuViwhe7,5ppYQQO7KZYt,rFT13UJuGo0Q,98.79,54.8
OFGFuIiesVzM,MrDnVpqFoLqT,oMXaIym2crTL,417.9,120.96
YFisdGiOJ3Os,CDuJDwStnGwQ,2jTASjIU2rIf,75.25,45.83
gVMHJHnYDmla,PWl2yBtu82h0,TuPm19CMKvrM,117.56,61.32
yfKNH3zw6uaS,gbZKFYX43Vp2,751gJhUx3od1,89.21,38.66
Dp4K8yh2l2kZ,ePkdyik8Yarq,Z5HZLMEMP8tD,406.05,47.94
ANKr9b0fQOG1,DXG0TFaZjGHO,V8Stg8HdXCTe,403.9,47.55
cgMyKDbuomMt,Kng7s6klzhxE,coi9xkdo66JI,517.65,25.28
HlW2kBbHE67m,sNLeq710SzBt,auOjPE1U7wEB,2799.65,110.61
ZNBlTjWkNiMH,5EFBA7VYOItK,mmCZV9eruyuF,367.9,116.88
gHGTiMNfZcmq,IkgGn9HxKC7r,TuPm19CMKvrM,114.89,12.0
Dy69GWcqgkqf,cknJxv19AtA0,vufOqLeaCfeU,314.8,66.81
QwSOLcN5DDBN,rouH1tejy3SO,UOGIrJtSldvd,206.57,21.06
rlc5qsr3lw0i,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,31.24
1bZN4leiyzZ4,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,28.61
TjF3h3fwXHmp,HhAtKukEU7VT,UOGIrJtSldvd,104.4,32.88
EqBP17oa5BoZ,3B3FUMowpX3E,pxyYUYfBOHRj,84.55,35.24
gJgR2JBSDnis,xdwAamTOt3Ba,ourm5UIVbP1x,70.23,110.14
331m4OTrDpnd,3yk93DQoQpk3,pmgltuNur5us,18.04,10.83
9hcMqNyHVfL9,hvWKcEV124VX,A7s2wiNKJ3HW,487.99,20.51
jarjuWpL85e5,qilDjbibfweR,yGbPyLPc8PmT,101.75,29.76
YktohNPMpWQU,bJlrTdzo7s1f,vjJ7Vc2lwVIM,95.17,36.16
lajv1hDHncw5,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,14.55
LSUcOPGdyZYA,eESFuzoBJg5E,7JtHJ8kiNtes,153.4,21.98
7ggBH9rrPWbp,PaQRmMWcVBvM,c9lDHwa1ASLS,692.0,57.3
uLmOgKmOLOZ9,vj1Q9kGjOug5,y58cZren4xNt,879.99,72.16
8MaujlQxejKT,ERHVaJoeGFkF,SixfIXbZXuJK,849.98,61.32
aCYHSPFKCaJ5,CpPR0u9UXipe,tfg2xilCAaac,149.9,15.71
JIjVStAX1OqF,8EMcxO7AFhVP,vlLUp3U56e8x,150.82,27.56
lle7tPix4LOq,ZERA6htQikNZ,qI9UblMbsm1o,159.77,145.31
sNzXLjJHimxW,FBEbDE6iSj8Z,lbmduirZT5rh,69.0,38.19
RQIsWBWnB9m5,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,31.94
C8hRwTzyYNIc,pTzXgfNgSpW7,KH9VVC2iPaCb,142.2,21.98
MxHsuryS8LDA,YXLgnSbcUlKN,yGbPyLPc8PmT,106.74,35.88
uwY1Cm3kWeg9,e8ZqaQoymPcf,DhnYfWO3PJ5F,495.95,59.31
DgvTsaRmVUTl,dw3iuqdKzB2C,hfLlIKeob5fC,116.11,2.46
wdcmll8A2yGF,AMKIgKd1s17B,TuPm19CMKvrM,72.4,21.28
NbQV5WtslDAS,0soM9tOoCXa3,2jTASjIU2rIf,127.77,20.51
8ULwfJfKC6XD,FOdgABJRGXrS,XLxN4hdOlYco,820.0,32.34
Q7ASsRpNrBxk,HcxzVO7t4pPL,jSOhwPWVF2Xx,36.5,20.9
Dycnfztussic,hfEa3c65LTA2,0Mzbc3aACMOQ,60.09,28.53
w8aXNo679Adb,ptNrqD6lH94n,uEFXsCQR7sKo,403.9,47.55
0YFgarYz9KnD,cNIQyQD7lRhk,5FvGdji6skxT,820.0,177.98
tbLoJTFmN51K,1Ds2HvWxpkv9,tjn9TXOjEGlU,7.59,79.43
oCxakpgwrvu5,MJd5ysuJ9wF1,TuPm19CMKvrM,114.89,33.48
uCLVoajqUFe1,XGtPb2KqluuP,CPpkJogBZQDx,2899.0,31.8
KJxxYx3EGV4B,XQnvUd50SsJQ,KMUPLmVqQPcw,188.8,72.89
mFXys1P5pvQ5,d4lgTZMuo2nN,QEcBxg0tQry2,294.9,6.87
x9dwFj4vKMRU,P22k6cGQeLxP,8rHUnSQeQcMj,142.14,5.93
XLeQfRSnRNga,FCc6TWUWdrfn,7JtHJ8kiNtes,72.4,67.04
Mqoc2kiYI3XM,9Ra9OvTGUkvh,dikNaTlK8yGG,122.3,92.58
OM78YcahNs15,0XyYmaoLSH4j,8Wa4TXXm4Hcx,529.9,95.31
rfB6JCOObUDp,R2u3pJSgF7Gr,OnC6iPAbNc8Z,59.88,47.55
HWqnn5IXITK4,sW6tMAHux6f6,yGbPyLPc8PmT,106.74,35.88
RJT4YsFAk3ci,0Kwvf0nc6vy2,RrhUJPd2xCYy,52.82,29.68
Ov4oeDoDBLDi,h6DZ76JHcZ0o,4rtH6c1PSmrF,28.82,58.63
cENYAJaIHNla,cip2jHhMY4pc,bl8PTwqK0kvN,849.5,93.52
gkaWP7jDVzBF,dInklYZ5HXma,XLxN4hdOlYco,153.75,34.33
pOql8iFBh4Iw,x76dlq1kplBh,oAZOntQn2tEJ,49.38,40.98
FIaJsapwoV1R,wQAj5Nm58m17,YYXMiqTJbeNf,26.3,30.6
sVWyv0xiWehd,f6w7qAiaZUNv,h5jBMl1c5nuX,153.75,47.55
1qhHdCUhXB8J,pKxOnQZkDwOQ,WJRLMLfPKbsX,692.0,18.93
bOKzcUZD83Dq,axLBYi1XjP6J,oI8R7WsNWWBc,50.21,161.82
fbxwlTI9qHcB,vc0h8nhLMhjR,fZpDF3uClkkx,133.05,47.5
u2LLRVu0NJ5j,Y4LOuaOSwPzM,AYTvmj7w9EFz,128.99,9.84
khb18hvvVBQJ,Hmcijnur9oOg,DLzETaZuC9wr,93.02,34.79
XIxJ9bWwBB9H,LqemLFXtsUMx,hvsAdyG9JEKS,207.9,29.34
qg4W0HLyulXG,KoRGSXOt2wEV,TYjqftf9KoLM,32.8,20.77
fmlplnDdZ8Oz,sZPDopwjwXU1,T5TAziawiIyq,142.9,72.15
ZXgbr47zue5Z,gQmWktJ30VDv,yGbPyLPc8PmT,2899.0,32.34
0GUEzCRZw8RQ,7Y9s1nKZwgT8,lbmduirZT5rh,71.25,43.52
TQc1grf246nI,BnICguJ7FAqS,XAvti4CVSUQZ,2799.65,3.23
gtrzn1LyN7dM,kFwCHCD7QAUG,tjn9TXOjEGlU,389.89,66.21
KUNxbxkfA1nj,3UKRaMZJbCXh,Q61KIHTxtyMl,59.22,47.13
9UCJ8BRjEgot,yO7IRW63DLNB,IfkTaAAVww4a,60.09,124.92
BnY8FrzUAhTn,5a3fOLvOnQ3s,coi9xkdo66JI,159.9,9.84
Chxh5OmnkkhE,K5iq4VCYBki3,l1pYW6GBnPMr,399.2,21.98
TymnnOhZXawd,21McOahMq8xu,UGCjf2WS6Uvy,252.99,18.65
pWRjBubXBYdq,HqcgHaEnbeXs,vDmtF6gSG8GP,411.0,37.72
zKT26fKT4P90,huOtiYFnpes9,CYe0rVOTbNZ3,144.77,224.34
h0wSbgpaRTpU,i6zLzwZZgX1F,nOpV5DDruGvj,85.9,2.46
zSyk19rBT584,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,46.27
uhB6rdTAR0wx,YeGiuIl5wEzT,FBr7bTkcVwez,66.96,30.01
pgnfFcOqhJXi,F2ZFaPrChBnM,P2nCHWuo0HC0,128.99,21.54
khzxhBmvAaVD,pwKC4WGEtMsM,2jTASjIU2rIf,124.89,14.41
nMw7sLGXVk83,E9OiMOkPkNam,EqPcJSwcfSMn,12.26,1.05
O98K4xug8qJC,5O25qEzJZSMe,DZhvc9CfEzyj,131.1,0.33
P6EyxUbVuDxu,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,12.93
7TzFiThWRT3F,JlvzVT71weio,OuItkm6Hi5Zw,509.99,25.78
1zwH6TRwI9OA,OREzyxIkjqea,c1Dw1Rwr2Qdd,2799.65,126.78
9D4Zsr6cbIeF,4hkcmVq9CDd3,1B2xMd2eH2aU,422.01,45.0
IlaRuhBcYyUK,qwXQxR8t1Ktz,6sxwOP5ZryfM,820.05,12.28
y65ykimdAgTa,4E5vJsjJSojs,nOpV5DDruGvj,836.99,2.46
Br3BxsV4ddNl,4RGv7GdkdYyB,l1pYW6GBnPMr,548.35,8.82
ftwEOwGaPnU7,ZGiWs1UKMLSA,bl8PTwqK0kvN,399.2,14.25
kLIebBiLEUNc,GkFlhyB97eqI,SgeUigb5Vbiv,1899.0,2.46
9iYWG3mFM2N3,Sr7PutUF6W74,a2Z36gRD1w1y,56.5,8.6
iK8RnQqVj3tm,JviVd50sxFpF,m6IJZtqbZBZn,62.83,26.14
KbYWBhtuLZdQ,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,33.67
Aw2Z8BvP28ns,dooIJeivMlv6,KH9VVC2iPaCb,145.99,161.82
lyJAZOUEuqC8,tfgKHMdnTKpJ,RsUgQvBvc24M,114.9,56.78
EXRcqhCEbk2u,nuF73WjvQjvq,Bn0rKfmMycWE,389.89,82.93
QgXLbqtRIYJc,IdQ8L0XdYRgY,U6Uiznl9Nen4,257.6,34.33
ct5kDFx3lQwo,OQfB1b4uv1ky,jzgHP4GCYp8w,112.8,18.3
iS3MCokjSdae,DyTbGyCk2Wqt,A7s2wiNKJ3HW,238.4,17.89
7Wp9ZHNwKOcs,d6f8CERabPBQ,2jTASjIU2rIf,189.05,49.93
VrZquU1IPXyA,a2rFY4kyf8eB,5FvGdji6skxT,820.0,12.28
WeNRCvq1T7vL,uW3DyXEsUvwf,jy8PvSNfK1rA,95.03,14.25
ExFC9Tp3wrVv,gO3HkbqTzW6x,lfRV5qiPQJXi,12.5,40.43
e9m4BNOomAdS,QjZtjgIx7NI5,YlP5976VHgAM,70.23,32.34
IqoKa8JhJv71,FkDNIFiX19cI,FcrnIEqLCqVq,16.9,171.5
7ci7P8HvMMs7,8kUYWjdaVCxf,oI8R7WsNWWBc,50.21,70.82
n6dwwBlgVTuA,BrK5VgsL3DXk,2jTASjIU2rIf,97.05,47.55
yfclthifmTs0,pTe66JgJ7xZL,xadaQcJkLTmF,36.3,66.9
0oHwt9b30CGn,SkUGEi2ENVlV,NRvzBoHSC9e3,161.0,61.32
4VJ7J1V9dr24,SPIT3wETFRjm,SdNJoEI8fcgb,58.32,6.87
8XDAlb8IQfhD,UgkSjxoiV9Ev,UOGIrJtSldvd,252.99,82.61
uLRXIHs701fv,FZ3D47L8YZyI,wSZ3480zJ6Ny,95.03,7.22
LdTyR77hBNGz,6Dhk50i6bHvf,Ty2rCht628LC,79.8,58.14
d8M30xNSzJX9,GrlO2xmgCJ6P,OdnRCxXEzI4n,94.56,63.07
nVOd8unSYt5x,pIIdjguylTGV,EqPcJSwcfSMn,449.0,60.35
qF714o5ei2QA,PUtzwajjcI8F,rCgkhyqKQ2Fw,42.89,32.34
jtZvMYq9xR0Z,4jt9KOGvxtWa,RNBdBKsXebna,71.8,9.84
rBz0njcMajiT,MJd5ysuJ9wF1,TuPm19CMKvrM,114.89,69.23
sRSlDVv6OJ0n,AremCr2pjUBp,XcISPoiOS37J,347.9,127.1
4SLycZ3VQEMO,fnpEJmNALuAZ,QgSPgHi2XQs8,719.9,29.68
wj8nQ2Fzid5y,kjXPWGNlNz2a,smK689qrlIx3,509.99,50.28
bJE8PIho24gk,TcEvG8mXayC7,SgeUigb5Vbiv,1199.95,17.47
Ri4D5Pd1fWXz,rZ5pT7KeDGN2,coi9xkdo66JI,383.9,1.75
62p8KGgEJKqx,FkDNIFiX19cI,eV7Woul7454D,28.82,23.17
qg8KhWZF3z5A,VE1XRfifT9hb,oqejBC0typqo,198.5,62.97
4p5h8fbioJIX,Bma2PVU1tDT2,cc5CiZSOFEF6,101.75,16.34
kA0HnPtLmhDF,j2LIi5Z0zNss,Gj8n4P6E111S,114.62,75.56
Ud4afhCnYRrp,popL7p00yvEm,5YpZRhwM0e0V,412.0,95.89
RfGwcLkX4twh,xo7JdYBbhnL3,nQlmkVGs3xYh,156.9,36.1
4Vil4wCz3hL3,8NfBg6burWaK,coi9xkdo66JI,231.27,64.29
vlgL7SEYdAGJ,l4Ak1k8MYyLW,nt1w9AssyxfU,31.46,54.04
kMmZqP3SMUrl,grHPtsOKycoY,zgYzopRGJTlj,173.93,17.38
A5QOUnqpIPNA,IapxkDY5AEwa,8cMMpAAFEsxE,76.6,60.07
Vkd83aJPKBK4,SLANLZkCbYI1,Mhg6gqpiKkO7,26.99,47.55
gk6zgfzGqRTq,u8FVP0J6HlbM,ouYt3q6fRtrq,516.59,60.67
MfNVtDX1b0u6,3Xljh8XDK83O,pxyYUYfBOHRj,178.0,111.47
Y1qg1pjHkLox,QCAiaLSyGTa2,zPSCpHFnSfys,84.94,45.52
GTtRiJLayjkE,2WgyucGaDmUm,2jTASjIU2rIf,97.05,47.55
bIDNyw5PjxVw,Ly39HDLMrH1F,JX4iwTS6jjJU,42.89,6.08
52d7sTJogAGS,YZLstX8mQBEQ,Gj8n4P6E111S,114.62,34.11
cUIMdjXkl46l,Y0RM3LCkq2HF,KH9VVC2iPaCb,42.89,47.55
kMATImGT7Bt2,CmNuLTfTF12l,hd6t04omaVjn,18.04,178.33
eOsGCznIAUFY,q2qgvAJMfOL1,WsRRts2emyz6,68.1,16.35
rT0GUnmfrp3g,LXAABPW3XQVW,IEyfJqBLbCtG,820.05,3.03
xkUyzx2wFjwf,7LfF2UKqKxBn,8Wa4TXXm4Hcx,181.56,47.55
3P6YchQzgDtd,KfYA1Y54VggE,RFMenJSKu8hK,403.9,55.54
PtP1KKpGs0Kk,3hFgY14cseag,S0NEanjpRQ0x,79.8,17.0
dsTjTURw2Ngg,0MOZauLgN5Vq,ItYhqrkUww7D,107.63,26.02
etGEWoVwIuS6,1edaUIVffPFF,coi9xkdo66JI,18.42,256.13
SnbhVttnpE27,ZvqpPIcpiYHc,ItYhqrkUww7D,154.88,61.39
WMPT0F2OZ6fm,ngBjN7lkpLic,yGbPyLPc8PmT,131.1,46.31
Q5ZoO3DdXvmc,ZWyg4uNWPHjJ,yGbPyLPc8PmT,2899.0,32.34
u1UimlZOy7jQ,XDB36Rv1EWWy,qwUKHSlnwK7p,411.0,79.16
UFRdVMOcc2Yp,nLJJ4yVgx9ji,A7s2wiNKJ3HW,749.99,38.94
aDM4talQ6brh,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,29.5
dfQYczlyMHB5,tzs5x0lLkB4v,9xdiogxz7kit,150.82,32.34
